Settlement Date,All Prod,Prod Forecast,Cons Forecast,Wind Prod,Wind Forecast,DA price,Imb up price,Imb down price,Gas Price
2017-12-31,2381.7477697947224,28929.8,25738.33064516129,3253.902638888889,2381.2397692307695,48.747419354838705,48.59635104838712,48.59635104838712,52.65806451612903
2018-01-31,2299.683151515153,28895.846153846152,25945.0564516129,3420.1519642857143,5093.540333333333,50.32935483870968,42.760618870967726,42.760618870967726,54.60564516129032
2018-02-28,2415.38468181818,29275.083333333332,27357.535714285714,2997.402583333333,5344.8780625,52.895714285714305,47.90533062500001,47.90533062500001,64.27946428571428
2018-03-31,2474.553266862169,31466.882352941175,26800.90322580645,1850.5503214285711,3194.4907777777785,53.872258064516124,62.16396717741939,62.16396717741939,57.09193548387096
2018-04-30,2114.9633325757572,25113.922481413865,23322.233333333334,2811.731461538462,3044.9242999999997,50.96899999999999,43.777897333333335,43.777897333333335,54.953333333333326
2018-05-31,1843.2455410557175,25113.922481413865,20899.379032258064,1439.54684375,1790.4581666666672,53.38161290322579,44.04085838709677,44.04085838709677,58.15564516129034
2018-06-30,1811.4538689393949,20747.0,20135.5,1609.0582500000005,3077.087199999999,51.84133333333333,45.485949083333345,45.485949083333345,55.57416666666667
2018-07-31,1807.6969068914968,21199.377358490565,20524.629032258064,842.7129230769228,1934.24290625,53.84193548387096,48.74371903225807,48.74371903225807,57.8782258064516
2018-08-31,1761.7058957871393,20429.805555555555,19685.225806451614,1852.9803000000006,2241.8336388888897,53.247419354838705,48.489487661290305,48.489487661290305,61.92903225806453
2018-09-30,1853.582148204737,21650.86111111111,19608.483333333334,1924.1300585161916,3096.327192307692,55.923333333333325,52.48273941666668,52.48273941666668,67.25750000000001
2018-10-31,1944.115157427937,21545.25,21306.66129032258,1447.5590000000002,3115.1438809523816,57.15709677419355,53.952184354838685,53.952184354838685,62.57016129032258
2018-11-30,2135.038695454546,24759.906976744187,23684.8,3556.497475,4635.997173913044,55.873666666666665,52.116142583333335,52.116142583333335,62.98249999999998
2018-12-31,2138.522095919828,26377.23214285714,24067.774193548386,2240.9240000000004,3252.0437,57.25000000000001,49.41203903225809,49.41203903225809,61.95
2019-01-31,2310.4270249266856,26666.589285714286,26120.870967741936,2631.5167368421053,4641.859772727274,48.174193548387095,48.962438306451624,48.962438306451624,48.62661290322581
2019-02-28,1933.4296063311683,26664.803571428572,25305.91964285714,4951.7335,4898.316333333333,43.48071428571428,45.58902098214283,45.58902098214283,41.16696428571428
2019-03-31,1965.4353313782988,24917.64285714286,23501.33870967742,915.2774999999999,2208.0385,41.61419354838709,36.27362903225807,36.27362903225807,36.38709677419356
2019-04-30,2009.7935159090907,24724.13432835821,22750.825,2292.4289285714285,2987.9227142857153,39.70666666666668,37.734341333333326,37.734341333333326,34.38416666666668
2019-05-31,1800.0928269794738,22185.48888888889,21227.604838709678,1369.7822727272726,1964.5769000000005,37.61870967741935,35.16927532258064,35.16927532258064,32.23306451612903
2019-06-30,1710.2770083333335,20595.74,19619.45,1924.1300585161916,,36.65333333333333,32.096853583333335,32.096853583333335,30.842499999999998
2019-07-31,1710.1107837243392,20415.58024691358,19791.5564516129,2206.504583333333,2697.5328461538456,38.56516129032257,31.369947580645164,31.369947580645164,32.023387096774194
2019-08-31,1720.119995636364,19980.282258064515,18885.137096774193,2817.3872199999996,3224.319550000001,33.099677419354826,27.97451733870969,27.97451733870969,30.290322580645153
2019-09-30,1735.0381409090899,20189.391666666666,19099.833333333332,1924.1300585161916,1944.343844827587,31.044999999999995,19.360859666666666,19.360859666666666,30.32333333333333
2019-10-31,1938.585768328446,22691.132352941175,21475.58870967742,1924.1300585161916,2420.1173749999984,37.4932258064516,31.78742008064516,31.78742008064516,29.499999999999996
2019-11-30,2154.2771596638645,25633.008333333335,24473.758333333335,3283.3663906249994,4082.3770625,39.24933333333333,32.39803266666666,32.39803266666666,38.73666666666666
2019-12-31,2161.9223071847514,25655.685483870966,24066.870967741936,4236.879986111111,5973.783642857145,34.80677419354838,27.06423129032258,27.06423129032258,32.64032258064516
