,All Prod,Prod Forecast,Cons Forecast,Wind Prod,Wind Forecast,DA price,Imb up price,Imb down price,Gas Price
2014-09-23,2071.0,1730.0,2711.0,501.0,438.0,45.88,46.0,36.0,20.581
2014-09-24,1910.0,1710.0,2771.0,561.0,511.0,41.92,43.62,41.92,20.725
2014-09-25,2619.0,1974.0,2705.0,1242.0,1451.0,35.24,35.24,31.5,21.0
2014-09-26,3922.0,1939.0,2583.0,2618.0,2606.0,33.03,36.8,33.03,20.75
2014-09-27,2484.0,1274.0,2201.0,1576.0,1446.0,32.89,36.0,32.89,20.1
2014-09-28,1577.0,1129.0,2216.0,582.0,466.0,32.97,32.97,24.55,20.113
2014-09-29,1603.0,1548.0,2642.0,7.0,58.0,49.93,50.06,49.93,20.35
2014-09-30,2116.0,1653.0,2764.0,471.0,749.0,48.42,107.49,48.42,20.738000000000003
2014-10-01,1837.0,1497.0,2733.0,314.0,402.0,54.74,54.87,54.74,21.038
2014-10-02,1683.0,1519.0,2663.0,75.0,81.0,51.06,51.06,36.0,20.8
2014-10-03,1644.0,1372.0,2473.0,154.0,437.0,37.81,73.89,37.81,20.7
2014-10-04,2501.0,1228.0,2200.0,1510.0,1956.0,36.96,37.0,36.96,20.575
2014-10-05,1479.0,973.0,2275.0,488.0,649.0,34.09,34.09,34.09,20.575
2014-10-06,4075.0,1587.0,2798.0,2814.0,3030.0,32.15,32.15,32.15,20.55
2014-10-07,3798.0,1504.0,2999.0,2399.0,2576.0,31.69,38.0,31.69,20.375
2014-10-08,2870.0,2349.0,2708.0,1034.0,1095.0,36.29,36.29,30.7,20.213
2014-10-09,3354.0,2302.0,2707.0,1634.0,1539.0,36.0,36.0,29.02,21.04
2014-10-10,3082.0,2222.0,2498.0,1199.0,1608.0,32.87,32.87,30.55,20.2
2014-10-11,1559.0,1556.0,2255.0,236.0,228.0,36.85,38.19,34.0,20.063
2014-10-12,1485.0,1415.0,2236.0,125.0,425.0,34.42,34.42,31.5,19.988
2014-10-13,2224.0,1527.0,2757.0,811.0,1030.0,40.37,40.37,40.37,20.888
2014-10-14,2360.0,1801.0,2753.0,774.0,609.0,48.46,48.46,30.37,20.488000000000003
2014-10-15,2404.0,1569.0,2806.0,923.0,1093.0,37.01,37.15,37.01,20.625
2014-10-16,1872.0,1733.0,2682.0,128.0,484.0,38.61,38.61,38.61,20.425
2014-10-17,2163.0,1936.0,2517.0,565.0,544.0,33.35,33.35,33.0,20.363
2014-10-18,3492.0,1772.0,2373.0,2325.0,2160.0,30.95,32.8,30.95,20.575
2014-10-19,3364.0,1865.0,2457.0,2347.0,2211.0,30.57,32.32,30.57,20.538
2014-10-20,2716.0,1428.0,2831.0,1734.0,1731.0,30.87,31.22,30.87,20.857
2014-10-21,3344.0,1651.0,2971.0,2410.0,2179.0,29.59,29.59,29.59,20.588
2014-10-22,2739.0,2263.0,2900.0,1062.0,788.0,33.23,33.23,30.6,20.546
2014-10-23,2731.0,1787.0,2924.0,1434.0,1380.0,31.5,32.18,31.5,20.325
2014-10-24,3197.0,1667.0,2718.0,2287.0,1913.0,26.67,31.8,26.67,20.262999999999998
2014-10-25,1546.0,1241.0,2318.0,535.0,689.0,31.59,31.59,24.74,20.3
2014-10-26,3744.0,1664.0,2730.0,2726.0,2541.0,24.83,33.0,24.83,20.513
2014-10-27,3446.0,1469.0,3166.0,2491.0,2534.0,23.29,33.2,23.29,20.65
2014-10-28,2926.0,1531.0,2827.0,2185.0,2258.0,9.97,14.31,9.97,21.1
2014-10-29,2319.0,2082.0,3007.0,379.0,408.0,46.68,46.68,24.75,21.25
2014-10-30,2331.0,2030.0,3095.0,310.0,392.0,46.58,46.58,46.58,20.563000000000002
2014-10-31,1998.0,1561.0,2883.0,556.0,695.0,41.86,41.99,41.86,20.863000000000003
2014-11-01,2216.0,1235.0,2559.0,1174.0,1213.0,30.13,31.74,30.13,21.175
2014-11-02,3146.0,1517.0,2724.0,2335.0,2183.0,19.42,25.93,19.42,21.175
2014-11-03,3442.0,1817.0,3172.0,2259.0,2300.0,24.78,32.09,24.78,20.75
2014-11-04,2587.0,2331.0,3122.0,117.0,38.0,57.47,57.6,57.47,21.113000000000003
2014-11-05,2564.0,2086.0,3126.0,843.0,1462.0,32.55,56.87,32.55,20.910999999999998
2014-11-06,2568.0,2419.0,3170.0,103.0,106.0,59.92,59.92,59.92,21.4
2014-11-07,3443.0,2021.0,2979.0,2161.0,1753.0,28.25,28.25,22.35,21.368000000000002
2014-11-08,2831.0,1855.0,2683.0,1334.0,1321.0,27.75,35.87,27.75,21.368000000000002
2014-11-09,2435.0,1460.0,2707.0,1477.0,1584.0,27.89,30.52,27.89,21.368000000000002
2014-11-10,2861.0,2102.0,3287.0,902.0,597.0,33.86,56.72,33.86,21.188000000000002
2014-11-11,2802.0,2167.0,3127.0,1075.0,809.0,34.6,34.6,28.03,21.025
2014-11-12,3664.0,2073.0,3271.0,1685.0,2044.0,33.74,67.81,33.74,20.929000000000002
2014-11-13,3289.0,2760.0,3161.0,929.0,737.0,58.01,58.01,28.77,21.725
2014-11-14,3460.0,1938.0,3003.0,2271.0,1941.0,30.7,30.7,28.0,20.875
2014-11-15,3889.0,1865.0,2787.0,2875.0,2713.0,29.95,29.95,29.95,21.125
2014-11-16,4409.0,1755.0,2872.0,3025.0,2987.0,30.04,32.37,30.04,21.677
2014-11-17,3210.0,2585.0,3162.0,963.0,893.0,59.46,60.47,59.46,20.967
2014-11-18,3261.0,2129.0,3236.0,1699.0,1488.0,34.6,34.73,34.6,21.675
2014-11-19,2819.0,2614.0,3242.0,415.0,303.0,60.36,60.36,60.36,21.5
2014-11-20,2620.0,2379.0,3209.0,80.0,85.0,57.93,67.18,57.93,21.0
2014-11-21,2414.0,2341.0,2978.0,23.0,75.0,55.26,55.26,55.26,20.831999999999997
2014-11-22,3161.0,2322.0,2811.0,1247.0,1082.0,33.79,36.33,33.79,21.075
2014-11-23,3987.0,2276.0,2870.0,2436.0,2066.0,31.89,31.89,27.27,20.738000000000003
2014-11-24,3625.0,2580.0,3238.0,1858.0,1974.0,32.87,32.87,31.31,20.775
2014-11-25,3046.0,3095.0,3215.0,91.0,140.0,69.44,191.81,69.44,21.1
2014-11-26,3484.0,2871.0,3249.0,1090.0,907.0,54.29,54.29,31.58,20.95
2014-11-27,3904.0,2408.0,3255.0,2060.0,2091.0,32.23,33.09,32.23,20.913
2014-11-28,4337.0,2538.0,2993.0,2464.0,2443.0,32.26,32.26,32.26,20.775
2014-11-29,3541.0,2385.0,2801.0,1540.0,1646.0,32.84,35.3,32.84,20.638
2014-11-30,3735.0,2523.0,2889.0,1945.0,1722.0,31.83,31.83,31.83,21.1
2014-12-01,3941.0,2817.0,3312.0,1945.0,1620.0,36.21,36.21,29.12,20.6
2014-12-02,2959.0,2755.0,3353.0,118.0,77.0,77.52,135.84,77.52,20.563000000000002
2014-12-03,3182.0,3165.0,3268.0,145.0,58.0,82.87,83.14,82.87,20.85
2014-12-04,3537.0,3289.0,3305.0,537.0,538.0,84.12,84.12,84.12,21.3
2014-12-05,2898.0,2488.0,3068.0,373.0,515.0,44.19,46.41,44.19,20.875
2014-12-06,2907.0,2785.0,2733.0,624.0,445.0,52.21,52.21,52.21,20.85
2014-12-07,3176.0,2197.0,2719.0,1686.0,2052.0,32.11,32.11,28.01,20.65
2014-12-08,2847.0,2488.0,3302.0,741.0,751.0,37.43,37.43,31.22,19.859
2014-12-09,3813.0,2402.0,3303.0,2124.0,1453.0,32.64,32.64,32.64,20.3
2014-12-10,4428.0,2307.0,3376.0,2849.0,3177.0,31.76,34.0,31.76,20.651999999999997
2014-12-11,3513.0,2299.0,3344.0,1629.0,2385.0,31.61,35.6,31.61,20.322
2014-12-12,3465.0,2273.0,3244.0,1592.0,2620.0,30.93,30.93,29.98,20.163
2014-12-13,3345.0,2249.0,2719.0,1631.0,1725.0,31.75,35.17,31.75,20.525
2014-12-14,4511.0,2275.0,2883.0,2961.0,2951.0,30.84,30.84,30.84,20.05
2014-12-15,3513.0,2449.0,3195.0,1830.0,1790.0,32.53,32.53,29.78,20.0
2014-12-16,3964.0,2266.0,3297.0,1987.0,2545.0,31.64,40.34,31.64,20.1
2014-12-17,3120.0,2340.0,3315.0,469.0,914.0,32.78,230.91,32.78,20.675
2014-12-18,3646.0,2213.0,3362.0,2246.0,1970.0,32.14,32.14,26.96,20.563000000000002
2014-12-19,4391.0,2242.0,3037.0,2818.0,3097.0,30.77,30.77,28.08,19.7
2014-12-20,4529.0,1874.0,2963.0,3116.0,3167.0,17.07,29.37,17.07,20.15
2014-12-21,3906.0,1735.0,2862.0,2816.0,2779.0,24.41,24.41,8.2,19.9
2014-12-22,3932.0,1862.0,3050.0,2492.0,2783.0,26.92,31.64,26.92,19.813
2014-12-23,3624.0,2283.0,2912.0,1964.0,1980.0,32.64,32.64,27.0,20.25
2014-12-24,3376.0,2064.0,2934.0,1828.0,1810.0,23.04,34.85,23.04,19.7
2014-12-25,2401.0,1905.0,2552.0,648.0,544.0,30.98,33.0,30.98,19.275
2014-12-26,2733.0,1825.0,2571.0,467.0,568.0,32.61,50.0,32.61,18.75
2014-12-27,2501.0,2405.0,2752.0,496.0,597.0,34.69,41.6,34.69,19.625
2014-12-28,3478.0,2389.0,2823.0,1161.0,914.0,42.04,42.04,28.78,19.625
2014-12-29,3817.0,3137.0,2983.0,1150.0,956.0,58.12,58.12,30.59,19.075
2014-12-30,2730.0,1852.0,2804.0,1180.0,1077.0,32.91,32.91,28.44,19.65
2014-12-31,3019.0,2041.0,2707.0,1491.0,1285.0,30.35,30.35,30.35,18.817
2015-01-01,4350.0,2193.0,2662.0,3097.0,2890.0,26.9,26.9,24.0,19.025
2015-01-02,4932.0,2318.0,2998.0,3343.0,2965.0,25.1,25.1,25.1,19.525
2015-01-03,3743.0,2345.0,2788.0,2121.0,2040.0,28.88,30.0,28.88,19.063
2015-01-04,3437.0,2142.0,2860.0,1611.0,1725.0,28.94,35.0,28.94,20.075
2015-01-05,2560.0,2391.0,3306.0,86.0,116.0,56.78,56.78,56.78,19.7
2015-01-06,3758.0,2144.0,3279.0,2066.0,1846.0,29.65,32.7,29.65,19.7
2015-01-07,3256.0,2119.0,3244.0,1530.0,1539.0,29.56,29.69,29.56,19.439
2015-01-08,3538.0,2188.0,3246.0,1659.0,1981.0,28.4,33.0,28.4,20.25
2015-01-09,4768.0,2202.0,3226.0,3065.0,2409.0,27.15,30.17,27.15,20.075
2015-01-10,3660.0,2144.0,3018.0,2168.0,2885.0,17.09,33.0,17.09,20.5
2015-01-11,4442.0,1866.0,3018.0,3097.0,3297.0,13.72,35.7,13.72,19.66
2015-01-12,4696.0,2124.0,3383.0,3335.0,3348.0,18.34,18.34,18.34,20.2
2015-01-13,3358.0,2416.0,3280.0,1360.0,1309.0,27.12,27.12,27.12,19.45
2015-01-14,3426.0,2548.0,3390.0,1627.0,1814.0,31.87,31.87,21.94,19.489
2015-01-15,4342.0,2242.0,3391.0,2568.0,2700.0,26.89,26.89,26.89,19.3
2015-01-16,3922.0,2440.0,3076.0,2051.0,1828.0,29.07,29.07,27.2,18.637999999999998
2015-01-17,3308.0,2294.0,2893.0,1701.0,1692.0,28.23,28.23,22.7,18.637999999999998
2015-01-18,2409.0,2498.0,2939.0,256.0,233.0,31.94,34.85,31.94,18.713
2015-01-19,3317.0,3108.0,3371.0,258.0,214.0,41.95,70.34,41.95,19.6
2015-01-20,3481.0,3146.0,3373.0,557.0,426.0,57.48,67.26,57.48,19.387999999999998
2015-01-21,2931.0,2948.0,3356.0,49.0,57.0,55.47,55.47,31.0,19.413
2015-01-22,2673.0,3070.0,3382.0,38.0,70.0,58.35,58.35,30.0,19.2
2015-01-23,3715.0,3059.0,3023.0,1013.0,754.0,48.06,48.06,29.7,19.387999999999998
2015-01-24,3140.0,2380.0,2778.0,1105.0,1162.0,29.44,29.44,29.44,19.387999999999998
2015-01-25,2335.0,2165.0,2749.0,170.0,414.0,30.4,30.4,30.4,19.313
2015-01-26,3582.0,2706.0,3322.0,1293.0,1246.0,30.26,30.26,30.26,19.234
2015-01-27,2916.0,2676.0,3210.0,524.0,511.0,31.79,31.79,25.75,18.719
2015-01-28,4704.0,2358.0,3454.0,2886.0,2791.0,29.15,29.15,29.15,19.525
2015-01-29,2922.0,2400.0,3367.0,877.0,906.0,30.02,30.02,26.1,19.230999999999998
2015-01-30,2652.0,2365.0,3077.0,145.0,314.0,32.28,40.3,32.28,18.913
2015-01-31,2715.0,2325.0,2822.0,417.0,877.0,29.67,33.93,29.67,19.25
2015-02-01,3001.0,2503.0,2815.0,950.0,1121.0,29.64,29.64,29.64,19.15
2015-02-02,3366.0,3131.0,3298.0,645.0,712.0,41.64,41.64,41.64,18.953
2015-02-03,3767.0,3187.0,3329.0,1009.0,691.0,58.63,58.63,33.59,18.95
2015-02-04,3542.0,3256.0,3367.0,620.0,473.0,59.37,59.37,29.5,19.225
2015-02-05,2514.0,2687.0,3266.0,71.0,126.0,50.32,50.32,30.01,19.075
2015-02-06,3129.0,2546.0,3033.0,1003.0,729.0,44.08,44.08,25.2,17.85
2015-02-07,4979.0,2359.0,2887.0,3298.0,3252.0,27.74,29.12,25.0,18.85
2015-02-08,3439.0,2508.0,2716.0,1681.0,1493.0,29.94,29.94,24.76,18.145
2015-02-09,3032.0,2164.0,3000.0,1712.0,1771.0,28.83,28.83,22.58,18.492
2015-02-10,3354.0,2218.0,2976.0,2013.0,1373.0,29.78,29.78,20.83,17.531
2015-02-11,3522.0,3107.0,3113.0,382.0,555.0,53.98,87.99,53.98,17.531
2015-02-12,3303.0,3122.0,3126.0,268.0,323.0,57.58,57.71,57.58,19.0
2015-02-13,2452.0,2287.0,2941.0,530.0,593.0,32.41,33.21,32.41,19.278
2015-02-14,2758.0,1895.0,2676.0,1202.0,913.0,28.23,28.23,23.65,18.714000000000002
2015-02-15,4119.0,2240.0,2805.0,2515.0,2216.0,27.39,27.39,24.27,18.928
2015-02-16,3382.0,2253.0,3271.0,1750.0,1502.0,29.31,29.31,24.0,19.589000000000002
2015-02-17,3010.0,2088.0,3084.0,1175.0,1118.0,28.74,28.74,28.74,19.273
2015-02-18,4277.0,2261.0,3133.0,2786.0,2500.0,27.91,27.91,22.14,19.227999999999998
2015-02-19,4392.0,2265.0,3204.0,3022.0,2705.0,27.24,27.24,22.19,18.695999999999998
2015-02-20,2923.0,2129.0,2908.0,1271.0,1185.0,27.07,27.07,27.07,18.724
2015-02-21,1982.0,1940.0,2661.0,287.0,330.0,26.82,26.82,25.0,18.783
2015-02-22,2805.0,2083.0,2544.0,1346.0,1154.0,26.51,26.51,22.75,18.963
2015-02-23,3202.0,2002.0,3000.0,1364.0,1691.0,27.13,27.13,27.13,18.979
2015-02-24,3706.0,1947.0,3072.0,2047.0,2597.0,26.66,26.66,24.0,18.961
2015-02-25,1942.0,1862.0,2991.0,208.0,288.0,28.03,28.03,21.1,18.641
2015-02-26,3827.0,1810.0,2998.0,2292.0,2744.0,26.51,27.48,26.51,18.387999999999998
2015-02-27,1796.0,1572.0,2777.0,145.0,278.0,26.78,30.17,26.78,18.340999999999998
2015-02-28,3682.0,1830.0,2523.0,2328.0,2497.0,26.0,26.0,23.0,18.7
2015-03-01,3698.0,1663.0,2707.0,2391.0,2476.0,24.62,27.3,24.62,19.296
2015-03-02,3374.0,1893.0,3081.0,1908.0,2452.0,26.75,26.75,22.46,18.5
2015-03-03,2419.0,1763.0,2954.0,767.0,1234.0,26.93,29.0,26.93,18.68
2015-03-04,2600.0,1861.0,3067.0,1113.0,649.0,27.26,27.26,23.22,18.163
2015-03-05,2468.0,2161.0,2921.0,708.0,393.0,45.71,45.71,21.65,18.113
2015-03-06,2084.0,1404.0,2755.0,857.0,868.0,27.37,27.37,25.0,18.243
2015-03-07,3616.0,1332.0,2514.0,2549.0,2526.0,23.85,23.85,23.85,17.438
2015-03-08,2708.0,1190.0,2459.0,1853.0,1508.0,24.46,24.46,17.49,17.9
2015-03-09,1858.0,1710.0,2719.0,597.0,506.0,44.27,44.27,20.7,18.127
2015-03-10,3061.0,1232.0,2880.0,2194.0,2502.0,25.34,25.34,25.34,18.3
2015-03-11,1985.0,2127.0,2711.0,88.0,191.0,42.28,42.28,22.5,17.9
2015-03-12,1673.0,1686.0,2706.0,221.0,223.0,32.88,32.88,21.8,17.95
2015-03-13,1989.0,1286.0,2586.0,754.0,733.0,25.3,25.3,18.57,16.488
2015-03-14,2420.0,1544.0,2420.0,1308.0,1318.0,24.53,24.53,20.0,14.925
2015-03-15,2401.0,1263.0,2531.0,1379.0,1675.0,24.56,24.56,20.87,16.875
2015-03-16,3343.0,1389.0,2815.0,2236.0,2655.0,24.81,24.81,23.0,17.214000000000002
2015-03-17,2354.0,1362.0,2737.0,726.0,1097.0,26.71,32.64,26.71,16.625
2015-03-18,2367.0,2222.0,2754.0,273.0,364.0,43.45,43.45,43.45,16.232
2015-03-19,2517.0,1972.0,2653.0,226.0,186.0,43.91,43.91,43.91,15.85
2015-03-20,2910.0,1879.0,2602.0,1026.0,1210.0,31.36,60.0,31.36,16.85
2015-03-21,3009.0,1448.0,2481.0,2055.0,2323.0,24.34,26.2,24.34,17.934
2015-03-22,2339.0,1450.0,2345.0,695.0,1035.0,26.09,30.52,26.09,16.525
2015-03-23,2926.0,1307.0,2916.0,1776.0,1663.0,25.2,25.2,21.89,17.059
2015-03-24,2948.0,2880.0,2769.0,63.0,97.0,58.05,58.05,29.08,18.175
2015-03-25,2858.0,1530.0,2916.0,1937.0,1644.0,24.67,24.67,23.27,17.213
2015-03-26,2470.0,1633.0,2782.0,271.0,437.0,43.34,100.0,43.34,17.564
2015-03-27,2042.0,1380.0,2617.0,484.0,578.0,25.84,30.32,25.84,18.066
2015-03-28,3758.0,1680.0,2485.0,2695.0,2273.0,24.01,24.01,20.2,17.908
2015-03-29,1931.0,1330.0,2420.0,1180.0,1083.0,23.76,23.76,20.14,18.088
2015-03-30,4236.0,1532.0,2884.0,3500.0,3476.0,15.19,15.19,15.19,17.998
2015-03-31,3156.0,1724.0,2947.0,1477.0,2741.0,24.58,30.02,24.58,17.6
2015-04-01,4584.0,1913.0,2858.0,3417.0,3377.0,24.27,24.27,20.6,17.688
2015-04-02,3644.0,1802.0,2380.0,2496.0,1734.0,24.65,24.65,19.51,18.207
2015-04-03,2034.0,1354.0,2292.0,697.0,781.0,25.07,25.07,25.07,17.713
2015-04-04,1943.0,1396.0,2141.0,892.0,441.0,25.83,25.83,20.83,17.975
2015-04-05,1703.0,1090.0,2091.0,664.0,655.0,23.98,23.98,20.9,17.917
2015-04-06,1259.0,1061.0,2152.0,228.0,166.0,24.54,24.54,20.0,18.320999999999998
2015-04-07,3013.0,1480.0,2766.0,2081.0,1647.0,25.97,25.97,17.36,17.938
2015-04-08,2664.0,2115.0,2612.0,190.0,240.0,41.79,41.79,41.79,18.4
2015-04-09,2642.0,2371.0,2600.0,380.0,501.0,39.36,39.36,39.36,17.575
2015-04-10,2314.0,2099.0,2371.0,53.0,225.0,33.84,62.53,33.84,17.178
2015-04-11,3327.0,1473.0,2250.0,2408.0,2111.0,22.46,26.07,22.46,17.425
2015-04-12,3470.0,1169.0,2444.0,3033.0,3057.0,10.16,25.0,10.16,17.367
2015-04-13,3799.0,1635.0,2740.0,3025.0,2922.0,25.55,25.55,19.78,16.875
2015-04-14,3743.0,1669.0,2862.0,2664.0,2184.0,26.32,27.1,26.32,16.921
2015-04-15,4027.0,1501.0,2908.0,3064.0,2833.0,19.92,27.26,19.92,16.9
2015-04-16,3980.0,1659.0,2704.0,2954.0,2517.0,25.27,25.27,19.62,17.2
2015-04-17,2962.0,1583.0,2487.0,2106.0,1484.0,24.96,24.96,20.49,16.267
2015-04-18,1746.0,974.0,2102.0,882.0,784.0,20.71,26.83,20.71,16.781
2015-04-19,1113.0,1105.0,2095.0,263.0,322.0,22.41,22.41,16.63,16.781
2015-04-20,1547.0,1297.0,2533.0,588.0,477.0,25.87,25.87,20.19,16.1
2015-04-21,3232.0,1037.0,2548.0,2249.0,1751.0,25.13,25.13,20.18,16.5
2015-04-22,2126.0,1587.0,2522.0,501.0,482.0,31.03,31.03,31.03,16.25
2015-04-23,2749.0,1253.0,2653.0,1840.0,2006.0,23.63,23.63,21.34,14.507
2015-04-24,1993.0,1298.0,2391.0,566.0,932.0,24.15,28.15,24.15,14.5
2015-04-25,2400.0,1252.0,2309.0,1792.0,1546.0,23.35,28.27,21.2,14.375
2015-04-26,1565.0,952.0,2182.0,514.0,420.0,23.14,25.0,23.14,14.375
2015-04-27,2841.0,1383.0,2612.0,1617.0,910.0,31.27,31.27,22.47,14.202
2015-04-28,2322.0,1300.0,2573.0,1156.0,958.0,27.1,27.1,21.91,14.35
2015-04-29,2870.0,1402.0,2610.0,1693.0,1487.0,26.14,26.14,22.05,14.55
2015-04-30,1666.0,1096.0,2560.0,629.0,374.0,26.29,26.29,19.09,14.275
2015-05-01,1516.0,1043.0,2139.0,357.0,418.0,24.6,29.5,24.6,14.225
2015-05-02,1605.0,946.0,2065.0,412.0,963.0,24.83,30.13,24.83,14.548
2015-05-03,2735.0,1262.0,2136.0,2142.0,2370.0,13.29,13.29,13.29,14.157
2015-05-04,2951.0,1518.0,2757.0,1189.0,1384.0,28.06,35.5,28.06,14.636
2015-05-05,2963.0,1584.0,2710.0,1663.0,2376.0,24.99,30.6,24.99,15.717
2015-05-06,3251.0,1330.0,2634.0,2086.0,1905.0,23.24,23.24,18.85,15.286
2015-05-07,3253.0,1299.0,2657.0,2450.0,2475.0,24.32,24.32,17.77,15.0
2015-05-08,1659.0,1329.0,2411.0,285.0,316.0,30.07,30.07,18.0,15.0
2015-05-09,2971.0,1119.0,2274.0,2291.0,1755.0,19.89,19.89,17.31,15.0
2015-05-10,2507.0,1233.0,2148.0,1407.0,1751.0,20.56,27.46,20.56,15.585
2015-05-11,3413.0,1375.0,2574.0,2645.0,2497.0,22.68,22.68,14.33,15.277999999999999
2015-05-12,2900.0,1137.0,2734.0,2452.0,1886.0,22.65,22.65,18.94,15.65
2015-05-13,3378.0,1095.0,2686.0,2833.0,2924.0,21.94,21.94,16.62,16.355
2015-05-14,1200.0,677.0,2142.0,439.0,502.0,19.25,19.25,12.89,16.5
2015-05-15,1361.0,1041.0,2224.0,428.0,342.0,22.79,22.79,19.8,15.225
2015-05-16,3296.0,1126.0,2187.0,2616.0,2434.0,17.59,25.53,17.59,17.95
2015-05-17,3438.0,1177.0,2230.0,2783.0,2880.0,12.77,23.5,12.77,14.325
2015-05-18,2029.0,1352.0,2661.0,1157.0,1416.0,27.06,27.06,17.32,15.069
2015-05-19,2632.0,1323.0,2530.0,1860.0,1464.0,26.42,26.42,16.72,14.208
2015-05-20,2176.0,1690.0,2688.0,632.0,565.0,31.24,36.24,22.12,14.252
2015-05-21,1882.0,1134.0,2615.0,666.0,676.0,30.97,30.97,21.99,14.55
2015-05-22,3116.0,1197.0,2408.0,2347.0,1875.0,22.11,26.14,19.11,14.363
2015-05-23,2387.0,806.0,2111.0,1702.0,1462.0,19.76,19.76,8.89,14.65
2015-05-24,2166.0,956.0,2016.0,1609.0,1160.0,20.41,20.41,15.0,14.225999999999999
2015-05-25,1746.0,739.0,2186.0,742.0,820.0,22.53,29.08,22.53,13.585999999999999
2015-05-26,3195.0,1268.0,2572.0,2575.0,2373.0,22.75,22.75,18.0,13.95
2015-05-27,2368.0,1325.0,2561.0,1386.0,1408.0,25.01,25.01,24.0,17.875
2015-05-28,3215.0,1345.0,2611.0,2641.0,2407.0,22.73,22.73,22.73,12.698
2015-05-29,1295.0,906.0,2445.0,674.0,834.0,21.71,24.71,21.71,13.732000000000001
2015-05-30,3302.0,1187.0,2103.0,2666.0,2777.0,18.05,24.65,18.05,13.547
2015-05-31,2282.0,1131.0,2207.0,1751.0,1631.0,13.58,13.58,8.19,13.325999999999999
2015-06-01,2961.0,1222.0,2619.0,2145.0,1833.0,21.09,21.09,16.0,12.921
2015-06-02,3244.0,1117.0,2712.0,2628.0,3335.0,17.55,25.55,17.55,12.044
2015-06-03,3312.0,1188.0,2574.0,2858.0,2847.0,17.84,17.84,12.65,13.276
2015-06-04,1636.0,852.0,2402.0,586.0,525.0,27.94,27.94,11.45,13.15
2015-06-05,1911.0,1004.0,2041.0,1388.0,1249.0,17.55,17.55,9.69,13.901
2015-06-06,3392.0,1205.0,1994.0,2649.0,2145.0,9.38,9.38,3.0,13.901
2015-06-07,2503.0,1009.0,2050.0,2003.0,2200.0,9.14,15.0,9.14,13.731
2015-06-08,1699.0,829.0,2559.0,1148.0,1267.0,21.43,21.43,12.0,13.696
2015-06-09,1677.0,1381.0,2513.0,248.0,317.0,35.04,35.04,35.04,13.272
2015-06-10,2309.0,957.0,2477.0,1613.0,1255.0,15.09,15.09,5.65,13.307
2015-06-11,1814.0,1456.0,2499.0,362.0,410.0,43.06,43.06,25.33,13.454
2015-06-12,1632.0,1540.0,2286.0,44.0,137.0,35.4,35.4,35.4,12.957
2015-06-13,775.0,429.0,2122.0,344.0,509.0,11.7,21.79,11.7,12.619000000000002
2015-06-14,2908.0,1001.0,2100.0,2493.0,2612.0,8.26,11.4,8.26,11.25
2015-06-15,2538.0,835.0,2523.0,2061.0,1618.0,13.58,13.58,10.91,12.24
2015-06-16,1403.0,673.0,2462.0,757.0,894.0,13.94,13.94,12.0,12.45
2015-06-17,2651.0,1122.0,2660.0,1995.0,2235.0,13.22,22.86,13.22,12.686
2015-06-18,3248.0,1095.0,2532.0,2727.0,2472.0,11.97,20.6,11.97,12.175
2015-06-19,1552.0,701.0,2311.0,1014.0,1137.0,12.1,12.1,7.38,12.269
2015-06-20,1505.0,791.0,1973.0,902.0,897.0,9.9,9.9,4.54,11.96
2015-06-21,868.0,633.0,2085.0,245.0,365.0,22.47,22.47,22.47,12.058
2015-06-22,1619.0,990.0,2558.0,345.0,164.0,35.09,37.52,35.09,12.529000000000002
2015-06-23,1521.0,1033.0,2487.0,827.0,777.0,29.88,29.88,23.36,12.565
2015-06-24,2974.0,1080.0,2571.0,2416.0,2751.0,12.95,12.95,5.71,12.913
2015-06-25,1885.0,799.0,2531.0,1332.0,1173.0,23.86,23.86,23.86,12.707
2015-06-26,1670.0,1578.0,2322.0,119.0,194.0,38.61,38.61,38.61,12.295
2015-06-27,1261.0,606.0,2096.0,802.0,468.0,27.01,27.01,27.01,12.841
2015-06-28,1440.0,635.0,2110.0,956.0,625.0,17.42,17.42,11.41,12.038
2015-06-29,1846.0,1196.0,2514.0,637.0,649.0,39.46,39.46,39.46,12.208
2015-06-30,1875.0,1649.0,2510.0,249.0,362.0,40.02,40.02,40.02,12.4
2015-07-01,1217.0,880.0,2451.0,496.0,608.0,32.36,32.36,12.47,12.163
2015-07-02,2587.0,1085.0,2505.0,2091.0,2340.0,12.08,12.08,7.43,12.87
2015-07-03,1232.0,1337.0,2410.0,61.0,265.0,60.0,100.52,60.0,12.579
2015-07-04,1282.0,1078.0,2081.0,387.0,139.0,39.29,39.29,39.29,12.05
2015-07-05,1042.0,693.0,2161.0,112.0,105.0,28.65,40.21,28.65,11.934000000000001
2015-07-06,3007.0,1048.0,2492.0,2552.0,2903.0,10.15,10.15,1.4,12.588
2015-07-07,1821.0,1058.0,2543.0,812.0,587.0,47.05,80.41,47.05,12.77
2015-07-08,2535.0,996.0,2481.0,2207.0,2337.0,8.07,8.07,6.0,12.28
2015-07-09,3243.0,1076.0,2430.0,2811.0,3255.0,6.51,6.51,1.1,12.603
2015-07-10,2769.0,894.0,2166.0,2288.0,2259.0,5.84,5.84,2.0,12.338
2015-07-11,936.0,811.0,1992.0,66.0,144.0,30.4,30.4,30.4,11.589
