,All Prod,Prod Forecast,Cons Forecast,Wind Prod,Wind Forecast,DA price,Imb up price,Imb down price,Gas Price
2013-02-19,3011.0,2065.0,1956.0,1344.0,1504.0,32.48,32.48,21.71,38.592
2013-02-20,2976.0,2219.0,2011.0,857.0,1010.0,33.29,36.62,33.29,35.533
2013-02-21,2483.0,2275.0,2016.0,285.0,275.0,36.88,36.88,36.88,26.671
2013-02-22,2304.0,2302.0,2003.0,71.0,67.0,37.92,37.92,37.92,26.513
2013-02-23,2238.0,2090.0,1853.0,213.0,162.0,34.09,34.09,34.0,27.175
2013-02-24,2818.0,1900.0,1881.0,1398.0,1364.0,28.89,28.89,18.1,26.905
2013-02-25,2879.0,2262.0,1940.0,973.0,1090.0,32.09,32.09,32.09,27.159000000000002
2013-02-26,2182.0,2252.0,1991.0,249.0,197.0,36.24,40.0,36.24,27.044
2013-02-27,2242.0,2124.0,1950.0,133.0,122.0,37.9,37.9,35.2,27.026999999999997
2013-02-28,2333.0,2220.0,1977.0,387.0,536.0,37.37,39.11,37.37,26.435
2013-03-01,3078.0,2392.0,1871.0,987.0,1415.0,33.25,33.25,33.25,26.75
2013-03-02,2875.0,2414.0,1712.0,653.0,497.0,38.3,38.3,35.83,27.073
2013-03-03,2971.0,1334.0,1698.0,2000.0,2159.0,20.82,20.82,20.82,26.557
2013-03-04,2410.0,2197.0,1784.0,287.0,238.0,37.39,37.39,31.37,27.076
2013-03-05,2391.0,1910.0,1765.0,528.0,424.0,33.04,33.04,33.04,27.066999999999997
2013-03-06,2107.0,1985.0,1835.0,84.0,136.0,35.05,35.05,35.05,29.033
2013-03-07,2876.0,1981.0,1897.0,1833.0,1498.0,30.96,30.96,-57.68,26.122
2013-03-08,3391.0,1215.0,1854.0,2430.0,2646.0,20.58,40.98,20.58,26.573
2013-03-09,2926.0,1326.0,1713.0,2002.0,2088.0,19.06,19.06,19.06,26.454
2013-03-10,4097.0,1559.0,1721.0,2665.0,2859.0,9.08,40.68,9.08,26.401
2013-03-11,2949.0,1696.0,1961.0,1397.0,1370.0,16.91,41.11,16.91,25.976999999999997
2013-03-12,2607.0,2426.0,2187.0,219.0,128.0,41.25,41.25,38.95,27.304000000000002
2013-03-13,2637.0,2398.0,2008.0,167.0,223.0,40.56,48.95,40.56,26.608
2013-03-14,2624.0,2536.0,2011.0,375.0,555.0,42.69,53.64,42.69,26.566999999999997
2013-03-15,2603.0,2300.0,2081.0,360.0,251.0,43.55,43.55,41.28,26.416999999999998
2013-03-16,3652.0,2740.0,1874.0,1340.0,1862.0,34.19,50.34,34.19,26.548000000000002
2013-03-17,2867.0,1493.0,1730.0,1957.0,2285.0,0.08,0.08,0.08,26.425
2013-03-18,3807.0,1456.0,1824.0,2924.0,3088.0,5.34,5.34,5.34,26.506
2013-03-19,3957.0,2165.0,1992.0,2141.0,2522.0,24.19,49.26,24.19,26.348000000000003
2013-03-20,3236.0,2403.0,2004.0,1181.0,1365.0,33.03,33.03,33.03,26.079
2013-03-21,2987.0,2516.0,2058.0,838.0,1004.0,34.96,34.96,34.96,26.226
2013-03-22,3115.0,2622.0,2061.0,1124.0,1322.0,33.29,33.29,33.29,26.044
2013-03-23,3319.0,1879.0,1993.0,1710.0,1822.0,10.19,34.94,10.19,26.066999999999997
2013-03-24,2757.0,2322.0,1908.0,741.0,665.0,41.41,41.41,41.41,26.223000000000003
2013-03-25,2705.0,2263.0,2005.0,822.0,772.0,40.47,40.47,40.47,26.029
2013-03-26,2858.0,2381.0,1857.0,610.0,520.0,44.73,50.38,44.73,25.473000000000003
2013-03-27,2499.0,2218.0,1799.0,294.0,253.0,46.17,51.34,46.17,26.715
2013-03-28,2581.0,2238.0,1681.0,438.0,357.0,47.04,47.04,42.19,26.075
2013-03-29,2919.0,2284.0,1767.0,737.0,858.0,33.0,51.8,33.0,26.089000000000002
2013-03-30,2510.0,2270.0,1676.0,399.0,470.0,44.76,44.76,39.32,25.939
2013-03-31,2294.0,2223.0,1619.0,166.0,170.0,43.11,44.95,43.11,26.131
2013-04-01,2107.0,1905.0,1598.0,248.0,197.0,42.92,42.92,38.66,26.616
2013-04-02,2069.0,1951.0,1803.0,187.0,172.0,46.48,46.48,33.99,26.544
2013-04-03,2068.0,1971.0,1852.0,145.0,184.0,46.38,46.38,40.12,26.339000000000002
2013-04-04,2020.0,1940.0,1926.0,211.0,136.0,44.37,44.37,40.93,26.982
2013-04-05,2200.0,2053.0,1949.0,326.0,321.0,43.75,43.75,36.9,26.969
2013-04-06,2154.0,2047.0,1765.0,184.0,158.0,49.29,49.29,49.29,27.874000000000002
2013-04-07,2819.0,2054.0,1614.0,1077.0,1260.0,35.65,35.65,35.65,27.458000000000002
2013-04-08,2091.0,1998.0,1739.0,133.0,175.0,46.92,46.92,41.51,27.557
2013-04-09,2686.0,2289.0,1870.0,637.0,577.0,49.93,54.1,49.93,27.244
2013-04-10,2813.0,1739.0,1889.0,1494.0,1740.0,33.76,33.76,33.76,27.114
2013-04-11,2719.0,1907.0,1883.0,909.0,1289.0,46.9,46.9,46.9,27.964000000000002
2013-04-12,2552.0,1986.0,1784.0,608.0,595.0,45.68,56.0,45.68,26.774
2013-04-13,1971.0,1997.0,1664.0,44.0,93.0,46.47,46.47,46.47,25.851
2013-04-14,2269.0,2206.0,1601.0,386.0,474.0,45.21,45.21,43.19,26.085
2013-04-15,2479.0,1357.0,1597.0,1793.0,2072.0,10.93,10.93,10.93,26.734
2013-04-16,1949.0,1818.0,1674.0,245.0,246.0,45.27,45.27,34.9,27.344
2013-04-17,2406.0,1876.0,1738.0,1275.0,1330.0,32.14,32.14,19.7,27.180999999999997
2013-04-18,2409.0,1210.0,1698.0,1658.0,2219.0,10.27,10.27,10.27,27.046999999999997
2013-04-19,3342.0,1189.0,1647.0,2310.0,2553.0,9.15,36.31,9.15,27.189
2013-04-20,2176.0,1395.0,1603.0,1047.0,1209.0,30.96,30.96,30.96,27.166
2013-04-21,1416.0,1302.0,1544.0,115.0,71.0,35.89,35.89,31.62,26.427
2013-04-22,1227.0,1122.0,1674.0,126.0,236.0,34.0,34.0,31.62,25.784000000000002
2013-04-23,3171.0,1275.0,1683.0,2478.0,2437.0,10.54,10.54,10.54,26.463
2013-04-24,2123.0,1284.0,1698.0,1154.0,1066.0,27.02,27.02,27.02,25.813000000000002
2013-04-25,1506.0,1038.0,1738.0,609.0,657.0,20.01,20.01,20.01,25.768
2013-04-26,1505.0,1217.0,1653.0,632.0,708.0,18.07,18.07,-10.0,25.842
2013-04-27,1447.0,1085.0,1569.0,354.0,274.0,31.4,31.4,28.84,26.233
2013-04-28,1389.0,1159.0,1534.0,247.0,221.0,31.48,31.48,31.48,25.298000000000002
2013-04-29,2752.0,1319.0,1701.0,1938.0,2119.0,22.17,22.17,22.17,27.430999999999997
2013-04-30,2669.0,1373.0,1749.0,1834.0,2016.0,21.64,21.64,21.64,26.991999999999997
2013-05-01,1542.0,1166.0,1699.0,401.0,423.0,29.11,29.11,29.11,26.334
2013-05-02,1717.0,1429.0,1671.0,262.0,284.0,33.7,33.7,33.7,26.404
2013-05-03,1503.0,1242.0,1700.0,283.0,224.0,31.22,31.22,31.22,26.166999999999998
2013-05-04,1885.0,1385.0,1521.0,703.0,613.0,30.46,30.46,25.3,26.844
2013-05-05,1933.0,1523.0,1439.0,580.0,540.0,33.18,33.18,33.18,26.629
2013-05-06,1723.0,1565.0,1635.0,208.0,251.0,38.61,38.61,32.83,27.456999999999997
2013-05-07,1549.0,1411.0,1723.0,125.0,55.0,35.89,35.89,33.87,28.164
2013-05-08,1700.0,1173.0,1676.0,734.0,883.0,26.58,26.58,25.1,27.489
2013-05-09,1508.0,1106.0,1461.0,458.0,447.0,28.19,35.29,26.41,27.705
2013-05-10,1630.0,1083.0,1471.0,806.0,602.0,29.02,29.02,13.27,27.759
2013-05-11,1954.0,1199.0,1481.0,949.0,762.0,29.3,32.19,29.3,27.725
2013-05-12,1611.0,1253.0,1510.0,560.0,348.0,29.93,29.93,22.3,28.375
2013-05-13,1974.0,1622.0,1570.0,763.0,854.0,31.57,31.57,24.58,27.968000000000004
2013-05-14,1870.0,1488.0,1754.0,369.0,369.0,31.5,38.46,31.5,28.241999999999997
2013-05-15,1810.0,1657.0,1692.0,761.0,720.0,33.48,33.48,18.53,27.706999999999997
2013-05-16,1412.0,1143.0,1699.0,277.0,268.0,26.2,31.3,26.2,28.366
2013-05-17,2379.0,1268.0,1677.0,1650.0,2322.0,19.23,19.23,1.8,28.921999999999997
2013-05-18,2300.0,1139.0,1429.0,1338.0,1550.0,18.61,29.8,18.61,28.343000000000004
2013-05-19,971.0,910.0,1356.0,369.0,375.0,27.07,27.07,3.0,28.371
2013-05-20,650.0,774.0,1381.0,178.0,302.0,13.42,13.42,2.0,28.921999999999997
2013-05-21,844.0,682.0,1686.0,30.0,48.0,22.68,22.68,21.92,28.113000000000003
2013-05-22,2015.0,1130.0,1601.0,1363.0,1644.0,20.07,20.07,18.67,27.908
2013-05-23,2756.0,1148.0,1727.0,2078.0,1789.0,21.53,21.53,18.0,27.95
2013-05-24,1688.0,1255.0,1721.0,245.0,221.0,29.89,37.22,29.89,27.475
2013-05-25,1087.0,997.0,1464.0,224.0,348.0,31.14,31.14,18.7,27.721
2013-05-26,1593.0,999.0,1424.0,848.0,950.0,17.92,28.06,17.92,27.405
2013-05-27,1220.0,1245.0,1581.0,317.0,330.0,30.23,30.23,22.5,27.019000000000002
2013-05-28,1223.0,1095.0,1683.0,92.0,100.0,30.68,37.1,30.68,27.357
2013-05-29,1839.0,1398.0,1668.0,670.0,763.0,29.02,35.76,29.02,27.058000000000003
2013-05-30,1483.0,1053.0,1658.0,672.0,474.0,30.06,30.06,30.06,26.73
2013-05-31,1232.0,870.0,1656.0,539.0,423.0,26.2,26.2,26.2,27.08
2013-06-01,1553.0,1167.0,1456.0,527.0,451.0,29.72,38.01,29.72,26.695999999999998
2013-06-02,2721.0,1165.0,1377.0,1947.0,1905.0,26.09,32.12,26.09,26.381
2013-06-03,2742.0,1321.0,1601.0,1682.0,1960.0,24.46,34.74,24.46,26.4
2013-06-04,1690.0,1269.0,1553.0,892.0,1038.0,29.74,29.74,28.7,26.25
2013-06-05,1301.0,1212.0,1600.0,103.0,91.0,34.15,42.0,34.15,26.65
2013-06-06,1441.0,1270.0,1777.0,190.0,171.0,35.46,39.49,35.46,26.38
2013-06-07,1371.0,1281.0,1672.0,110.0,104.0,36.41,36.41,36.41,27.076
2013-06-08,1526.0,981.0,1479.0,648.0,644.0,31.27,31.27,29.54,27.104
2013-06-09,1725.0,1096.0,1477.0,866.0,612.0,29.96,29.96,29.96,26.9
2013-06-10,1302.0,1046.0,1639.0,212.0,305.0,32.01,32.01,28.84,27.1
2013-06-11,1340.0,1220.0,1750.0,154.0,110.0,34.53,36.09,34.53,27.409000000000002
2013-06-12,1062.0,1199.0,1798.0,188.0,151.0,35.04,40.0,35.04,27.459
2013-06-13,1763.0,1153.0,1757.0,918.0,788.0,30.49,30.49,24.95,26.913
2013-06-14,2200.0,1224.0,1752.0,1217.0,1365.0,11.08,33.18,11.08,26.078000000000003
2013-06-15,1200.0,954.0,1477.0,343.0,386.0,28.92,28.92,28.92,26.45
2013-06-16,2056.0,1183.0,1501.0,1198.0,1278.0,19.05,32.0,19.05,26.6
2013-06-17,1639.0,1111.0,1623.0,833.0,764.0,28.9,28.9,28.9,26.35
2013-06-18,1216.0,892.0,1734.0,340.0,246.0,30.31,30.31,21.1,26.5
2013-06-19,1348.0,957.0,1733.0,422.0,421.0,26.89,26.89,26.89,26.998
2013-06-20,1172.0,738.0,1733.0,175.0,227.0,22.56,33.85,22.56,27.055999999999997
2013-06-21,960.0,695.0,1653.0,310.0,545.0,15.68,15.68,11.6,27.459
2013-06-22,2407.0,1159.0,1279.0,1883.0,2145.0,7.67,7.67,7.67,27.16
2013-06-23,1861.0,1084.0,1325.0,1362.0,1375.0,4.03,4.03,4.03,26.31
2013-06-24,1412.0,963.0,1567.0,824.0,762.0,16.99,16.99,5.03,27.38
2013-06-25,1161.0,814.0,1716.0,415.0,414.0,26.37,26.37,26.37,28.25
2013-06-26,2170.0,1181.0,1654.0,1606.0,1701.0,11.99,11.99,3.75,27.568
2013-06-27,1922.0,1193.0,1724.0,1089.0,890.0,19.11,29.0,19.11,26.364
2013-06-28,1769.0,1109.0,1747.0,1096.0,1134.0,22.39,22.39,20.86,26.299
2013-06-29,1185.0,923.0,1500.0,456.0,504.0,26.89,26.89,26.89,26.404
2013-06-30,2801.0,1222.0,1426.0,2261.0,2285.0,11.5,11.5,3.2,26.8
2013-07-01,1009.0,707.0,1622.0,131.0,220.0,25.91,33.62,25.91,25.43
2013-07-02,1343.0,998.0,1740.0,482.0,503.0,25.84,25.84,21.3,25.28
2013-07-03,1379.0,857.0,1705.0,850.0,650.0,19.87,19.87,0.0,24.83
2013-07-04,1017.0,676.0,1687.0,114.0,108.0,27.06,27.06,27.06,24.769000000000002
2013-07-05,1238.0,879.0,1691.0,552.0,380.0,26.28,26.28,26.28,24.767
2013-07-06,1222.0,837.0,1489.0,526.0,528.0,22.63,25.73,22.63,24.46
2013-07-07,925.0,616.0,1491.0,167.0,185.0,24.84,27.2,24.84,24.45
2013-07-08,1430.0,909.0,1663.0,734.0,626.0,26.38,26.38,26.38,24.45
2013-07-09,1245.0,959.0,1690.0,273.0,278.0,29.76,34.7,29.76,26.62
2013-07-10,2496.0,1232.0,1691.0,1832.0,1764.0,23.49,23.49,23.49,25.408
2013-07-11,1033.0,866.0,1731.0,315.0,356.0,27.85,27.85,24.19,25.15
2013-07-12,974.0,754.0,1711.0,123.0,131.0,29.53,34.03,29.53,24.7
2013-07-13,1144.0,884.0,1469.0,199.0,187.0,29.8,34.24,29.8,24.96
2013-07-14,2421.0,1230.0,1433.0,1734.0,1937.0,19.05,28.1,19.05,24.33
2013-07-15,1757.0,1254.0,1430.0,733.0,907.0,28.67,28.8,28.67,23.9
2013-07-16,1762.0,1206.0,1469.0,926.0,827.0,29.86,29.99,29.86,24.353
2013-07-17,1852.0,1322.0,1469.0,799.0,674.0,31.1,31.23,31.1,25.364
2013-07-18,1497.0,1031.0,1581.0,800.0,825.0,31.06,31.06,31.06,24.516
2013-07-19,2645.0,1493.0,1597.0,1846.0,1740.0,29.4,29.4,26.76,23.9
2013-07-20,1290.0,1057.0,1554.0,54.0,63.0,32.03,35.67,32.03,24.096
2013-07-21,1155.0,1047.0,1407.0,175.0,167.0,32.23,32.23,26.81,23.0
2013-07-22,943.0,1024.0,1520.0,40.0,45.0,31.9,31.9,25.81,22.88
2013-07-23,1222.0,878.0,1577.0,343.0,324.0,31.01,31.01,31.01,21.5
2013-07-24,1289.0,1087.0,1602.0,422.0,316.0,32.52,32.52,21.74,23.326
2013-07-25,1013.0,990.0,1594.0,75.0,114.0,32.69,37.23,32.69,23.11
2013-07-26,1306.0,1012.0,1593.0,36.0,30.0,32.98,32.98,32.98,23.2
2013-07-27,1278.0,1211.0,1547.0,43.0,105.0,33.12,33.12,33.12,23.65
2013-07-28,1232.0,1007.0,1465.0,263.0,524.0,31.09,31.09,31.09,24.517
2013-07-29,1058.0,793.0,1449.0,194.0,310.0,31.24,31.24,24.68,24.52
2013-07-30,1029.0,804.0,1591.0,251.0,259.0,31.42,31.42,31.42,23.13
2013-07-31,1217.0,1000.0,1620.0,409.0,477.0,31.57,31.57,15.0,24.919
2013-08-01,1093.0,958.0,1603.0,311.0,341.0,31.97,31.97,27.81,24.4
2013-08-02,1147.0,970.0,1563.0,323.0,393.0,32.05,32.05,28.66,23.683000000000003
2013-08-03,1860.0,1130.0,1401.0,1131.0,1495.0,24.52,32.32,24.52,24.13
2013-08-04,1078.0,928.0,1435.0,256.0,286.0,30.73,30.73,25.32,23.47
2013-08-05,1123.0,123.0,1549.0,154.0,242.0,32.05,32.05,27.1,23.75
2013-08-06,2092.0,1261.0,1694.0,1266.0,1496.0,30.13,36.27,30.13,22.5
2013-08-07,1436.0,1027.0,1739.0,766.0,632.0,31.27,31.27,28.71,23.75
2013-08-08,1282.0,898.0,1664.0,255.0,131.0,30.07,38.93,30.07,23.3
2013-08-09,1962.0,1208.0,1689.0,941.0,1047.0,31.17,35.49,31.17,23.57
2013-08-10,1205.0,1028.0,1444.0,437.0,399.0,31.57,31.57,25.57,22.476999999999997
2013-08-11,2145.0,1382.0,1394.0,1036.0,1146.0,30.73,35.0,30.73,22.32
2013-08-12,2144.0,1609.0,1575.0,1234.0,1396.0,30.7,30.7,24.92,22.32
2013-08-13,1861.0,1207.0,1661.0,979.0,1016.0,30.98,34.58,26.9,22.394000000000002
2013-08-14,2879.0,1382.0,1626.0,1939.0,2005.0,28.0,33.32,28.0,23.058000000000003
2013-08-15,1736.0,1329.0,1603.0,925.0,738.0,30.9,30.9,25.58,22.7
2013-08-16,1833.0,1314.0,1615.0,779.0,981.0,30.09,30.22,30.09,22.836
2013-08-17,1329.0,1156.0,1468.0,486.0,418.0,29.35,29.35,29.35,22.5
2013-08-18,2268.0,1204.0,1409.0,1663.0,1780.0,22.45,22.45,12.74,22.5
2013-08-19,1411.0,986.0,1548.0,475.0,448.0,30.29,30.29,30.29,22.5
2013-08-20,1068.0,909.0,1561.0,295.0,327.0,29.83,29.83,25.92,18.234
2013-08-21,1498.0,1306.0,1553.0,393.0,436.0,32.08,33.72,32.08,22.441
2013-08-22,1312.0,1250.0,1643.0,54.0,129.0,31.3,31.3,25.4,22.14
2013-08-23,1341.0,1084.0,1647.0,158.0,163.0,33.27,33.27,27.08,22.343000000000004
2013-08-24,1325.0,925.0,1496.0,791.0,765.0,31.67,31.67,31.67,22.44
2013-08-25,1673.0,930.0,1317.0,1115.0,1051.0,19.44,19.44,19.44,21.271
2013-08-26,1181.0,890.0,1561.0,326.0,312.0,31.79,31.79,26.5,21.27
2013-08-27,1288.0,1002.0,1687.0,227.0,200.0,34.95,34.95,34.95,20.53
2013-08-28,1054.0,992.0,1686.0,30.0,52.0,34.23,34.23,29.0,20.909000000000002
2013-08-29,1565.0,1187.0,1697.0,591.0,512.0,32.74,32.74,29.15,22.066
2013-08-30,1355.0,1009.0,1667.0,572.0,488.0,32.03,48.0,32.03,20.8
2013-08-31,1130.0,887.0,1464.0,393.0,449.0,32.28,32.28,27.81,20.383
2013-09-01,2089.0,1254.0,1326.0,1346.0,1517.0,27.04,30.3,27.04,20.0
2013-09-02,2452.0,1160.0,1532.0,2014.0,1994.0,21.58,21.58,-26.81,21.5
2013-09-03,1654.0,975.0,1630.0,984.0,875.0,25.22,25.22,25.22,21.5
2013-09-04,1398.0,1099.0,1629.0,336.0,269.0,33.57,33.57,33.57,20.379
2013-09-05,1177.0,1116.0,1633.0,146.0,216.0,34.94,38.75,34.94,20.912
2013-09-06,2175.0,1412.0,1642.0,1318.0,1400.0,30.04,35.2,30.04,21.763
2013-09-07,2064.0,1545.0,1489.0,1106.0,1626.0,33.14,38.15,33.14,21.184
2013-09-08,1856.0,1463.0,1365.0,770.0,659.0,34.14,34.14,32.0,22.081999999999997
2013-09-09,1134.0,1043.0,1566.0,111.0,299.0,34.03,38.82,34.03,22.5
2013-09-10,1578.0,1118.0,1686.0,880.0,955.0,33.23,33.23,33.23,22.5
2013-09-11,1706.0,1307.0,1658.0,725.0,493.0,33.29,33.29,33.29,22.438000000000002
2013-09-12,1555.0,1304.0,1661.0,213.0,156.0,34.83,34.83,31.11,22.410999999999998
2013-09-13,1359.0,1336.0,1637.0,23.0,53.0,35.36,35.36,31.82,22.65
2013-09-14,1208.0,1031.0,1449.0,410.0,559.0,35.25,35.25,35.25,21.98
2013-09-15,2056.0,1197.0,1339.0,1547.0,810.0,34.55,34.55,25.39,21.98
2013-09-16,2880.0,1103.0,1612.0,2360.0,2135.0,7.06,7.06,7.06,21.7
2013-09-17,1917.0,1101.0,1780.0,1320.0,1321.0,21.11,21.11,0.0,21.2
2013-09-18,1667.0,1161.0,1684.0,588.0,499.0,28.36,38.06,28.36,21.2
2013-09-19,1238.0,1081.0,1661.0,181.0,149.0,35.25,35.25,35.25,20.0
2013-09-20,732.0,684.0,1655.0,52.0,92.0,36.1,36.1,30.75,19.062
2013-09-21,1012.0,780.0,1503.0,203.0,208.0,34.18,34.18,29.48,20.247
2013-09-22,1144.0,695.0,1377.0,759.0,586.0,23.37,23.37,1.34,19.192999999999998
2013-09-23,2504.0,1137.0,1567.0,2035.0,1762.0,9.84,9.84,0.4,19.19
2013-09-24,1552.0,1207.0,1667.0,449.0,459.0,34.05,34.05,28.8,19.19
2013-09-25,1634.0,1618.0,1695.0,210.0,226.0,36.1,40.57,36.1,19.75
2013-09-26,1941.0,1103.0,1660.0,721.0,267.0,32.93,32.93,32.93,19.25
2013-09-27,1717.0,1348.0,1667.0,357.0,305.0,33.04,33.04,30.96,19.803
2013-09-28,1573.0,1468.0,1516.0,82.0,119.0,33.83,33.83,33.83,18.674
2013-09-29,1302.0,1098.0,1419.0,470.0,508.0,27.26,27.26,27.26,20.26
2013-09-30,1294.0,926.0,1531.0,565.0,516.0,16.52,16.52,16.52,19.81
2013-10-01,1737.0,1465.0,1663.0,579.0,568.0,29.83,29.83,29.83,20.3
2013-10-02,1930.0,1179.0,1668.0,834.0,886.0,24.27,30.52,24.27,20.55
2013-10-03,2365.0,1294.0,1675.0,1342.0,1357.0,24.49,39.24,24.49,20.5
2013-10-04,2264.0,969.0,1667.0,1885.0,2435.0,-2.77,-2.77,-2.77,19.713
2013-10-05,2358.0,1475.0,1445.0,1495.0,1515.0,25.08,29.01,25.08,19.778
2013-10-06,1576.0,1401.0,1356.0,564.0,455.0,32.59,32.59,32.59,20.0
2013-10-07,2181.0,1816.0,1533.0,904.0,879.0,32.01,32.01,24.71,20.8
2013-10-08,2325.0,2121.0,1677.0,759.0,717.0,34.43,34.43,27.07,20.78
2013-10-09,2348.0,1844.0,1661.0,1177.0,1084.0,31.14,31.14,25.0,20.271
2013-10-10,1634.0,1498.0,1693.0,213.0,352.0,32.87,32.87,29.62,20.45
2013-10-11,2813.0,1576.0,1695.0,1769.0,1674.0,31.73,32.96,27.0,20.688000000000002
2013-10-12,2909.0,1580.0,1488.0,1592.0,1577.0,28.6,33.3,28.6,19.508
2013-10-13,2783.0,1420.0,1438.0,2070.0,1852.0,0.13,0.13,0.13,19.55
2013-10-14,1666.0,1683.0,1572.0,163.0,238.0,36.91,36.91,28.84,18.78
2013-10-15,2066.0,1859.0,1635.0,455.0,407.0,37.3,37.3,30.7,19.75
2013-10-16,2006.0,1891.0,1663.0,463.0,437.0,37.69,37.69,30.9,20.037
2013-10-17,2094.0,1913.0,1610.0,478.0,506.0,36.61,36.61,36.61,19.314
2013-10-18,2934.0,1448.0,1655.0,1996.0,2081.0,9.8,42.16,9.8,19.624000000000002
2013-10-19,1943.0,1586.0,1598.0,671.0,540.0,37.16,37.16,37.16,19.544
2013-10-20,2125.0,1768.0,1392.0,717.0,903.0,36.64,48.0,36.64,19.5
