,All Prod,Prod Forecast,Cons Forecast,Wind Prod,Wind Forecast,DA price,Imb up price,Imb down price,Gas Price
2013-10-21,1840.0,1602.0,1536.0,579.0,323.0,36.29,40.98,36.29,20.3
2013-10-22,2378.0,1346.0,1703.0,1650.0,1418.0,21.74,21.74,2.68,20.0
2013-10-23,2026.0,1409.0,1671.0,1213.0,1317.0,14.25,37.49,14.25,19.247
2013-10-24,2828.0,1455.0,1693.0,2155.0,2372.0,15.19,15.19,15.19,19.325
2013-10-25,1767.0,1378.0,1719.0,653.0,508.0,32.27,34.21,32.27,18.95
2013-10-26,2821.0,1372.0,1511.0,2044.0,2052.0,20.07,35.59,20.07,18.25
2013-10-27,2387.0,1294.0,1337.0,1929.0,1837.0,11.7,11.7,11.7,17.243
2013-10-28,2830.0,1240.0,1597.0,2370.0,2611.0,0.05,0.05,0.05,18.062
2013-10-29,2678.0,1355.0,1719.0,2048.0,2454.0,4.6,4.6,4.6,17.305
2013-10-30,2386.0,1710.0,1761.0,1304.0,1523.0,25.9,31.31,25.9,16.974
2013-10-31,3318.0,1950.0,1738.0,1937.0,1964.0,29.93,37.6,29.93,15.759
2013-11-01,2502.0,1566.0,1708.0,1667.0,1547.0,25.05,25.05,25.05,16.34
2013-11-02,1766.0,1550.0,1575.0,448.0,354.0,32.29,32.29,32.29,15.15
2013-11-03,3151.0,1397.0,1493.0,2367.0,2397.0,5.48,35.7,5.48,16.05
2013-11-04,2965.0,1476.0,1594.0,2274.0,2643.0,0.12,35.13,0.12,16.023
2013-11-05,2031.0,1318.0,1772.0,1318.0,1432.0,18.33,18.33,18.33,16.364
2013-11-06,1630.0,1599.0,1796.0,216.0,221.0,33.55,33.55,27.3,17.333
2013-11-07,1899.0,1724.0,1773.0,384.0,444.0,33.77,33.77,33.77,17.95
2013-11-08,2414.0,1616.0,1727.0,1476.0,1216.0,30.17,30.17,23.51,17.8
2013-11-09,1916.0,1807.0,1571.0,699.0,489.0,31.9,31.9,21.39,18.0
2013-11-10,1477.0,1194.0,1526.0,513.0,615.0,23.01,37.0,23.01,18.687
2013-11-11,1769.0,1672.0,1722.0,158.0,229.0,33.84,37.5,33.84,17.83
2013-11-12,3376.0,1535.0,1720.0,2561.0,2565.0,18.1,18.1,18.1,18.1
2013-11-13,3085.0,1872.0,1793.0,1878.0,2038.0,27.57,27.57,27.57,17.55
2013-11-14,2448.0,1730.0,1784.0,1310.0,1220.0,29.22,29.22,29.22,16.554000000000002
2013-11-15,1770.0,1776.0,1793.0,188.0,237.0,33.43,36.59,33.43,17.45
2013-11-16,3796.0,2131.0,1574.0,2353.0,2229.0,30.39,30.39,25.88,16.85
2013-11-17,2851.0,1942.0,1489.0,1506.0,1680.0,27.32,35.0,27.32,18.752
2013-11-18,1943.0,1667.0,1706.0,464.0,463.0,29.08,29.08,27.85,18.096
2013-11-19,2453.0,1967.0,1738.0,683.0,503.0,32.85,32.85,32.85,18.1
2013-11-20,2059.0,1986.0,1905.0,128.0,196.0,35.36,35.36,35.36,17.53
2013-11-21,2517.0,2223.0,1922.0,731.0,618.0,32.06,37.5,32.06,17.348
2013-11-22,2428.0,2130.0,1863.0,598.0,517.0,30.79,30.79,30.79,18.0
2013-11-23,2056.0,2076.0,1738.0,97.0,98.0,34.86,34.86,28.66,15.863
2013-11-24,3006.0,1549.0,1540.0,2198.0,2288.0,24.0,24.0,24.0,15.927
2013-11-25,2381.0,2099.0,1798.0,798.0,866.0,33.94,33.94,27.96,16.285999999999998
2013-11-26,1877.0,1844.0,1927.0,59.0,131.0,34.36,38.7,34.36,15.454
2013-11-27,3623.0,2327.0,1791.0,1962.0,1807.0,30.19,30.19,30.19,14.61
2013-11-28,3750.0,1413.0,1738.0,2841.0,2713.0,14.79,36.93,14.79,14.030999999999999
2013-11-29,2193.0,1462.0,1809.0,701.0,767.0,33.32,33.45,33.32,14.782
2013-11-30,2434.0,1431.0,1682.0,1267.0,1102.0,14.14,36.54,14.14,15.22
2013-12-01,3756.0,1655.0,1520.0,2874.0,2791.0,25.5,25.5,25.5,15.75
2013-12-02,2104.0,1869.0,1756.0,195.0,311.0,33.62,38.0,33.62,14.2
2013-12-03,2583.0,2038.0,1752.0,1207.0,1500.0,31.53,31.53,25.21,15.923
2013-12-04,3709.0,2321.0,1785.0,2050.0,1950.0,30.44,30.44,28.18,16.794
2013-12-05,3769.0,1646.0,1788.0,2734.0,2775.0,22.95,22.95,22.95,17.4
2013-12-06,2377.0,1092.0,1976.0,1670.0,2160.0,10.08,10.08,10.08,17.063
2013-12-07,3686.0,1502.0,1767.0,2245.0,2687.0,7.63,35.9,7.63,17.0
2013-12-08,2895.0,2330.0,1661.0,822.0,770.0,32.08,32.08,32.08,16.4
2013-12-09,1836.0,1673.0,1803.0,644.0,854.0,25.4,25.4,25.4,17.05
2013-12-10,1929.0,1803.0,1770.0,406.0,351.0,33.19,33.19,33.19,17.295
2013-12-11,2293.0,1932.0,1725.0,1035.0,708.0,32.18,32.18,26.1,17.4
2013-12-12,2778.0,2230.0,1764.0,1166.0,1035.0,31.55,31.55,26.6,16.86
2013-12-13,2327.0,1848.0,1776.0,858.0,513.0,30.8,30.8,30.8,18.433
2013-12-14,2588.0,1921.0,1591.0,980.0,914.0,30.93,33.47,30.93,19.309
2013-12-15,3322.0,1335.0,1537.0,2701.0,2807.0,0.11,26.72,0.11,17.6
2013-12-16,3190.0,1433.0,1722.0,2654.0,2672.0,11.91,11.91,6.7,17.55
2013-12-17,1814.0,1328.0,1777.0,470.0,415.0,27.35,29.69,27.35,17.53
2013-12-18,1867.0,1618.0,1835.0,324.0,470.0,30.06,31.1,30.06,16.65
2013-12-19,3117.0,1553.0,1784.0,2064.0,2076.0,16.24,29.4,16.24,16.63
2013-12-20,3057.0,2044.0,1717.0,1690.0,1544.0,28.08,28.08,28.08,16.7
2013-12-21,3800.0,1459.0,1674.0,3067.0,3056.0,11.75,11.75,11.75,16.608
2013-12-22,2732.0,899.0,1573.0,2362.0,3323.0,-30.9,-30.9,-30.9,17.155
2013-12-23,2984.0,1302.0,1618.0,2420.0,2755.0,7.98,7.98,7.98,16.518
2013-12-24,2995.0,806.0,1566.0,2533.0,3211.0,-62.03,28.5,-62.03,16.5
2013-12-25,2441.0,1231.0,1480.0,1927.0,1767.0,5.29,5.29,5.29,15.75
2013-12-26,1921.0,1337.0,1526.0,1020.0,915.0,19.74,19.74,19.74,16.575
2013-12-27,1650.0,1107.0,1592.0,830.0,1031.0,15.8,15.8,15.8,16.563
2013-12-28,2954.0,1101.0,1602.0,2337.0,2846.0,-1.72,-1.72,-10.0,16.609
2013-12-29,2647.0,1414.0,1526.0,1795.0,1956.0,14.43,28.9,14.43,17.239
2013-12-30,2253.0,1452.0,1586.0,1441.0,1261.0,11.68,11.68,11.68,18.480999999999998
2013-12-31,3730.0,1684.0,1601.0,2789.0,2866.0,11.27,30.0,11.27,18.22
2014-01-01,2728.0,1593.0,1666.0,1685.0,1628.0,11.7,29.0,11.7,18.3
2014-01-02,2962.0,1129.0,1594.0,2353.0,2661.0,-0.05,-0.05,-0.05,18.15
2014-01-03,2022.0,1432.0,1674.0,1081.0,929.0,13.15,28.0,13.15,17.55
2014-01-04,3196.0,1421.0,1668.0,2493.0,2473.0,5.23,29.3,5.23,18.13
2014-01-05,2199.0,1307.0,1602.0,1509.0,1356.0,10.96,10.96,10.96,18.875
2014-01-06,2658.0,1388.0,1744.0,1883.0,2158.0,5.09,5.09,5.09,20.14
2014-01-07,2997.0,1457.0,1819.0,2421.0,2411.0,0.08,0.08,0.08,19.882
2014-01-08,3255.0,1352.0,1841.0,2619.0,2431.0,11.34,11.34,11.34,18.45
2014-01-09,2411.0,1790.0,1853.0,971.0,1009.0,26.66,29.75,26.66,20.0
2014-01-10,3169.0,1426.0,1920.0,2336.0,2261.0,8.91,28.86,8.91,19.1
2014-01-11,3347.0,2106.0,1728.0,1883.0,1825.0,27.09,27.09,23.18,18.0
2014-01-12,3610.0,1451.0,1673.0,2741.0,2907.0,0.11,29.41,0.11,18.5
2014-01-13,2670.0,1955.0,1816.0,1121.0,1043.0,25.95,25.95,25.95,21.066999999999997
2014-01-14,2066.0,1812.0,1880.0,180.0,158.0,29.15,37.0,29.15,21.94
2014-01-15,2391.0,1855.0,1842.0,887.0,639.0,29.63,29.63,26.05,21.0
2014-01-16,3858.0,1812.0,1921.0,2479.0,2496.0,21.42,30.01,21.42,19.015
2014-01-17,3543.0,1550.0,1970.0,2308.0,2313.0,20.43,29.6,20.43,20.61
2014-01-18,4076.0,1838.0,1798.0,2273.0,2028.0,26.79,32.79,26.79,19.505
2014-01-19,3940.0,1522.0,1817.0,3315.0,3136.0,0.12,0.12,0.12,19.834
2014-01-20,4265.0,1872.0,1966.0,3155.0,2955.0,13.95,13.95,13.95,19.932000000000002
2014-01-21,3332.0,2325.0,1988.0,1742.0,1595.0,30.29,30.29,26.84,20.1
2014-01-22,3520.0,2377.0,1956.0,1939.0,1709.0,31.02,31.02,26.26,19.7
2014-01-23,4242.0,2376.0,2124.0,2582.0,2213.0,31.1,35.24,31.1,20.65
2014-01-24,4551.0,2375.0,2187.0,2926.0,2422.0,29.99,29.99,25.79,21.016
2014-01-25,4130.0,2422.0,2010.0,2287.0,2186.0,30.32,32.29,30.32,21.835
2014-01-26,4139.0,2037.0,1981.0,2917.0,2611.0,13.14,13.14,13.14,21.826999999999998
2014-01-27,4197.0,1946.0,2089.0,3048.0,3155.0,0.13,0.13,0.13,22.0
2014-01-28,4245.0,2473.0,2106.0,2265.0,2187.0,29.57,33.2,29.57,21.925
2014-01-29,4108.0,2585.0,2180.0,2297.0,2159.0,28.98,28.98,22.61,21.864
2014-01-30,3703.0,2419.0,2190.0,1937.0,1812.0,29.2,35.0,29.2,21.9
2014-01-31,3564.0,2553.0,2151.0,1533.0,1467.0,31.12,35.37,31.12,23.005
2014-02-01,3569.0,1821.0,1983.0,1875.0,1821.0,20.87,35.0,20.87,22.25
2014-02-02,3422.0,1621.0,1809.0,2220.0,1960.0,12.74,29.8,12.74,22.85
2014-02-03,2599.0,2158.0,1860.0,876.0,732.0,30.38,30.38,26.0,22.1
2014-02-04,3663.0,2487.0,1971.0,2059.0,1650.0,28.88,28.88,28.88,22.5
2014-02-05,2320.0,1850.0,1955.0,678.0,681.0,27.52,27.52,21.72,22.0
2014-02-06,2941.0,1573.0,2045.0,1763.0,1607.0,21.96,27.72,21.96,21.25
2014-02-07,3140.0,1584.0,2033.0,1925.0,1892.0,12.18,29.57,12.18,20.227
2014-02-08,2983.0,1653.0,1854.0,2009.0,1961.0,24.93,24.93,24.93,21.1
2014-02-09,2951.0,1596.0,1719.0,2145.0,2208.0,10.88,10.88,10.88,21.1
2014-02-10,3228.0,1701.0,1901.0,2181.0,2044.0,23.86,23.86,6.16,21.454
2014-02-11,2075.0,1815.0,1950.0,466.0,365.0,28.27,28.27,28.27,21.35
2014-02-12,2863.0,2179.0,1958.0,1355.0,1755.0,27.55,30.0,27.55,20.75
2014-02-13,3779.0,1549.0,2057.0,3001.0,3223.0,8.34,8.34,8.34,21.225
2014-02-14,2608.0,1720.0,1950.0,1247.0,724.0,27.87,27.87,22.79,20.756
2014-02-15,3695.0,1531.0,1879.0,3219.0,3472.0,0.08,0.08,-60.31,20.756
2014-02-16,3421.0,1320.0,1786.0,2921.0,3333.0,0.04,27.9,0.04,21.0
2014-02-17,3310.0,1465.0,1872.0,2433.0,2606.0,17.52,17.52,17.52,21.225
2014-02-18,2509.0,2136.0,1858.0,682.0,562.0,28.86,28.86,25.79,21.625
2014-02-19,1546.0,1286.0,1867.0,248.0,244.0,27.67,27.67,27.67,19.662
2014-02-20,1881.0,1530.0,1889.0,462.0,343.0,27.75,27.75,27.75,21.5
2014-02-21,2692.0,1337.0,1954.0,1844.0,1331.0,19.42,26.56,19.42,21.0
2014-02-22,3384.0,1622.0,1826.0,2610.0,2318.0,21.02,21.02,4.02,21.113000000000003
2014-02-23,3156.0,1565.0,1720.0,2308.0,1776.0,19.48,19.48,4.02,19.0
2014-02-24,3156.0,1573.0,1846.0,2298.0,2270.0,13.68,13.68,13.68,21.988000000000003
2014-02-25,2110.0,1345.0,1857.0,1211.0,1020.0,20.29,20.29,20.29,21.988000000000003
2014-02-26,1852.0,1615.0,1811.0,613.0,589.0,26.91,27.0,26.91,22.775
2014-02-27,1730.0,1271.0,1887.0,523.0,543.0,27.84,29.1,27.84,21.525
2014-02-28,1888.0,1343.0,1845.0,888.0,965.0,27.36,27.36,25.0,22.695999999999998
2014-03-01,1137.0,1067.0,1778.0,113.0,103.0,27.8,27.8,25.0,22.695999999999998
2014-03-02,2052.0,1500.0,1676.0,954.0,533.0,27.81,30.16,27.81,21.05
2014-03-03,2554.0,1447.0,1859.0,1429.0,1309.0,22.14,26.41,22.14,22.75
2014-03-04,1886.0,1624.0,1867.0,503.0,381.0,27.95,27.95,27.95,22.25
2014-03-05,1553.0,1538.0,1880.0,156.0,107.0,28.25,28.25,23.0,17.0
2014-03-06,1970.0,1549.0,1868.0,651.0,545.0,27.41,27.41,27.41,17.0
2014-03-07,3550.0,1762.0,1893.0,2542.0,2399.0,24.97,25.46,24.97,21.531
2014-03-08,2568.0,1405.0,1700.0,1532.0,1492.0,24.65,26.53,24.65,20.3
2014-03-09,2948.0,1450.0,1707.0,2285.0,2211.0,11.4,11.4,11.4,20.65
2014-03-10,1816.0,1174.0,1707.0,961.0,844.0,22.76,22.76,16.24,23.063000000000002
2014-03-11,1450.0,952.0,1841.0,594.0,371.0,24.27,24.27,17.5,23.991999999999997
2014-03-12,1279.0,1019.0,1860.0,246.0,280.0,25.15,27.4,25.15,22.65
2014-03-13,1529.0,1165.0,1855.0,626.0,459.0,25.9,25.9,22.58,22.85
2014-03-14,1901.0,1047.0,1799.0,1193.0,781.0,25.11,25.11,19.0,22.5
2014-03-15,3256.0,1204.0,1921.0,2666.0,2580.0,7.77,23.7,7.77,22.5
2014-03-16,2261.0,634.0,1798.0,1907.0,3193.0,-60.26,-60.26,-60.26,24.188000000000002
2014-03-17,3339.0,850.0,1896.0,2888.0,3306.0,-0.04,-0.04,-0.04,23.8
2014-03-18,2808.0,1568.0,1770.0,1836.0,1930.0,24.07,25.95,24.07,23.888
2014-03-19,1751.0,1276.0,1803.0,1068.0,1117.0,11.97,25.28,11.97,24.35
2014-03-20,3164.0,1326.0,1882.0,2496.0,2367.0,15.6,15.6,15.6,22.175
2014-03-21,3448.0,1195.0,1894.0,2868.0,2769.0,10.25,10.25,10.25,21.1
2014-03-22,2469.0,1411.0,1687.0,1618.0,1378.0,23.41,23.41,15.49,22.0
2014-03-23,1636.0,1237.0,1620.0,761.0,862.0,20.59,20.59,19.16,22.0
2014-03-24,1303.0,1077.0,1736.0,200.0,226.0,25.06,25.06,25.06,23.314
2014-03-25,1173.0,1025.0,1850.0,142.0,123.0,25.86,25.86,22.15,23.35
2014-03-26,3526.0,1546.0,1845.0,2652.0,2558.0,24.61,24.61,19.78,23.4
2014-03-27,2003.0,1442.0,1840.0,806.0,589.0,25.74,25.74,25.74,22.85
2014-03-28,1733.0,1545.0,1878.0,319.0,262.0,26.62,26.62,23.59,23.85
2014-03-29,2199.0,1513.0,1702.0,937.0,602.0,26.32,26.32,21.87,24.5
2014-03-30,984.0,860.0,1579.0,67.0,146.0,24.35,24.35,24.35,24.5
2014-03-31,1279.0,1610.0,1704.0,74.0,144.0,26.55,26.55,22.38,24.478
2014-04-01,1432.0,1209.0,1838.0,249.0,197.0,27.22,27.5,27.22,25.583000000000002
2014-04-02,2018.0,1193.0,1834.0,1200.0,874.0,26.28,26.28,22.0,24.87
2014-04-03,1553.0,1277.0,1845.0,392.0,326.0,27.09,27.09,27.09,24.973000000000003
2014-04-04,2036.0,1106.0,1805.0,1210.0,940.0,24.47,28.0,24.47,25.025
2014-04-05,2363.0,1313.0,1666.0,1594.0,1506.0,25.18,28.95,25.18,25.941
2014-04-06,1555.0,1049.0,1529.0,778.0,616.0,24.16,26.79,24.16,25.063000000000002
2014-04-07,2116.0,1206.0,1742.0,1347.0,1128.0,22.97,22.97,22.97,24.391
2014-04-08,2125.0,1229.0,1779.0,1437.0,1161.0,21.44,21.44,15.17,24.237
2014-04-09,3527.0,1287.0,1862.0,2849.0,2937.0,17.02,17.02,15.8,24.305
2014-04-10,902.0,799.0,1843.0,95.0,174.0,22.83,22.83,22.83,23.756
2014-04-11,1115.0,955.0,1780.0,257.0,224.0,24.92,24.92,24.92,23.625
2014-04-12,1149.0,813.0,1655.0,254.0,288.0,24.76,27.09,24.76,22.0
2014-04-13,2648.0,1147.0,1640.0,2108.0,2081.0,13.67,23.66,13.67,22.022
2014-04-14,2156.0,1111.0,1784.0,1629.0,1415.0,15.78,25.0,15.78,22.643
2014-04-15,2707.0,1367.0,1762.0,1985.0,2190.0,14.57,14.57,14.57,22.95
2014-04-16,1763.0,1448.0,1763.0,102.0,129.0,28.51,35.27,28.51,23.656
2014-04-17,2039.0,1078.0,1569.0,1437.0,1298.0,21.66,21.66,21.66,22.9
2014-04-18,1963.0,1093.0,1509.0,1137.0,1210.0,21.17,26.61,21.17,23.2
2014-04-19,1348.0,885.0,1504.0,481.0,375.0,23.85,23.85,19.24,22.475
2014-04-20,1393.0,931.0,1450.0,668.0,572.0,19.75,19.75,7.26,22.475
2014-04-21,1785.0,1053.0,1423.0,1302.0,1010.0,13.49,13.49,4.69,21.967
2014-04-22,1817.0,1258.0,1584.0,1129.0,1024.0,21.19,21.19,3.63,22.284000000000002
2014-04-23,1663.0,1018.0,1640.0,829.0,886.0,19.95,19.95,15.39,23.0
2014-04-24,2190.0,1141.0,1675.0,1391.0,1364.0,22.51,22.51,14.0,22.645
2014-04-25,1664.0,962.0,1692.0,872.0,618.0,24.51,24.51,24.51,21.0
2014-04-26,1692.0,916.0,1517.0,1067.0,879.0,24.67,24.67,16.0,22.776
2014-04-27,1402.0,853.0,1432.0,934.0,863.0,18.99,18.99,6.04,22.728
2014-04-28,1259.0,773.0,1627.0,426.0,327.0,24.06,33.9,24.06,22.149
2014-04-29,1426.0,1039.0,1674.0,67.0,112.0,28.63,32.28,28.63,21.938000000000002
2014-04-30,1222.0,1204.0,1640.0,59.0,134.0,28.1,28.1,23.0,22.688000000000002
2014-05-01,1980.0,1120.0,1610.0,1292.0,1178.0,20.8,20.8,20.8,24.246
2014-05-02,1218.0,999.0,1585.0,493.0,290.0,25.15,25.15,12.12,23.8
2014-05-03,1482.0,1189.0,1549.0,435.0,303.0,28.56,28.56,28.56,24.569000000000003
2014-05-04,2076.0,1031.0,1489.0,1220.0,1075.0,25.97,25.97,25.97,24.489
2014-05-05,1765.0,1404.0,1665.0,114.0,221.0,29.91,35.0,29.91,22.85
2014-05-06,1701.0,1504.0,1686.0,704.0,674.0,29.28,29.28,24.18,21.563000000000002
2014-05-07,1428.0,1266.0,1692.0,77.0,238.0,27.91,33.0,27.91,21.463
2014-05-08,1694.0,1700.0,1662.0,391.0,515.0,31.22,31.22,23.49,21.6
2014-05-09,1366.0,1407.0,1675.0,73.0,94.0,31.48,31.48,24.92,20.813000000000002
2014-05-10,1066.0,882.0,1578.0,260.0,452.0,23.9,28.27,23.9,20.779
2014-05-11,1204.0,838.0,1520.0,634.0,567.0,21.1,21.1,18.0,20.2
2014-05-12,972.0,780.0,1664.0,322.0,411.0,22.7,22.7,19.05,21.625
2014-05-13,1995.0,1437.0,1703.0,1026.0,815.0,26.26,26.26,26.26,19.564
2014-05-14,2372.0,1131.0,1778.0,1635.0,1418.0,20.51,20.51,20.51,20.988000000000003
2014-05-15,1632.0,1309.0,1740.0,271.0,407.0,26.65,36.0,26.65,19.579
2014-05-16,1241.0,915.0,1569.0,382.0,308.0,24.02,24.02,12.0,19.6
2014-05-17,901.0,1041.0,1479.0,68.0,130.0,26.82,26.82,26.02,18.0
2014-05-18,567.0,487.0,1447.0,24.0,57.0,20.92,20.92,9.38,21.412
2014-05-19,875.0,827.0,1619.0,189.0,262.0,27.62,27.62,27.62,20.785
2014-05-20,1217.0,874.0,1651.0,63.0,70.0,29.19,34.5,29.19,20.067999999999998
2014-05-21,1376.0,845.0,1653.0,294.0,696.0,29.01,33.5,29.01,20.35
2014-05-22,1856.0,1112.0,1693.0,1291.0,1258.0,15.03,15.03,0.61,20.262999999999998
2014-05-23,1246.0,831.0,1677.0,415.0,421.0,24.64,24.64,24.64,20.725
2014-05-24,1388.0,868.0,1515.0,254.0,322.0,27.17,33.85,27.17,22.088
2014-05-25,730.0,562.0,1440.0,245.0,419.0,16.18,16.18,16.18,22.088
2014-05-26,606.0,515.0,1608.0,95.0,212.0,19.63,19.63,19.63,19.325
2014-05-27,1345.0,955.0,1732.0,739.0,649.0,24.13,24.13,9.84,20.801
2014-05-28,2802.0,1188.0,1717.0,2142.0,2370.0,15.11,21.54,15.11,19.471
2014-05-29,1683.0,921.0,1592.0,950.0,767.0,25.0,25.0,25.0,19.41
2014-05-30,1113.0,1214.0,1567.0,353.0,224.0,27.5,27.5,18.48,20.0
2014-05-31,2128.0,924.0,1601.0,1559.0,1159.0,19.63,19.63,8.81,20.0
2014-06-01,894.0,653.0,1497.0,307.0,338.0,15.04,27.0,15.04,18.354
2014-06-02,745.0,658.0,1683.0,47.0,42.0,27.96,27.96,23.32,20.211
2014-06-03,1271.0,808.0,1744.0,303.0,151.0,28.78,35.0,28.78,20.171
2014-06-04,968.0,809.0,1748.0,87.0,53.0,28.78,28.78,28.78,19.938
2014-06-05,1529.0,1054.0,1675.0,761.0,776.0,23.68,23.68,23.68,20.616999999999997
2014-06-06,1342.0,872.0,1570.0,549.0,364.0,25.04,25.04,15.32,21.1
2014-06-07,933.0,693.0,1511.0,326.0,252.0,24.73,24.73,24.73,21.1
2014-06-08,833.0,585.0,1461.0,313.0,225.0,17.53,19.12,17.53,21.1
2014-06-09,924.0,623.0,1451.0,334.0,348.0,21.21,21.21,6.78,22.0
2014-06-10,1225.0,690.0,1650.0,711.0,671.0,16.82,16.82,16.82,21.569000000000003
2014-06-11,1179.0,714.0,1786.0,184.0,156.0,26.07,31.0,26.07,22.476999999999997
2014-06-12,1761.0,905.0,1733.0,1139.0,910.0,24.57,24.57,19.13,22.160999999999998
2014-06-13,2431.0,1157.0,1769.0,1773.0,1704.0,17.16,17.16,17.16,22.315
2014-06-14,1239.0,823.0,1600.0,779.0,687.0,19.57,21.49,19.57,22.338
2014-06-15,603.0,542.0,1537.0,139.0,165.0,19.18,25.0,19.18,22.763
2014-06-16,1274.0,783.0,1731.0,716.0,539.0,21.49,21.49,21.49,20.146
2014-06-17,1343.0,508.0,1771.0,408.0,517.0,26.7,32.0,26.7,21.747
2014-06-18,1313.0,822.0,1805.0,494.0,494.0,26.14,31.54,26.14,24.143
2014-06-19,2879.0,1285.0,1802.0,2310.0,2140.0,19.05,19.05,15.33,23.59
2014-06-20,2383.0,927.0,1805.0,1830.0,1567.0,14.95,14.95,13.22,23.726
2014-06-21,2327.0,989.0,1567.0,1651.0,1790.0,19.45,29.0,19.45,23.325
2014-06-22,2243.0,1129.0,1516.0,1658.0,1534.0,17.58,24.02,17.58,24.079
2014-06-23,2418.0,988.0,1717.0,1947.0,1612.0,19.94,24.02,19.94,23.6
2014-06-24,1171.0,921.0,1779.0,302.0,282.0,28.01,28.01,28.01,23.781
2014-06-25,833.0,620.0,1766.0,136.0,109.0,26.9,28.0,26.9,22.802
2014-06-26,1148.0,1019.0,1749.0,60.0,126.0,27.76,32.9,27.76,22.3
2014-06-27,1110.0,1004.0,1756.0,83.0,73.0,28.14,30.0,28.14,22.6
2014-06-28,1473.0,1477.0,1578.0,64.0,424.0,28.02,33.0,28.02,22.5
2014-06-29,847.0,690.0,1465.0,126.0,141.0,22.95,22.95,22.95,22.813000000000002
2014-06-30,1211.0,820.0,1599.0,621.0,426.0,24.01,24.01,24.01,22.357
2014-07-01,1171.0,818.0,1724.0,497.0,607.0,25.08,27.33,25.08,22.534000000000002
2014-07-02,1169.0,692.0,1728.0,326.0,282.0,25.15,28.42,25.15,23.338
2014-07-03,1975.0,1022.0,1726.0,1349.0,1335.0,24.83,24.83,16.4,24.25
2014-07-04,1493.0,911.0,1733.0,478.0,481.0,25.06,33.32,25.06,23.313000000000002
2014-07-05,1546.0,933.0,1551.0,798.0,983.0,24.76,28.45,24.76,23.863000000000003
2014-07-06,912.0,660.0,1448.0,270.0,341.0,22.6,22.6,11.88,23.708000000000002
2014-07-07,1714.0,917.0,1613.0,1099.0,966.0,24.38,24.38,17.23,23.3
2014-07-08,1133.0,871.0,1644.0,279.0,322.0,24.96,32.08,24.96,23.325
2014-07-09,2059.0,1136.0,1630.0,1203.0,1873.0,20.92,29.54,20.92,22.2
2014-07-10,1724.0,1031.0,1656.0,1039.0,1064.0,21.37,26.74,21.37,22.95
2014-07-11,1168.0,772.0,1658.0,288.0,464.0,23.24,23.24,16.0,20.791
2014-07-12,855.0,656.0,1532.0,137.0,233.0,25.07,25.07,20.29,20.791
2014-07-13,787.0,625.0,1420.0,153.0,158.0,22.69,22.69,22.69,21.438000000000002
2014-07-14,2091.0,1184.0,1511.0,1465.0,1639.0,19.74,19.74,19.74,21.188000000000002
2014-07-15,1589.0,984.0,1528.0,708.0,554.0,25.07,28.52,25.07,22.5
2014-07-16,1366.0,967.0,1461.0,566.0,532.0,26.51,26.51,20.17,23.5
2014-07-17,930.0,574.0,1477.0,126.0,191.0,28.31,28.31,28.31,21.638
2014-07-18,866.0,551.0,1475.0,51.0,84.0,28.09,31.58,28.09,22.75
2014-07-19,1040.0,752.0,1412.0,297.0,306.0,26.78,26.78,26.78,21.738000000000003
2014-07-20,1528.0,865.0,1405.0,935.0,906.0,20.3,20.3,12.56,21.025
2014-07-21,1570.0,843.0,1411.0,724.0,943.0,22.99,28.72,22.99,21.35
2014-07-22,1090.0,758.0,1512.0,126.0,260.0,25.09,28.46,25.09,21.375
2014-07-23,776.0,627.0,1539.0,90.0,181.0,25.32,25.32,25.32,21.525
2014-07-24,848.0,606.0,1538.0,124.0,153.0,25.05,33.0,25.05,21.309
2014-07-25,968.0,823.0,1563.0,154.0,181.0,26.02,31.08,26.02,21.213
2014-07-26,1377.0,738.0,1516.0,526.0,477.0,27.98,33.0,27.98,21.73
2014-07-27,901.0,652.0,1404.0,144.0,145.0,27.95,27.95,27.95,21.3
2014-07-28,830.0,576.0,1475.0,39.0,79.0,27.67,31.77,27.67,21.6
2014-07-29,855.0,658.0,1560.0,260.0,220.0,27.82,27.82,22.9,21.608
2014-07-30,862.0,685.0,1558.0,193.0,199.0,28.22,28.22,22.17,21.1
2014-07-31,1373.0,890.0,1581.0,770.0,654.0,26.59,26.59,21.46,21.8
2014-08-01,1253.0,835.0,1596.0,674.0,701.0,27.58,27.58,27.58,22.5
2014-08-02,1766.0,936.0,1509.0,1138.0,1067.0,27.98,27.98,27.98,22.436999999999998
2014-08-03,1249.0,699.0,1453.0,692.0,707.0,27.71,27.71,19.59,22.4
2014-08-04,1016.0,798.0,1577.0,250.0,199.0,28.74,28.74,24.0,20.205
2014-08-05,1149.0,994.0,1685.0,87.0,133.0,29.65,29.65,29.65,21.914
2014-08-06,1268.0,1069.0,1660.0,245.0,294.0,30.88,30.88,25.71,22.302
2014-08-07,1687.0,1048.0,1632.0,668.0,595.0,30.68,30.68,25.0,24.9
2014-08-08,1380.0,843.0,1694.0,141.0,207.0,31.75,37.13,31.75,22.625
2014-08-09,1943.0,1087.0,1506.0,1158.0,1075.0,26.42,26.42,26.42,21.775
2014-08-10,1862.0,1144.0,1392.0,683.0,683.0,26.32,30.52,26.32,22.6
2014-08-11,2607.0,1242.0,1680.0,2052.0,2105.0,5.37,29.92,5.37,21.2
