,All Prod,Prod Forecast,Cons Forecast,Wind Prod,Wind Forecast,DA price,Imb up price,Imb down price,Gas Price
2017-01-10,1763.0,1153.0,1273.0,618.0,739.0,25.57,25.57,23.29,15.58
2017-01-11,1794.0,982.0,1254.0,671.0,701.0,22.1,22.1,19.0,16.25
2017-01-12,1733.0,989.0,1248.0,832.0,951.0,2.71,27.01,2.71,16.269000000000002
2017-01-13,1200.0,1155.0,1254.0,65.0,75.0,29.09,29.09,25.0,16.75
2017-01-14,1111.0,1163.0,1275.0,19.0,100.0,28.5,28.5,23.75,16.775
2017-01-15,1538.0,1088.0,1191.0,453.0,295.0,27.09,27.09,22.9,15.825
2017-01-16,1297.0,1192.0,1288.0,76.0,121.0,30.93,30.93,27.63,15.7
2017-01-17,1152.0,1141.0,1283.0,34.0,43.0,30.68,30.68,27.12,16.551
2017-01-18,1354.0,1171.0,1304.0,160.0,207.0,28.54,28.54,26.0,16.534000000000002
2017-01-19,1442.0,1040.0,1270.0,375.0,422.0,27.42,27.42,27.42,17.2
2017-01-20,1432.0,1095.0,1248.0,299.0,265.0,27.34,27.34,27.34,17.186
2017-01-21,1176.0,987.0,1209.0,184.0,98.0,26.93,26.93,21.05,16.767
2017-01-22,967.0,975.0,1193.0,9.0,37.0,27.71,31.5,27.71,16.767
2017-01-23,1042.0,1048.0,1215.0,4.0,20.0,27.81,27.81,27.81,16.875
2017-01-24,1192.0,1079.0,1231.0,105.0,100.0,29.03,29.03,29.03,16.837
2017-01-25,1116.0,1004.0,1251.0,108.0,129.0,28.19,29.8,28.19,17.225
2017-01-26,1112.0,1138.0,1265.0,33.0,34.0,25.37,25.37,20.3,16.5
2017-01-27,1121.0,942.0,1285.0,133.0,156.0,28.3,28.3,28.3,16.237000000000002
2017-01-28,1088.0,970.0,1248.0,61.0,55.0,28.14,28.14,28.14,15.975
2017-01-29,1042.0,958.0,1210.0,124.0,170.0,27.72,27.72,27.72,15.884
2017-01-30,1147.0,1002.0,1171.0,162.0,115.0,28.0,28.0,28.0,16.008
2017-01-31,1543.0,1017.0,1249.0,548.0,580.0,28.75,28.75,24.0,16.525
2017-02-01,1042.0,1109.0,1247.0,27.0,35.0,29.01,30.37,29.01,16.624000000000002
2017-02-02,1456.0,1060.0,1213.0,450.0,416.0,28.64,28.64,28.64,16.555999999999997
2017-02-03,1275.0,1055.0,1252.0,254.0,314.0,29.68,29.68,29.68,16.108
2017-02-04,1100.0,993.0,1219.0,146.0,185.0,30.03,30.03,30.03,16.307000000000002
2017-02-05,1027.0,935.0,1210.0,124.0,119.0,30.43,33.4,30.43,16.3
2017-02-06,1397.0,1004.0,1177.0,454.0,527.0,30.1,31.62,30.1,16.425
2017-02-07,1661.0,1011.0,1277.0,559.0,425.0,30.94,30.94,26.2,16.651
2017-02-08,1672.0,1216.0,1300.0,455.0,501.0,31.19,31.19,26.44,17.008
2017-02-09,1271.0,1205.0,1307.0,75.0,69.0,32.37,34.9,32.37,17.492
2017-02-10,1494.0,1240.0,1336.0,265.0,293.0,32.31,34.93,32.31,17.938
2017-02-11,1631.0,1119.0,1293.0,492.0,628.0,31.26,31.26,27.9,17.45
2017-02-12,1699.0,1130.0,1265.0,578.0,616.0,30.41,30.41,26.96,17.545
2017-02-13,1280.0,1241.0,1259.0,106.0,75.0,29.83,29.83,27.0,17.75
2017-02-14,1249.0,1166.0,1316.0,36.0,29.0,30.14,32.0,30.14,17.6
2017-02-15,1159.0,1179.0,1295.0,45.0,40.0,32.44,32.44,32.44,17.442
2017-02-16,1030.0,1075.0,1309.0,30.0,93.0,30.5,32.7,30.5,17.0
2017-02-17,1082.0,1057.0,1221.0,188.0,241.0,28.45,30.51,28.45,16.581
2017-02-18,1062.0,1012.0,1220.0,69.0,90.0,29.86,31.5,29.86,17.05
2017-02-19,1493.0,959.0,1227.0,562.0,713.0,9.93,9.93,9.93,16.438
2017-02-20,1602.0,880.0,1127.0,702.0,618.0,0.0,0.0,0.0,16.609
2017-02-21,1602.0,910.0,1227.0,803.0,915.0,11.12,11.12,11.12,16.195
2017-02-22,1772.0,923.0,1189.0,793.0,864.0,7.66,7.66,-16.15,16.359
2017-02-23,1871.0,859.0,1191.0,891.0,1001.0,0.12,0.12,0.12,16.695
2017-02-24,1684.0,881.0,1259.0,776.0,787.0,0.04,0.04,0.04,16.644000000000002
2017-02-25,1498.0,1211.0,1198.0,371.0,374.0,29.1,29.1,25.22,16.442
2017-02-26,1497.0,784.0,1150.0,756.0,846.0,7.74,7.74,7.74,16.525
2017-02-27,1504.0,848.0,1100.0,666.0,639.0,15.59,15.59,15.59,16.673
2017-02-28,1583.0,843.0,1104.0,659.0,821.0,8.56,30.55,8.56,16.904
2017-03-01,1537.0,802.0,1263.0,729.0,630.0,25.52,25.52,24.81,16.767
2017-03-02,960.0,781.0,1261.0,201.0,193.0,26.55,26.55,26.55,16.663
2017-03-03,1460.0,856.0,1276.0,631.0,702.0,28.13,28.13,28.13,16.660999999999998
2017-03-04,957.0,867.0,1130.0,101.0,152.0,28.44,31.36,28.44,17.971
2017-03-05,1130.0,517.0,1251.0,638.0,534.0,10.6,10.6,-13.32,17.15
2017-03-06,1655.0,1053.0,1200.0,532.0,467.0,25.35,25.35,25.35,17.752
2017-03-07,1559.0,1142.0,1227.0,406.0,415.0,29.64,31.48,29.64,17.692999999999998
2017-03-08,1161.0,1155.0,1297.0,38.0,55.0,31.38,31.38,31.38,17.426
2017-03-09,1169.0,980.0,1189.0,84.0,101.0,29.3,31.5,29.3,17.4
2017-03-10,1263.0,1028.0,1165.0,293.0,286.0,18.09,18.09,18.09,17.0
2017-03-11,1070.0,1140.0,1229.0,72.0,47.0,29.64,29.64,26.12,17.0
2017-03-12,1124.0,1015.0,1044.0,142.0,153.0,26.9,26.9,12.03,16.933
2017-03-13,1176.0,1097.0,1234.0,101.0,91.0,27.02,27.02,27.02,17.95
2017-03-14,1187.0,1032.0,1189.0,147.0,119.0,27.08,27.08,27.08,18.502
2017-03-15,1483.0,793.0,1170.0,693.0,727.0,0.05,0.05,0.05,18.654
2017-03-16,1429.0,832.0,1154.0,648.0,546.0,23.1,23.1,23.1,18.5
2017-03-17,1342.0,701.0,1075.0,588.0,609.0,18.71,23.5,18.71,17.949
2017-03-18,1344.0,817.0,1165.0,596.0,381.0,20.94,20.94,20.94,18.5
2017-03-19,1032.0,841.0,1190.0,189.0,226.0,12.67,30.23,12.67,19.279
2017-03-20,1282.0,740.0,1157.0,493.0,334.0,16.36,16.36,16.36,18.875
2017-03-21,1443.0,843.0,1135.0,559.0,514.0,18.02,18.02,18.02,17.675
2017-03-22,1513.0,834.0,1163.0,632.0,627.0,20.79,28.5,20.79,18.232
2017-03-23,1057.0,1079.0,1191.0,43.0,42.0,27.82,31.8,27.82,17.782
2017-03-24,1147.0,1114.0,1183.0,27.0,60.0,28.87,30.63,28.87,18.139
2017-03-25,1234.0,907.0,1115.0,302.0,271.0,26.18,30.7,26.18,17.793
2017-03-26,1021.0,1016.0,1069.0,22.0,27.0,26.97,26.97,21.26,18.114
2017-03-27,893.0,893.0,1107.0,34.0,92.0,25.16,25.16,22.9,18.555999999999997
2017-03-28,930.0,1094.0,1096.0,81.0,127.0,26.03,26.03,26.03,18.925
2017-03-29,1109.0,953.0,1096.0,198.0,108.0,26.89,26.89,22.0,18.162
2017-03-30,922.0,933.0,1096.0,5.0,6.0,27.25,30.4,27.25,17.942
2017-03-31,1034.0,940.0,1057.0,194.0,203.0,23.05,31.0,23.05,19.25
2017-04-01,790.0,698.0,1017.0,90.0,131.0,26.9,26.9,26.9,20.188
2017-04-02,599.0,599.0,1014.0,13.0,20.0,26.67,26.67,26.67,19.242
2017-04-03,776.0,673.0,991.0,115.0,150.0,27.83,27.83,25.0,19.257
2017-04-04,675.0,670.0,1109.0,3.0,6.0,26.08,26.08,24.17,19.574
2017-04-05,784.0,653.0,1070.0,138.0,202.0,24.06,27.5,24.06,19.456
2017-04-06,1280.0,738.0,1019.0,575.0,687.0,14.9,14.9,14.9,19.296
2017-04-07,1187.0,527.0,1059.0,647.0,740.0,19.17,19.17,19.17,19.8
2017-04-08,734.0,421.0,1054.0,339.0,233.0,27.92,27.92,24.56,19.684
2017-04-09,475.0,424.0,1026.0,133.0,127.0,27.54,27.54,27.54,18.922
2017-04-10,962.0,390.0,1055.0,643.0,511.0,12.26,12.26,12.26,19.6
2017-04-11,1316.0,449.0,1103.0,881.0,916.0,5.64,29.0,5.64,19.344
2017-04-12,1167.0,547.0,1093.0,662.0,730.0,20.5,29.5,20.5,19.6
2017-04-13,1187.0,583.0,1057.0,626.0,706.0,19.8,19.8,19.8,19.793
2017-04-14,1345.0,580.0,1036.0,780.0,779.0,26.73,30.75,26.73,20.041
2017-04-15,624.0,545.0,1070.0,98.0,137.0,26.14,29.65,26.14,19.925
2017-04-16,845.0,610.0,1146.0,153.0,122.0,28.07,28.07,24.7,20.471
2017-04-17,683.0,678.0,1102.0,54.0,143.0,21.08,31.3,21.08,21.396
2017-04-18,1311.0,765.0,1140.0,537.0,656.0,27.26,31.3,27.26,21.136
2017-04-19,816.0,677.0,1154.0,28.0,61.0,30.25,35.15,30.25,20.276
2017-04-20,637.0,713.0,1127.0,113.0,39.0,28.98,28.98,24.97,19.869
2017-04-21,1135.0,536.0,1050.0,581.0,639.0,20.43,20.43,20.43,19.287
2017-04-22,1344.0,414.0,1137.0,846.0,912.0,2.35,24.87,2.35,19.65
2017-04-23,1078.0,531.0,1072.0,585.0,555.0,8.94,29.6,8.94,20.0
2017-04-24,940.0,627.0,1030.0,362.0,426.0,26.48,26.48,22.19,19.7
2017-04-25,928.0,764.0,1146.0,126.0,114.0,29.02,34.1,29.02,19.34
2017-04-26,815.0,670.0,1133.0,125.0,247.0,30.54,30.54,28.0,19.160999999999998
2017-04-27,835.0,805.0,1117.0,87.0,80.0,30.3,30.3,30.3,18.895
2017-04-28,1019.0,712.0,1054.0,347.0,313.0,30.68,32.5,30.68,18.723
2017-04-29,784.0,722.0,1114.0,103.0,111.0,29.86,33.25,29.86,18.0
2017-04-30,711.0,683.0,1054.0,82.0,114.0,28.35,35.37,28.35,17.938
2017-05-01,1102.0,527.0,991.0,608.0,716.0,10.39,10.39,10.39,17.215
2017-05-02,990.0,550.0,1120.0,592.0,720.0,12.03,12.03,12.03,18.906
2017-05-03,1040.0,485.0,1044.0,585.0,731.0,27.81,27.81,24.0,18.423
2017-05-04,1030.0,379.0,1032.0,674.0,750.0,24.82,31.39,24.82,18.070999999999998
2017-05-05,1023.0,396.0,1044.0,666.0,722.0,24.89,24.89,16.94,18.21
2017-05-06,391.0,415.0,1058.0,13.0,15.0,30.71,30.71,19.47,19.178
2017-05-07,421.0,383.0,999.0,41.0,45.0,26.17,26.17,14.69,18.125
2017-05-08,645.0,395.0,1006.0,296.0,313.0,24.14,24.14,14.69,18.477999999999998
2017-05-09,539.0,467.0,1066.0,102.0,109.0,28.94,34.7,28.94,18.099
2017-05-10,738.0,406.0,1069.0,352.0,327.0,30.31,30.31,25.0,18.378
2017-05-11,601.0,523.0,1106.0,60.0,44.0,29.26,29.26,29.26,18.227
2017-05-12,833.0,413.0,992.0,421.0,522.0,27.27,27.27,27.27,18.167
2017-05-13,870.0,310.0,993.0,413.0,460.0,28.52,32.0,28.52,17.99
2017-05-14,328.0,336.0,993.0,64.0,71.0,25.63,25.63,20.0,18.34
2017-05-15,380.0,357.0,955.0,69.0,52.0,26.7,26.7,22.0,19.298
2017-05-16,376.0,359.0,994.0,33.0,22.0,27.18,27.18,18.5,18.805999999999997
2017-05-17,515.0,340.0,1000.0,229.0,225.0,24.33,24.33,24.33,18.535
2017-05-18,822.0,319.0,958.0,511.0,494.0,20.68,20.68,10.64,18.53
2017-05-19,154.0,171.0,939.0,29.0,72.0,25.0,25.0,20.15,18.809
2017-05-20,534.0,160.0,916.0,420.0,442.0,20.94,20.94,16.0,18.729
2017-05-21,225.0,148.0,894.0,58.0,97.0,12.18,12.18,5.32,19.116
2017-05-22,200.0,171.0,959.0,20.0,46.0,22.87,31.26,19.16,18.480999999999998
2017-05-23,226.0,150.0,1000.0,46.0,72.0,28.05,50.23,14.91,18.633
2017-05-24,702.0,167.0,967.0,563.0,589.0,19.64,19.64,5.4,18.169
2017-05-25,613.0,163.0,976.0,443.0,335.0,23.4,23.4,14.92,17.586
2017-05-26,429.0,167.0,930.0,298.0,192.0,22.94,22.94,12.28,17.583
2017-05-27,115.0,154.0,965.0,4.0,14.0,26.0,26.0,26.0,17.416
2017-05-28,546.0,139.0,869.0,428.0,440.0,16.58,16.58,5.33,17.1
2017-05-29,323.0,145.0,910.0,216.0,237.0,22.03,24.52,22.03,17.699
2017-05-30,146.0,149.0,958.0,29.0,28.0,26.29,26.29,26.29,17.565
2017-05-31,779.0,156.0,975.0,656.0,684.0,22.58,22.58,14.86,16.308
2017-06-01,813.0,153.0,953.0,691.0,758.0,20.69,28.54,20.69,16.935
2017-06-02,259.0,179.0,970.0,109.0,155.0,24.59,24.59,24.59,17.364
2017-06-03,235.0,126.0,953.0,126.0,202.0,27.06,27.06,27.06,17.2
2017-06-04,126.0,106.0,948.0,32.0,35.0,22.88,22.88,22.88,16.282
2017-06-05,390.0,124.0,918.0,299.0,367.0,21.68,21.68,21.68,16.292
2017-06-06,344.0,121.0,947.0,271.0,222.0,10.8,10.8,-5.13,16.65
2017-06-07,460.0,94.0,979.0,376.0,422.0,4.63,4.63,0.0,16.975
2017-06-08,996.0,143.0,965.0,847.0,893.0,9.86,18.0,9.86,17.363
2017-06-09,412.0,232.0,967.0,195.0,448.0,24.04,30.0,24.04,17.27
2017-06-10,471.0,243.0,914.0,261.0,373.0,23.65,23.65,18.91,17.53
2017-06-11,366.0,221.0,928.0,183.0,97.0,18.0,18.0,16.0,17.622
2017-06-12,304.0,199.0,938.0,99.0,331.0,14.6,23.64,14.6,17.276
2017-06-13,967.0,200.0,947.0,783.0,840.0,7.42,7.42,-2.1,17.57
2017-06-14,626.0,199.0,959.0,453.0,464.0,23.13,23.13,23.13,17.82
2017-06-15,206.0,205.0,941.0,24.0,39.0,29.39,29.39,29.39,16.828
2017-06-16,648.0,197.0,954.0,457.0,364.0,21.07,24.0,19.6,16.362000000000002
2017-06-17,922.0,193.0,964.0,744.0,797.0,19.49,19.49,12.66,16.701
2017-06-18,446.0,202.0,934.0,137.0,140.0,26.81,53.78,26.81,17.0
2017-06-19,348.0,321.0,965.0,71.0,120.0,23.12,43.57,23.12,16.343
2017-06-20,461.0,327.0,973.0,170.0,227.0,22.63,27.0,22.63,17.45
2017-06-21,608.0,326.0,950.0,335.0,335.0,22.92,22.92,14.76,17.187
2017-06-22,364.0,348.0,961.0,13.0,26.0,30.96,30.96,24.0,17.0
2017-06-23,581.0,294.0,947.0,356.0,337.0,21.41,25.36,21.28,17.349
2017-06-24,628.0,199.0,941.0,447.0,550.0,22.28,25.36,22.28,17.067
2017-06-25,458.0,265.0,948.0,233.0,322.0,18.25,18.25,8.42,16.747
2017-06-26,824.0,263.0,876.0,606.0,695.0,16.91,21.05,16.91,17.254
2017-06-27,616.0,325.0,907.0,304.0,366.0,22.5,25.35,22.5,18.909000000000002
2017-06-28,536.0,501.0,938.0,87.0,168.0,25.4,25.71,25.4,19.238
2017-06-29,901.0,390.0,952.0,545.0,693.0,21.81,21.81,21.81,21.23
2017-06-30,460.0,382.0,917.0,143.0,163.0,21.75,21.75,19.0,24.404
2017-07-01,315.0,290.0,951.0,77.0,102.0,23.34,23.34,18.82,21.69
2017-07-02,756.0,276.0,932.0,542.0,446.0,22.63,22.63,17.6,23.399
2017-07-03,898.0,268.0,885.0,667.0,688.0,22.29,24.94,22.29,24.264
2017-07-04,899.0,355.0,955.0,585.0,615.0,23.2,23.2,21.0,30.967
2017-07-05,483.0,460.0,965.0,131.0,184.0,27.63,27.63,27.63,50.532
2017-07-06,375.0,375.0,966.0,42.0,82.0,30.11,30.11,30.11,59.361000000000004
2017-07-07,381.0,363.0,951.0,60.0,67.0,30.69,30.69,22.08,40.891999999999996
2017-07-08,416.0,274.0,943.0,53.0,115.0,30.68,33.1,30.68,24.238000000000003
2017-07-09,435.0,347.0,916.0,222.0,221.0,28.5,29.36,28.5,21.698
2017-07-10,307.0,283.0,906.0,73.0,68.0,29.59,29.59,22.02,19.035999999999998
2017-07-11,235.0,293.0,967.0,15.0,22.0,28.96,28.96,28.96,20.41
2017-07-12,357.0,277.0,931.0,133.0,192.0,28.52,28.52,24.0,19.525
2017-07-13,813.0,236.0,932.0,597.0,663.0,24.76,28.52,24.76,19.075
2017-07-14,316.0,365.0,929.0,72.0,87.0,29.08,29.08,29.08,19.11
2017-07-15,389.0,260.0,929.0,14.0,30.0,30.01,50.0,30.01,20.447
2017-07-16,284.0,255.0,900.0,42.0,61.0,26.45,26.45,19.3,20.649
2017-07-17,425.0,258.0,896.0,171.0,257.0,23.83,23.83,23.83,29.088
2017-07-18,452.0,271.0,905.0,204.0,232.0,24.27,24.27,16.0,24.910999999999998
2017-07-19,265.0,313.0,929.0,7.0,12.0,27.3,27.3,22.99,26.0
2017-07-20,463.0,269.0,921.0,207.0,359.0,25.09,27.95,25.09,24.098000000000003
2017-07-21,268.0,267.0,904.0,30.0,179.0,26.21,26.21,23.11,25.5
2017-07-22,211.0,121.0,888.0,102.0,111.0,27.04,27.04,23.53,23.434
2017-07-23,341.0,128.0,888.0,241.0,421.0,24.68,24.68,23.2,24.267
2017-07-24,95.0,109.0,941.0,5.0,21.0,31.28,31.28,25.31,20.916999999999998
2017-07-25,318.0,217.0,898.0,112.0,133.0,26.81,26.81,22.47,21.298000000000002
2017-07-26,451.0,236.0,879.0,230.0,297.0,22.93,26.86,22.93,20.916999999999998
2017-07-27,237.0,240.0,926.0,11.0,23.0,23.69,23.69,16.0,21.336
2017-07-28,273.0,235.0,904.0,52.0,106.0,26.8,26.8,26.8,20.734
2017-07-29,343.0,128.0,910.0,231.0,294.0,14.64,14.64,13.7,19.905
2017-07-30,171.0,135.0,912.0,55.0,58.0,23.47,23.47,21.49,17.323
2017-07-31,148.0,126.0,924.0,38.0,100.0,24.32,27.94,24.32,19.2
2017-08-01,275.0,253.0,947.0,35.0,19.0,26.79,26.79,22.5,18.691
2017-08-02,372.0,238.0,944.0,146.0,247.0,25.02,28.0,25.02,18.605999999999998
2017-08-03,290.0,239.0,944.0,60.0,87.0,23.36,27.76,23.36,19.305999999999997
2017-08-04,821.0,202.0,957.0,611.0,652.0,19.03,19.03,10.0,19.675
2017-08-05,844.0,106.0,973.0,762.0,743.0,21.49,21.49,21.49,18.516
2017-08-06,355.0,108.0,894.0,266.0,455.0,16.59,16.59,16.59,19.086
2017-08-07,172.0,107.0,912.0,94.0,149.0,24.8,28.6,24.8,18.313
2017-08-08,326.0,204.0,957.0,127.0,167.0,24.59,24.59,24.59,19.182000000000002
2017-08-09,400.0,186.0,975.0,224.0,354.0,19.08,19.08,19.08,19.264
2017-08-10,272.0,187.0,986.0,95.0,89.0,25.58,25.58,25.58,18.551
2017-08-11,254.0,181.0,1021.0,77.0,90.0,26.29,26.29,20.35,18.25
2017-08-12,205.0,64.0,968.0,115.0,147.0,20.72,20.72,20.72,18.517
2017-08-13,567.0,80.0,954.0,492.0,494.0,18.09,18.09,18.09,17.171
2017-08-14,127.0,82.0,966.0,57.0,67.0,25.17,25.17,21.8,18.538
2017-08-15,512.0,89.0,983.0,318.0,344.0,25.31,31.5,25.31,18.676
2017-08-16,275.0,206.0,955.0,71.0,259.0,25.83,29.95,25.83,20.090999999999998
2017-08-17,316.0,354.0,1004.0,8.0,28.0,27.49,27.49,21.8,19.307000000000002
2017-08-18,387.0,243.0,989.0,126.0,179.0,26.35,32.0,26.35,19.172
2017-08-19,419.0,140.0,979.0,301.0,361.0,26.32,31.5,26.32,18.539
2017-08-20,681.0,135.0,921.0,549.0,533.0,21.1,21.1,2.15,19.343
2017-08-21,752.0,181.0,968.0,578.0,574.0,23.69,23.69,23.69,19.952
2017-08-22,499.0,168.0,997.0,328.0,391.0,27.9,29.07,27.9,19.3
2017-08-23,345.0,229.0,1048.0,32.0,29.0,30.4,30.4,30.4,19.076
2017-08-24,300.0,215.0,1009.0,61.0,126.0,30.92,32.5,30.92,18.215999999999998
2017-08-25,451.0,216.0,995.0,237.0,372.0,29.99,29.99,29.99,18.695
2017-08-26,271.0,167.0,980.0,24.0,59.0,30.89,30.89,30.89,19.447
2017-08-27,194.0,179.0,982.0,9.0,10.0,31.18,34.3,31.18,20.625
2017-08-28,262.0,204.0,992.0,56.0,46.0,30.4,30.4,30.4,18.851
2017-08-29,356.0,197.0,1031.0,150.0,143.0,29.31,29.31,26.5,19.458
2017-08-30,266.0,194.0,1024.0,62.0,63.0,29.56,29.56,29.56,19.775
2017-08-31,249.0,210.0,1065.0,28.0,165.0,29.25,29.25,23.15,20.317999999999998
2017-09-01,349.0,212.0,1101.0,139.0,177.0,29.64,29.64,23.0,19.657
2017-09-02,263.0,192.0,971.0,32.0,53.0,30.62,32.4,30.62,19.641
2017-09-03,251.0,199.0,968.0,7.0,19.0,30.77,33.4,28.25,19.641
2017-09-04,330.0,193.0,964.0,95.0,114.0,29.84,29.84,29.84,19.678
2017-09-05,284.0,283.0,1014.0,45.0,64.0,30.24,30.24,29.05,20.082
2017-09-06,369.0,222.0,998.0,175.0,181.0,30.5,30.5,30.5,21.125999999999998
2017-09-07,901.0,283.0,991.0,621.0,630.0,28.53,31.21,28.53,20.2
2017-09-08,433.0,237.0,979.0,174.0,288.0,29.7,31.68,29.2,19.9
2017-09-09,833.0,259.0,981.0,566.0,392.0,28.88,32.23,28.88,19.652
2017-09-10,345.0,198.0,977.0,94.0,91.0,27.1,27.1,17.16,19.652
2017-09-11,876.0,186.0,945.0,640.0,650.0,25.3,25.3,9.65,19.652
2017-09-12,948.0,226.0,990.0,683.0,686.0,24.21,24.21,19.0,20.2
2017-09-13,726.0,173.0,986.0,519.0,545.0,26.12,26.12,26.12,20.275
2017-09-14,1045.0,272.0,988.0,777.0,819.0,26.57,33.51,26.57,20.515
2017-09-15,816.0,207.0,1032.0,561.0,644.0,27.57,31.92,27.57,19.792
2017-09-16,464.0,199.0,947.0,266.0,285.0,30.6,31.96,30.6,20.45
2017-09-17,220.0,212.0,945.0,10.0,19.0,30.73,31.96,30.73,20.338
2017-09-18,319.0,268.0,1066.0,11.0,8.0,30.91,37.45,26.0,21.342
2017-09-19,258.0,255.0,1058.0,57.0,71.0,29.7,29.7,25.66,22.256
2017-09-20,714.0,308.0,980.0,442.0,441.0,28.67,33.17,28.67,21.666
2017-09-21,302.0,286.0,995.0,93.0,71.0,29.49,32.11,29.49,21.111
2017-09-22,229.0,224.0,1035.0,17.0,24.0,29.44,29.44,29.44,22.566
2017-09-23,350.0,317.0,1017.0,3.0,8.0,31.91,54.24,31.91,21.668000000000003
2017-09-24,310.0,273.0,991.0,54.0,79.0,30.77,33.92,30.77,21.668000000000003
2017-09-25,332.0,307.0,1018.0,158.0,268.0,29.28,33.39,29.28,22.2
2017-09-26,464.0,361.0,1025.0,197.0,258.0,31.33,31.33,31.33,21.745
2017-09-27,544.0,317.0,1009.0,136.0,249.0,31.56,31.56,25.87,22.438000000000002
2017-09-28,813.0,374.0,1018.0,431.0,476.0,29.1,29.1,25.0,22.47
2017-09-29,529.0,334.0,1033.0,152.0,220.0,31.1,34.0,31.1,22.377
2017-09-30,893.0,390.0,1065.0,576.0,637.0,27.03,32.0,27.03,21.451999999999998
2017-10-01,780.0,363.0,1013.0,427.0,364.0,22.15,29.5,22.15,21.451999999999998
2017-10-02,1001.0,381.0,1083.0,635.0,706.0,0.34,0.34,0.34,21.451999999999998
2017-10-03,1042.0,338.0,1063.0,659.0,628.0,15.09,15.09,5.33,22.475
2017-10-04,1077.0,380.0,1060.0,691.0,714.0,9.92,9.92,0.0,22.3
2017-10-05,1166.0,442.0,1107.0,673.0,739.0,8.91,8.91,5.2,22.138
2017-10-06,1148.0,465.0,1116.0,624.0,547.0,26.01,26.01,26.01,22.526999999999997
2017-10-07,963.0,485.0,965.0,585.0,576.0,25.83,25.83,25.83,21.349
2017-10-08,819.0,413.0,1045.0,378.0,273.0,26.32,27.0,26.32,21.349
2017-10-09,799.0,423.0,1021.0,376.0,293.0,29.15,29.15,22.0,21.386
2017-10-10,560.0,518.0,1099.0,15.0,23.0,29.72,34.0,29.72,22.345
2017-10-11,769.0,411.0,1078.0,362.0,425.0,26.9,31.44,26.9,21.326
2017-10-12,1218.0,378.0,1161.0,846.0,762.0,9.7,30.39,9.7,22.0
2017-10-13,1104.0,350.0,1148.0,592.0,520.0,28.46,28.46,21.1,22.5
2017-10-14,937.0,290.0,1015.0,624.0,558.0,25.33,25.33,17.13,21.064
2017-10-15,849.0,329.0,1005.0,462.0,357.0,29.27,29.27,18.25,21.064
2017-10-16,786.0,358.0,1075.0,428.0,340.0,21.79,38.56,21.79,21.706999999999997
2017-10-17,771.0,388.0,1073.0,429.0,362.0,27.04,38.76,27.04,20.909000000000002
2017-10-18,907.0,444.0,1038.0,436.0,440.0,21.57,37.0,15.0,21.0
2017-10-19,537.0,494.0,1062.0,48.0,64.0,27.97,31.56,27.97,21.796999999999997
2017-10-20,784.0,418.0,1048.0,350.0,331.0,28.02,28.02,24.45,22.045
2017-10-21,467.0,388.0,1013.0,70.0,91.0,28.43,32.39,28.43,21.378
2017-10-22,569.0,403.0,1030.0,163.0,156.0,27.06,29.76,27.06,21.603
2017-10-23,659.0,435.0,1043.0,162.0,102.0,27.08,27.08,25.51,21.384
2017-10-24,742.0,422.0,1058.0,175.0,140.0,28.82,32.99,28.82,20.576
2017-10-25,1065.0,535.0,1079.0,543.0,408.0,13.99,13.99,13.99,22.375
2017-10-26,1107.0,537.0,1067.0,610.0,548.0,25.43,25.43,25.43,20.6
2017-10-27,1202.0,458.0,1096.0,808.0,763.0,12.81,30.0,12.81,21.013
2017-10-28,1167.0,259.0,1066.0,868.0,835.0,-9.69,-9.69,-9.69,20.225
2017-10-29,802.0,208.0,1078.0,524.0,810.0,-20.99,-20.99,-20.99,21.041
2017-10-30,985.0,485.0,1121.0,569.0,785.0,4.05,30.0,4.05,20.491
2017-10-31,693.0,498.0,1086.0,191.0,164.0,28.39,28.39,25.79,20.784000000000002
2017-11-01,933.0,429.0,1127.0,493.0,442.0,22.97,22.97,22.97,20.686999999999998
2017-11-02,1228.0,441.0,1210.0,809.0,848.0,10.96,10.96,10.96,21.177
2017-11-03,668.0,493.0,1127.0,104.0,125.0,36.09,36.09,36.09,22.499000000000002
2017-11-04,822.0,465.0,1057.0,347.0,356.0,26.41,26.41,21.0,21.6
2017-11-05,1085.0,474.0,1071.0,556.0,652.0,11.68,28.41,11.68,21.0
2017-11-06,685.0,581.0,1117.0,126.0,138.0,26.94,26.94,19.99,20.741
2017-11-07,679.0,614.0,1209.0,12.0,36.0,27.93,41.25,27.93,21.2
2017-11-08,773.0,620.0,1151.0,165.0,114.0,28.51,28.51,23.1,22.125
2017-11-09,630.0,609.0,1153.0,14.0,28.0,28.27,28.27,23.21,21.612
2017-11-10,871.0,602.0,1147.0,255.0,304.0,26.65,29.8,26.65,21.553
2017-11-11,1398.0,465.0,1134.0,855.0,952.0,6.47,30.0,6.47,21.663
2017-11-12,1282.0,530.0,1076.0,751.0,800.0,13.53,13.53,13.53,21.663
2017-11-13,771.0,577.0,1124.0,207.0,172.0,29.66,29.66,23.25,22.475
2017-11-14,967.0,680.0,1196.0,226.0,279.0,30.13,30.13,30.13,22.011999999999997
2017-11-15,876.0,533.0,1157.0,338.0,272.0,29.43,30.86,29.43,22.266
2017-11-16,623.0,551.0,1190.0,11.0,25.0,29.28,29.28,27.5,22.575
