"Date","SP","CCGT","OIL","COAL","NUCLEAR","WIND","PS","NPSHYD","OCGT","OTHER","INTFR","INTIRL","INTNED","INTEW","BIOMASS","INTNEM","INTIFA2","INTELEC"
"2019-12-27","4","5124","0","401","6754","6680","-290","441","2","147","1504","48","758","170","1711","756","",""
"2019-12-27","5","5261","0","402","6751","6589","-830","423","0","145","1504","142","756","36","1714","756","",""
"2019-12-27","6","5229","0","401","6713","6699","-1110","420","1","168","1504","136","758","70","1711","756","",""
"2019-12-27","7","5215","0","401","6571","6437","-1080","420","3","170","1504","138","542","224","1715","756","",""
"2019-12-27","8","5141","0","400","6516","6223","-1360","419","3","170","1504","78","540","298","1715","756","",""
"2019-12-27","9","4976","0","400","6510","6041","-1102","419","3","168","1504","140","278","454","1715","756","",""
"2019-12-27","10","5079","0","401","6514","6166","-1160","421","3","151","1504","132","272","458","1715","756","",""
"2019-12-27","11","5139","0","400","6509","6299","-894","445","3","145","1504","106","150","502","1720","756","",""
"2019-12-27","12","5162","0","400","6511","6401","-442","460","3","143","1504","152","148","504","1788","756","",""
"2019-12-27","13","5090","0","435","6516","6669","-156","717","3","143","1700","68","686","504","1884","854","",""
"2019-12-27","14","5612","0","602","6516","6849","-56","663","3","144","1704","102","698","504","2152","854","",""
"2019-12-27","15","7681","0","667","6514","7092","-16","703","3","148","1898","100","-102","482","2302","366","",""
"2019-12-27","16","8180","0","674","6519","7529","-12","702","3","152","1900","162","-106","504","2310","356","",""
"2019-12-27","17","7877","0","670","6570","8174","-12","834","2","154","1900","116","270","454","2343","886","",""
"2019-12-27","18","9120","0","668","6707","8011","-12","911","3","170","1900","160","290","502","2355","902","",""
"2019-12-27","19","10751","0","667","6744","7844","-10","837","3","153","1998","162","276","504","2359","998","",""
"2019-12-27","20","11735","0","667","6750","8000","16","886","3","164","2000","162","294","452","2358","1000","",""
"2019-12-27","21","11990","0","668","6748","8002","30","734","4","161","2000","162","970","318","2358","1000","",""
"2019-12-27","22","12483","0","675","6748","7954","-10","735","4","153","2000","162","1004","288","2360","1000","",""
"2019-12-27","23","12772","0","775","6748","7646","-10","725","4","150","2000","162","902","286","2362","1000","",""
"2019-12-27","24","12965","0","782","6745","7415","128","710","4","151","2000","162","900","336","2361","1000","",""
"2019-12-27","25","13086","0","855","6749","7127","134","707","4","150","2000","162","998","346","2360","1000","",""
"2019-12-27","26","13371","0","857","6746","6964","114","706","4","159","2000","162","1000","314","2362","1000","",""
"2019-12-27","27","13131","0","674","6741","7001","124","707","4","156","2000","162","1000","374","2358","1000","",""
"2019-12-27","28","12834","0","668","6737","7184","142","708","3","162","2000","162","1000","344","2358","1000","",""
"2019-12-27","29","13042","0","668","6727","7333","82","731","3","155","2000","162","1000","284","2344","1000","",""
"2019-12-27","30","13109","0","668","6618","7233","120","733","3","154","2000","162","1000","278","2349","1000","",""
"2019-12-27","31","13831","0","668","6519","7141","6","796","4","156","2000","162","710","148","2353","1000","",""
"2019-12-27","32","14295","0","668","6511","7182","102","815","3","157","2000","152","702","144","2358","1000","",""
"2019-12-27","33","14796","0","682","6507","7108","470","967","3","171","2000","36","994","18","2328","1000","",""
"2019-12-27","34","15604","0","813","6505","6871","788","978","3","171","2000","56","1000","68","2334","1000","",""
"2019-12-27","35","15796","0","877","6515","6655","1544","995","3","206","2000","-76","1000","-34","2335","1020","",""
"2019-12-27","36","15615","0","875","6584","6604","1572","995","3","201","2000","-176","1000","0","2326","1018","",""
"2019-12-27","37","15389","0","873","6714","6317","1674","996","3","192","2000","-160","1000","0","2326","1018","",""
"2019-12-27","38","15396","0","876","6753","6110","1170","999","3","190","2000","-106","1000","-30","2330","1018","",""
"2019-12-27","39","14750","0","883","6761","6259","286","967","2","140","2000","14","1056","0","2324","1018","",""
"2019-12-27","40","13600","0","877","6761","6163","502","965","1","132","2000","30","1056","62","2328","1018","",""
"2019-12-27","41","12861","0","880","6725","5902","532","949","0","132","2000","138","1044","202","2328","1018","",""
"2019-12-27","42","12054","0","721","6696","5652","670","949","0","133","2000","92","1042","288","2321","1018","",""
"2019-12-27","43","11937","0","401","6699","5451","90","729","0","209","1900","156","952","430","2314","950","",""
"2019-12-27","44","11052","0","401","6675","5317","20","664","0","190","1900","142","950","400","2322","950","",""
"2019-12-27","45","10391","0","401","6655","5356","4","643","0","138","1654","160","790","494","2311","670","",""
"2019-12-27","46","8876","0","401","6649","5404","-12","643","0","134","1650","150","788","504","2321","666","",""
"2019-12-27","47","7382","0","401","6648","5525","-12","637","0","138","1506","82","852","478","2322","756","",""
"2019-12-27","48","6037","0","400","6654","5964","-12","633","0","127","1504","82","852","504","2322","756","",""
"2019-12-28","1","5637","0","401","6649","6325","-36","546","0","127","1406","82","712","504","2315","708","",""
"2019-12-28","2","5448","0","401","6599","6658","-12","494","0","128","1406","82","708","504","2318","708","",""
"2019-12-28","3","5054","0","401","6595","6776","-34","488","0","140","1406","82","438","504","2317","708","",""
"2019-12-28","4","4416","0","401","6596","6902","-204","438","0","130","1406","82","434","504","2312","708","",""
"2019-12-28","5","5122","0","401","6594","6718","-636","407","0","160","1406","82","-464","504","2315","708","",""
"2019-12-28","6","4964","0","401","6595","7011","-936","408","0","131","1406","82","-520","504","2317","708","",""
"2019-12-28","7","5097","0","401","6595","7043","-840","408","0","151","1408","82","-704","504","2321","118","",""
"2019-12-28","8","5000","0","401","6600","7268","-1364","408","0","100","1410","82","-706","504","2317","98","",""
"2019-12-28","9","5183","0","401","6596","7497","-1474","410","0","90","1408","82","-688","504","2315","-678","",""
"2019-12-28","10","5152","0","401","6599","7525","-1532","412","0","88","1410","82","-688","504","2317","-704","",""
"2019-12-28","11","5035","0","401","6594","7485","-1500","461","0","94","1410","82","-572","504","2313","-642","",""
"2019-12-28","12","5042","0","401","6595","7501","-1148","464","0","87","1410","82","-570","504","2311","-644","",""
"2019-12-28","13","5248","0","401","6596","7722","-550","533","0","86","1506","82","-622","504","2309","-558","",""
"2019-12-28","14","5872","0","401","6597","7387","-374","513","0","99","1508","82","-622","504","2314","-558","",""
"2019-12-28","15","5803","0","401","6597","7658","-116","506","0","88","1604","82","-482","504","2314","188","",""
"2019-12-28","16","6311","0","401","6602","8084","-128","508","0","87","1604","82","-480","504","2304","218","",""
"2019-12-28","17","6229","0","402","6601","7917","-122","570","0","89","1702","82","406","504","2311","754","",""
"2019-12-28","18","7119","0","402","6603","8107","-126","572","0","90","1704","82","444","504","2330","768","",""
"2019-12-28","19","7320","0","418","6599","8547","-46","586","0","91","1948","82","964","504","2334","974","",""
"2019-12-28","20","7796","0","443","6596","8697","130","549","0","90","1950","82","978","504","2336","974","",""
"2019-12-28","21","8161","0","475","6601","8988","298","557","0","90","1998","82","1000","470","2342","1000","",""
"2019-12-28","22","8380","0","578","6600","9312","234","555","0","88","2000","82","1000","450","2337","1000","",""
"2019-12-28","23","8697","0","664","6606","9522","146","591","0","87","2000","0","974","466","2333","1000","",""
"2019-12-28","24","8428","0","761","6601","9698","18","647","0","89","2000","66","974","394","2341","1000","",""
"2019-12-28","25","8588","0","851","6603","9779","-12","577","0","86","2000","82","1000","496","2332","1000","",""
"2019-12-28","26","8482","0","868","6600","9899","-12","516","0","86","2000","82","1000","504","2338","1000","",""
"2019-12-28","27","8328","0","868","6595","9718","142","509","0","87","2000","82","1000","504","2339","1000","",""
"2019-12-28","28","8210","0","867","6598","9779","54","570","0","88","2000","56","1000","504","2333","1000","",""
"2019-12-28","29","8281","0","859","6591","9534","-10","708","0","91","2000","14","1000","504","2334","1000","",""
"2019-12-28","30","8080","0","720","6598","9978","-12","664","0","92","2000","20","1000","484","2331","1000","",""
"2019-12-28","31","8642","0","663","6591","9890","-10","530","1","93","2000","22","958","440","2343","1000","",""
"2019-12-28","32","8886","0","669","6593","10083","34","542","1","91","2000","58","958","482","2339","1000","",""
"2019-12-28","33","9176","0","663","6589","10333","770","576","1","98","2000","82","998","430","2343","1020","",""
"2019-12-28","34","9749","0","683","6588","10720","1168","599","0","140","2000","82","1000","456","2348","1020","",""
"2019-12-28","35","10917","0","782","6589","10215","1564","617","0","122","2000","82","1000","296","2349","1020","",""
"2019-12-28","36","10659","0","854","6600","10078","1392","769","1","99","2000","82","996","250","2339","1014","",""
"2019-12-28","37","11064","0","872","6600","9717","1008","820","1","95","2000","82","710","284","2341","628","",""
"2019-12-28","38","10490","0","870","6592","9520","960","739","1","109","2000","82","706","200","2347","628","",""
"2019-12-28","39","9826","0","871","6596","9281","678","735","0","109","1998","82","878","320","2348","1012","",""
"2019-12-28","40","8897","0","870","6605","9535","392","728","1","88","2000","82","880","442","2340","1020","",""
"2019-12-28","41","7880","0","874","6606","9582","428","581","1","89","1900","82","950","504","2340","952","",""
"2019-12-28","42","7238","0","714","6601","9498","290","595","1","91","1900","82","950","504","2344","952","",""
"2019-12-28","43","6738","0","685","6605","9400","0","576","1","91","1942","82","790","504","2304","900","",""
"2019-12-28","44","5852","0","664","6595","9246","-16","583","1","94","1978","82","788","504","2109","900","",""
"2019-12-28","45","5620","0","677","6594","9063","-16","580","0","95","1100","82","740","504","2196","596","",""
"2019-12-28","46","5027","0","721","6595","8839","-98","573","0","113","1076","82","740","504","2203","592","",""
"2019-12-28","47","4406","0","690","6597","8757","-138","572","0","96","1446","82","312","504","2107","248","",""
"2019-12-28","48","3530","0","675","6596","8669","-148","572","0","88","1456","82","300","504","2077","224","",""
"2019-12-29","1","3196","0","665","6595","8553","-532","526","0","93","1454","82","598","504","1921","624","",""
"2019-12-29","2","3239","0","644","6589","8725","-570","526","0","86","1456","82","604","504","1971","632","",""
"2019-12-29","3","3484","0","401","6582","8683","-908","523","0","88","1454","82","496","504","2059","514","",""
"2019-12-29","4","3257","0","401","6579","8510","-1122","518","0","86","1452","82","494","504","1934","512","",""
"2019-12-29","5","3230","0","401","6586","8452","-958","518","0","89","814","82","470","504","1935","366","",""
"2019-12-29","6","3223","0","401","6597","8109","-1110","517","0","88","790","82","470","504","1940","366","",""
"2019-12-29","7","3641","0","401","6597","7722","-1128","504","0","93","98","82","290","504","2135","344","",""
"2019-12-29","8","3675","0","401","6600","7666","-1374","501","0","88","76","82","288","504","2145","344","",""
"2019-12-29","9","3870","0","401","6596","7731","-1402","500","0","89","-518","82","210","504","2244","248","",""
"2019-12-29","10","3773","0","402","6598","7769","-1676","499","0","103","-538","82","210","504","2262","246","",""
"2019-12-29","11","3560","0","401","6598","7525","-916","499","0","105","-904","82","336","504","2221","452","",""
"2019-12-29","12","3751","0","401","6604","7569","-866","503","0","97","-912","82","338","504","2115","454","",""
"2019-12-29","13","4223","0","401","6595","7210","-698","654","0","97","20","82","190","504","2202","84","",""
"2019-12-29","14","4076","0","401","6599","7651","-638","636","0","85","70","82","188","504","2218","76","",""
"2019-12-29","15","4286","0","401","6592","7748","-236","621","1","96","382","82","102","504","2308","90","",""
"2019-12-29","16","4678","0","401","6600","8091","-266","601","0","84","386","82","102","504","2298","90","",""
"2019-12-29","17","4216","0","398","6597","8128","-266","613","0","85","1350","82","538","504","2014","632","",""
"2019-12-29","18","4750","0","398","6594","8491","-262","619","0","87","1404","82","594","504","2281","646","",""
"2019-12-29","19","5359","0","317","6595","9005","-260","698","0","88","1600","82","786","504","2325","804","",""
"2019-12-29","20","6585","0","300","6588","8954","-258","698","0","93","1604","82","788","504","2315","804","",""
"2019-12-29","21","7391","0","300","6593","9121","-260","669","0","165","1604","82","804","504","2315","806","",""
"2019-12-29","22","7340","0","301","6604","9538","-262","664","0","144","1604","82","804","504","2324","806","",""
"2019-12-29","23","7503","0","300","6596","9620","-260","646","0","86","1750","82","878","448","2332","878","",""
"2019-12-29","24","7280","0","300","6602","9990","-236","625","0","85","1752","82","878","462","2335","878","",""
"2019-12-29","25","7027","0","301","6598","9931","182","621","0","86","1850","82","924","354","2341","926","",""
"2019-12-29","26","7161","0","301","6600","9597","278","653","0","83","1852","82","924","416","2333","926","",""
"2019-12-29","27","7592","0","301","6595","9416","-8","650","0","85","1850","82","926","464","2338","926","",""
"2019-12-29","28","7692","0","301","6598","9292","16","651","1","81","1852","82","926","434","2338","928","",""
"2019-12-29","29","7412","0","301","6602","9500","108","650","1","83","1998","82","998","338","2330","1000","",""
"2019-12-29","30","7372","0","300","6592","9416","108","665","1","96","2000","76","1000","338","2340","1000","",""
"2019-12-29","31","7941","0","440","6595","9371","252","728","1","100","2000","-24","998","176","2343","1000","",""
"2019-12-29","32","8629","0","613","6576","9307","306","747","1","88","2000","62","1000","96","2376","1000","",""
"2019-12-29","33","9797","0","847","6565","9312","588","813","1","121","2000","82","902","80","2413","946","",""
"2019-12-29","34","10725","0","817","6580","9407","1024","824","1","149","2000","76","900","180","2450","946","",""
"2019-12-29","35","10955","0","759","6598","9706","1504","821","0","155","1998","-90","998","50","2459","1020","",""
"2019-12-29","36","10683","0","767","6597","10106","1448","822","0","124","2000","-186","1000","0","2558","1020","",""
"2019-12-29","37","9609","0","822","6590","10460","1540","818","0","113","2000","-58","1000","0","2794","1020","",""
"2019-12-29","38","9708","0","747","6591","10248","1214","817","0","84","2000","-54","1000","0","2960","1020","",""
"2019-12-29","39","9174","0","804","6598","10186","762","773","0","82","2000","-194","986","0","2972","1020","",""
"2019-12-29","40","8315","0","705","6593","10003","572","774","0","81","2000","-180","986","0","2987","1020","",""
"2019-12-29","41","7579","0","613","6593","9847","778","770","0","83","2000","-158","958","0","2985","1020","",""
"2019-12-29","42","6725","0","612","6595","9750","646","728","0","83","2000","-106","958","0","2985","1020","",""
"2019-12-29","43","6670","0","630","6592","9374","192","699","0","100","1804","14","796","0","2986","904","",""
"2019-12-29","44","5841","0","670","6596","9213","-18","703","0","85","1802","-76","788","0","2986","888","",""
"2019-12-29","45","5540","0","609","6594","9304","-16","700","0","85","1732","-46","468","0","2982","296","",""
"2019-12-29","46","4924","0","613","6588","9149","52","700","0","91","1732","-174","460","0","2984","276","",""
"2019-12-29","47","4598","0","613","6592","8890","18","693","0","91","1566","-180","0","20","2974","-108","",""
"2019-12-29","48","4162","0","612","6598","9084","-650","691","0","104","1566","-144","0","60","2856","-114","",""
"2019-12-30","1","4156","0","579","6596","9254","-870","582","0","107","1566","-208","108","90","2633","-78","",""
"2019-12-30","2","4204","0","351","6595","9201","-668","612","0","110","1566","-208","110","90","2695","-78","",""
"2019-12-30","3","3985","0","351","6595","8964","-628","561","0","120","1604","-208","-118","90","2633","340","",""
"2019-12-30","4","3932","0","351","6596","8817","-982","560","0","123","1604","-208","-120","112","2631","348","",""
"2019-12-30","5","3952","0","350","6599","9035","-1654","472","0","123","1604","-208","-560","190","2591","642","",""
"2019-12-30","6","3922","0","350","6598","9050","-1946","471","0","124","1604","-208","-574","244","2496","644","",""
"2019-12-30","7","3900","0","351","6598","8948","-1802","469","0","126","1604","-208","-632","244","2497","262","",""
"2019-12-30","8","3888","0","351","6598","8609","-2022","469","0","126","1604","-208","-634","244","2520","254","",""
"2019-12-30","9","4120","0","351","6600","8141","-1622","468","0","135","1606","-192","-772","244","2564","-108","",""
"2019-12-30","10","4163","0","351","6599","7876","-1644","469","1","138","1606","-106","-774","224","2770","-116","",""
"2019-12-30","11","4128","0","424","6600","7815","-648","501","2","125","1332","42","-846","170","2727","-102","",""
"2019-12-30","12","4489","0","671","6593","8008","-470","495","1","126","1328","-32","-838","120","2763","-102","",""
"2019-12-30","13","5044","0","888","6637","7899","-136","562","1","123","1442","-96","-366","74","2866","-120","",""
"2019-12-30","14","6257","0","935","6746","7878","-18","553","2","122","1442","-218","-350","26","2976","-120","",""
"2019-12-30","15","8034","0","948","6755","8070","-18","642","2","122","1346","-92","-176","0","2931","-560","",""
"2019-12-30","16","8777","0","946","6755","8258","-18","639","2","121","1346","14","-174","0","2907","-568","",""
"2019-12-30","17","9018","0","935","6755","8199","-12","690","2","121","1948","-86","0","-48","2915","-14","",""
"2019-12-30","18","10392","0","973","6753","7882","-14","728","2","123","1966","-134","0","-2","2925","0","",""
"2019-12-30","19","10886","0","1116","6798","7815","-12","746","2","118","2000","-274","100","-28","2940","578","",""
"2019-12-30","20","11417","0","1130","6852","7411","-14","745","2","121","2000","-270","102","-114","2950","596","",""
"2019-12-30","21","11162","0","1085","6895","7475","-14","746","1","130","1392","-406","660","-266","2989","992","",""
"2019-12-30","22","10826","0","1021","6919","7768","-12","731","2","130","1372","-456","754","-358","2989","1000","",""
"2019-12-30","23","9835","0","947","6919","8478","24","719","1","148","1592","-456","994","-450","2937","1000","",""
"2019-12-30","24","9692","0","934","6926","8735","-12","721","1","128","1594","-456","1000","-508","2924","1000","",""
"2019-12-30","25","9850","0","934","6910","8724","30","751","2","143","1846","-456","662","-516","2926","736","",""
"2019-12-30","26","9545","0","932","6925","9265","-12","751","1","126","1850","-456","652","-536","2906","734","",""
"2019-12-30","27","10067","0","935","6920","9218","-10","728","1","125","1702","-456","368","-536","2931","754","",""
"2019-12-30","28","10030","0","935","6921","9225","-10","734","1","125","1700","-456","362","-536","2926","754","",""
"2019-12-30","29","10491","0","933","6917","9367","-12","745","1","140","1702","-456","102","-536","2925","754","",""
"2019-12-30","30","10987","0","936","6912","9287","-10","749","1","127","1702","-456","102","-536","2878","754","",""
"2019-12-30","31","12485","0","1075","6912","9153","-10","798","1","127","1996","-456","-762","-536","2931","676","",""
"2019-12-30","32","13925","0","1141","6908","8899","-12","808","1","127","2000","-456","-908","-536","2956","674","",""
"2019-12-30","33","14735","0","1096","6910","8599","192","878","2","159","2000","-456","-118","-536","2928","842","",""
"2019-12-30","34","16344","0","1144","6908","7993","1120","918","1","170","2000","-456","-104","-536","2934","842","",""
"2019-12-30","35","16403","0","1140","6924","7681","1358","917","2","217","2000","-456","594","-536","2907","980","",""
"2019-12-30","36","16539","0","1142","6945","7473","1330","920","2","197","2000","-456","680","-536","2898","980","",""
"2019-12-30","37","15799","0","1052","6940","7193","1608","1023","2","194","2000","-456","920","-536","2911","1020","",""
"2019-12-30","38","15705","0","973","6941","6678","1666","1037","2","192","2000","-456","924","-536","2917","1020","",""
"2019-12-30","39","15631","0","1027","6938","6147","1118","1007","2","137","2000","-374","1056","-434","2941","1020","",""
"2019-12-30","40","15412","0","1108","6946","6085","678","930","1","126","2000","-378","1056","-358","2931","1020","",""
"2019-12-30","41","14745","0","1047","6943","5942","410","887","2","124","2000","-378","1058","-194","2941","1020","",""
"2019-12-30","42","14265","0","995","6943","5603","72","892","2","124","2000","-338","1056","-108","2944","1020","",""
"2019-12-30","43","13412","0","1109","6947","4896","32","851","2","126","2000","-200","1056","-8","2944","1000","",""
"2019-12-30","44","12242","0","972","6946","4582","-14","804","3","125","2000","-80","1058","0","2945","1000","",""
"2019-12-30","45","11235","0","890","6948","4265","4","798","3","126","2000","62","1000","0","2785","926","",""
"2019-12-30","46","10250","0","670","6944","3738","-12","837","3","127","2000","60","1000","0","2934","926","",""
"2019-12-30","47","9145","0","671","6938","3509","10","819","4","130","1804","112","792","58","2916","846","",""
"2019-12-30","48","8098","0","666","6944","3258","-14","786","5","126","1802","262","790","104","2939","846","",""
"2019-12-31","1","7981","0","670","6946","3223","-278","655","4","125","1800","310","890","186","2953","886","",""
"2019-12-31","2","7916","0","670","6943","3251","-20","646","4","124","1800","374","892","190","2955","886","",""
"2019-12-31","3","8307","0","671","6939","2639","-16","603","6","128","1802","374","902","330","2954","590","",""
"2019-12-31","4","8283","0","669","6938","2164","-186","595","4","122","1802","314","902","286","2950","586","",""
"2019-12-31","5","8261","0","670","6936","1838","-288","515","5","122","1802","256","902","148","2951","712","",""
"2019-12-31","6","8096","0","670","6943","1599","-330","500","5","129","1802","218","902","60","2951","712","",""
"2019-12-31","7","8195","0","670","6936","1483","-616","498","2","123","1802","152","898","0","2947","740","",""
"2019-12-31","8","8021","0","671","6938","1399","-628","496","2","123","1802","90","900","0","2980","740","",""
"2019-12-31","9","8051","0","671","6940","1434","-628","496","5","126","1802","176","882","0","3001","446","",""
"2019-12-31","10","7937","0","670","6941","1475","-624","496","1","125","1802","166","882","-8","3003","442","",""
"2019-12-31","11","7700","0","848","6939","1498","-284","510","5","126","1802","312","900","58","3005","348","",""
"2019-12-31","12","7775","0","933","6943","1581","-16","548","5","126","1802","382","900","150","3000","348","",""
"2019-12-31","13","9204","0","1030","6939","1365","-14","688","5","124","1998","382","814","284","3004","156","",""
"2019-12-31","14","10580","0","1053","6941","1368","-16","708","4","124","2000","382","812","298","3003","112","",""
"2019-12-31","15","12851","0","1224","6938","1828","-18","710","3","123","1822","382","764","146","3004","-826","",""
"2019-12-31","16","13548","0","1277","6941","2222","-18","708","2","122","1820","382","764","122","3006","-868","",""
"2019-12-31","17","13931","0","1322","6935","2451","-18","707","2","122","1854","382","588","16","2997","44","",""
"2019-12-31","18","14743","0","1479","6933","2830","-14","718","2","121","1854","314","584","16","2993","88","",""
"2019-12-31","19","15491","0","1581","6933","2995","10","720","2","145","2000","164","878","98","2970","-16","",""
"2019-12-31","20","16132","0","1614","6931","3058","-12","758","2","194","2000","54","884","88","2943","-16","",""
"2019-12-31","21","16954","0","1620","6935","3047","-12","819","3","181","2000","-76","298","-16","2949","704","",""
"2019-12-31","22","17163","0","1618","6935","3224","-12","900","2","126","2000","-234","274","-18","2956","734","",""
"2019-12-31","23","16809","0","1619","6924","3571","-8","893","2","127","2000","-392","742","-72","2959","900","",""
"2019-12-31","24","17050","0","1620","6926","3406","12","819","3","128","2000","-456","756","-92","2957","900","",""
"2019-12-31","25","17122","0","1619","6933","3381","-8","822","3","130","1998","-456","850","-90","2956","950","",""
"2019-12-31","26","16872","0","1616","6942","3569","-8","821","2","124","2000","-456","850","-108","2946","950","",""
"2019-12-31","27","16751","0","1610","6929","3697","26","796","3","138","1898","-456","850","-254","2931","1000","",""
"2019-12-31","28","16896","0","1619","6924","3671","-8","805","2","123","1898","-456","848","-286","2951","1000","",""
"2019-12-31","29","17309","0","1621","6933","3777","-8","822","2","123","1898","-456","568","-418","2953","912","",""
"2019-12-31","30","17385","0","1593","6929","3869","-8","790","2","123","1898","-456","562","-462","2952","912","",""
"2019-12-31","31","17698","0","1625","6934","3948","-14","824","2","123","1998","-456","270","-464","2957","916","",""
"2019-12-31","32","17896","0","1624","6930","3855","-14","829","2","125","1998","-406","264","-450","2957","916","",""
"2019-12-31","33","17930","0","1619","6928","3892","320","893","2","143","2000","-454","966","-516","2956","1018","",""
"2019-12-31","34","18530","0","1616","6940","4070","682","1009","2","190","2000","-380","1000","-446","2955","1020","",""
"2019-12-31","35","18318","0","1618","6943","4205","1620","1010","2","204","2000","-450","1000","-530","2957","1020","",""
"2019-12-31","36","17806","0","1560","6946","4409","1596","1009","3","206","2000","-456","1000","-536","2958","1020","",""
"2019-12-31","37","17859","0","1545","6952","4455","978","897","3","200","2000","-456","1000","-536","2959","1020","",""
"2019-12-31","38","17501","0","1566","6957","4286","458","863","3","182","2000","-456","1000","-536","3002","1020","",""
"2019-12-31","39","16585","0","1585","6959","4394","-12","864","3","137","1998","-454","1056","-536","3012","1020","",""
"2019-12-31","40","15198","0","1623","6958","4543","-12","865","3","127","1998","-456","1058","-470","3016","1020","",""
"2019-12-31","41","13461","0","1624","6955","4538","-12","822","3","133","1998","-456","1058","-320","3016","1020","",""
"2019-12-31","42","12131","0","1377","6962","4667","-12","819","2","122","1998","-432","1058","-290","3015","1020","",""
"2019-12-31","43","11338","0","1120","6961","4724","-10","734","2","123","1998","-292","1058","-440","3016","1000","",""
"2019-12-31","44","9973","0","978","6962","5032","-12","664","2","121","1998","-344","1058","-528","3012","1000","",""
"2019-12-31","45","10094","0","954","6961","5318","-10","649","2","122","2000","-338","484","-422","2987","74","",""
"2019-12-31","46","9762","0","737","6958","5332","12","648","2","125","2000","-264","462","-414","2724","26","",""
"2019-12-31","47","8524","0","669","6954","5271","-14","630","2","125","1708","-214","842","-356","2365","818","",""
"2019-12-31","48","8006","0","670","6954","4969","-16","696","2","125","1704","-162","852","-204","2365","854","",""
