,Business Type,Power System Resource  Type,Settlement Date,Settlement Period,Quantity ,Resolution
9462,Solar generation,Solar,2016-11-21,30,352.0,PT30M
9463,Wind generation,Wind Offshore,2016-11-21,30,3095.56,PT30M
9464,Wind generation,Wind Onshore,2016-11-21,30,3146.357,PT30M
9465,Solar generation,Solar,2016-11-21,42,0.0,PT30M
9466,Wind generation,Wind Offshore,2016-11-21,42,3145.522,PT30M
9467,Wind generation,Wind Onshore,2016-11-21,42,4879.088,PT30M
9468,Solar generation,Solar,2016-11-21,43,0.0,PT30M
9469,Wind generation,Wind Offshore,2016-11-21,43,3373.6620000000003,PT30M
9470,Wind generation,Wind Onshore,2016-11-21,43,5054.113,PT30M
9471,Solar generation,Solar,2016-11-22,4,0.0,PT30M
9472,Wind generation,Wind Offshore,2016-11-22,4,3171.367,PT30M
9473,Wind generation,Wind Onshore,2016-11-22,4,4775.428,PT30M
9474,Solar generation,Solar,2016-11-22,5,0.0,PT30M
9475,Wind generation,Wind Offshore,2016-11-22,5,3290.51,PT30M
9476,Wind generation,Wind Onshore,2016-11-22,5,4716.032999999999,PT30M
9477,Solar generation,Solar,2016-11-22,17,196.0,PT30M
9478,Wind generation,Wind Offshore,2016-11-22,17,3192.942,PT30M
9479,Wind generation,Wind Onshore,2016-11-22,17,4949.88,PT30M
9480,Solar generation,Solar,2016-11-22,18,387.0,PT30M
9481,Wind generation,Wind Offshore,2016-11-22,18,3261.935,PT30M
9482,Wind generation,Wind Onshore,2016-11-22,18,4947.113,PT30M
9483,Solar generation,Solar,2016-11-22,28,1110.0,PT30M
9484,Wind generation,Wind Offshore,2016-11-22,28,3249.355,PT30M
9485,Wind generation,Wind Onshore,2016-11-22,28,4549.505,PT30M
9486,Solar generation,Solar,2016-11-22,29,862.0,PT30M
9487,Wind generation,Wind Offshore,2016-11-22,29,3160.969,PT30M
9488,Wind generation,Wind Onshore,2016-11-22,29,4327.569,PT30M
9489,Solar generation,Solar,2016-11-22,41,0.0,PT30M
9490,Wind generation,Wind Offshore,2016-11-22,41,1771.0279999999998,PT30M
9491,Wind generation,Wind Onshore,2016-11-22,41,2496.0789999999997,PT30M
9492,Solar generation,Solar,2016-11-22,42,0.0,PT30M
9493,Wind generation,Wind Offshore,2016-11-22,42,1691.7820000000002,PT30M
9494,Wind generation,Wind Onshore,2016-11-22,42,2406.4610000000002,PT30M
9495,Solar generation,Solar,2016-11-23,4,0.0,PT30M
9496,Wind generation,Wind Offshore,2016-11-23,4,591.727,PT30M
9497,Wind generation,Wind Onshore,2016-11-23,4,1266.7169999999999,PT30M
9498,Solar generation,Solar,2016-11-23,5,0.0,PT30M
9499,Wind generation,Wind Offshore,2016-11-23,5,536.743,PT30M
9500,Wind generation,Wind Onshore,2016-11-23,5,1058.865,PT30M
9501,Solar generation,Solar,2016-11-23,17,122.0,PT30M
9502,Wind generation,Wind Offshore,2016-11-23,17,455.19300000000004,PT30M
9503,Wind generation,Wind Onshore,2016-11-23,17,723.3789999999999,PT30M
9504,Solar generation,Solar,2016-11-23,18,302.0,PT30M
9505,Wind generation,Wind Offshore,2016-11-23,18,369.986,PT30M
9506,Wind generation,Wind Onshore,2016-11-23,18,763.98,PT30M
9507,Solar generation,Solar,2016-11-23,19,525.0,PT30M
9508,Wind generation,Wind Offshore,2016-11-23,19,431.74199999999996,PT30M
9509,Wind generation,Wind Onshore,2016-11-23,19,776.549,PT30M
9510,Solar generation,Solar,2016-11-23,22,1390.0,PT30M
9511,Wind generation,Wind Offshore,2016-11-23,22,497.727,PT30M
9512,Wind generation,Wind Onshore,2016-11-23,22,753.0169999999999,PT30M
9513,Solar generation,Solar,2016-11-23,23,1500.0,PT30M
9514,Wind generation,Wind Offshore,2016-11-23,23,494.584,PT30M
9515,Wind generation,Wind Onshore,2016-11-23,23,781.169,PT30M
9516,Solar generation,Solar,2016-11-23,34,0.0,PT30M
9517,Wind generation,Wind Offshore,2016-11-23,34,1844.0,PT30M
9518,Wind generation,Wind Onshore,2016-11-23,34,1095.0,PT30M
9519,Solar generation,Solar,2016-11-23,35,0.0,PT30M
9520,Wind generation,Wind Offshore,2016-11-23,35,2025.6770000000001,PT30M
9521,Wind generation,Wind Onshore,2016-11-23,35,1113.39,PT30M
9522,Solar generation,Solar,2016-11-23,36,0.0,PT30M
9523,Wind generation,Wind Offshore,2016-11-23,36,2104.001,PT30M
9524,Wind generation,Wind Onshore,2016-11-23,36,1128.637,PT30M
9525,Solar generation,Solar,2016-11-23,38,0.0,PT30M
9526,Wind generation,Wind Offshore,2016-11-23,38,2300.214,PT30M
9527,Wind generation,Wind Onshore,2016-11-23,38,1178.3419999999999,PT30M
9528,Solar generation,Solar,2016-11-23,39,0.0,PT30M
9529,Wind generation,Wind Offshore,2016-11-23,39,2277.133,PT30M
9530,Wind generation,Wind Onshore,2016-11-23,39,1260.989,PT30M
9531,Solar generation,Solar,2016-11-23,47,0.0,PT30M
9532,Wind generation,Wind Offshore,2016-11-23,47,2260.178,PT30M
9533,Wind generation,Wind Onshore,2016-11-23,47,1154.615,PT30M
9534,Solar generation,Solar,2016-11-23,48,0.0,PT30M
9535,Wind generation,Wind Offshore,2016-11-23,48,2277.8979999999997,PT30M
9536,Wind generation,Wind Onshore,2016-11-23,48,1192.576,PT30M
9537,Solar generation,Solar,2016-11-24,2,0.0,PT30M
9538,Wind generation,Wind Offshore,2016-11-24,2,2220.506,PT30M
9539,Wind generation,Wind Onshore,2016-11-24,2,1224.117,PT30M
9540,Solar generation,Solar,2016-11-24,3,0.0,PT30M
9541,Wind generation,Wind Offshore,2016-11-24,3,2171.9179999999997,PT30M
9542,Wind generation,Wind Onshore,2016-11-24,3,1215.609,PT30M
9543,Solar generation,Solar,2016-11-24,7,0.0,PT30M
9544,Wind generation,Wind Offshore,2016-11-24,7,2146.965,PT30M
9545,Wind generation,Wind Onshore,2016-11-24,7,1257.318,PT30M
9546,Solar generation,Solar,2016-11-24,28,1820.0,PT30M
9547,Wind generation,Wind Offshore,2016-11-24,28,1563.0,PT30M
9548,Wind generation,Wind Onshore,2016-11-24,28,1161.0,PT30M
9549,Solar generation,Solar,2016-11-24,29,1908.0,PT30M
9550,Wind generation,Wind Offshore,2016-11-24,29,973.633,PT30M
9551,Wind generation,Wind Onshore,2016-11-24,29,1090.612,PT30M
9552,Solar generation,Solar,2016-11-24,42,0.0,PT30M
9553,Wind generation,Wind Offshore,2016-11-24,42,2053.643,PT30M
9554,Wind generation,Wind Onshore,2016-11-24,42,1186.0810000000001,PT30M
9555,Solar generation,Solar,2016-11-24,43,0.0,PT30M
9556,Wind generation,Wind Offshore,2016-11-24,43,2114.817,PT30M
9557,Wind generation,Wind Onshore,2016-11-24,43,1190.7730000000001,PT30M
9558,Solar generation,Solar,2016-11-24,44,0.0,PT30M
9559,Wind generation,Wind Offshore,2016-11-24,44,2061.099,PT30M
9560,Wind generation,Wind Onshore,2016-11-24,44,1216.3,PT30M
9561,Solar generation,Solar,2016-11-24,46,0.0,PT30M
9562,Wind generation,Wind Offshore,2016-11-24,46,2123.6929999999998,PT30M
9563,Wind generation,Wind Onshore,2016-11-24,46,1314.3329999999999,PT30M
9564,Solar generation,Solar,2016-11-24,47,0.0,PT30M
9565,Wind generation,Wind Offshore,2016-11-24,47,2115.149,PT30M
9566,Wind generation,Wind Onshore,2016-11-24,47,1249.244,PT30M
9567,Solar generation,Solar,2016-11-25,7,0.0,PT30M
9568,Wind generation,Wind Offshore,2016-11-25,7,2054.3979999999997,PT30M
9569,Wind generation,Wind Onshore,2016-11-25,7,1262.945,PT30M
9570,Solar generation,Solar,2016-11-25,8,0.0,PT30M
9571,Wind generation,Wind Offshore,2016-11-25,8,2087.549,PT30M
9572,Wind generation,Wind Onshore,2016-11-25,8,1267.336,PT30M
9573,Solar generation,Solar,2016-11-25,9,0.0,PT30M
9574,Wind generation,Wind Offshore,2016-11-25,9,2088.5570000000002,PT30M
9575,Wind generation,Wind Onshore,2016-11-25,9,1231.073,PT30M
9576,Solar generation,Solar,2016-11-25,12,0.0,PT30M
9577,Wind generation,Wind Offshore,2016-11-25,12,1997.632,PT30M
9578,Wind generation,Wind Onshore,2016-11-25,12,1362.192,PT30M
9579,Solar generation,Solar,2016-11-25,33,2.0,PT30M
9580,Wind generation,Wind Offshore,2016-11-25,33,1777.036,PT30M
9581,Wind generation,Wind Onshore,2016-11-25,33,1713.994,PT30M
9582,Solar generation,Solar,2016-11-25,34,0.0,PT30M
9583,Wind generation,Wind Offshore,2016-11-25,34,1758.8629999999998,PT30M
9584,Wind generation,Wind Onshore,2016-11-25,34,1734.316,PT30M
9585,Solar generation,Solar,2016-11-26,23,2320.0,PT30M
9586,Wind generation,Wind Offshore,2016-11-26,23,484.148,PT30M
9587,Wind generation,Wind Onshore,2016-11-26,23,994.7710000000001,PT30M
9588,Solar generation,Solar,2016-11-26,24,2410.0,PT30M
9589,Wind generation,Wind Offshore,2016-11-26,24,422.82099999999997,PT30M
9590,Wind generation,Wind Onshore,2016-11-26,24,981.3539999999999,PT30M
9591,Solar generation,Solar,2016-11-26,36,0.0,PT30M
9592,Wind generation,Wind Offshore,2016-11-26,36,387.23,PT30M
9593,Wind generation,Wind Onshore,2016-11-26,36,759.64,PT30M
9594,Solar generation,Solar,2016-11-26,37,0.0,PT30M
9595,Wind generation,Wind Offshore,2016-11-26,37,382.81199999999995,PT30M
9596,Wind generation,Wind Onshore,2016-11-26,37,755.437,PT30M
9597,Solar generation,Solar,2016-11-26,48,0.0,PT30M
9598,Wind generation,Wind Offshore,2016-11-26,48,639.649,PT30M
9599,Wind generation,Wind Onshore,2016-11-26,48,983.9910000000001,PT30M
9600,Solar generation,Solar,2016-11-27,11,0.0,PT30M
9601,Wind generation,Wind Offshore,2016-11-27,11,1340.246,PT30M
9602,Wind generation,Wind Onshore,2016-11-27,11,1217.923,PT30M
9603,Solar generation,Solar,2016-11-27,12,0.0,PT30M
9604,Wind generation,Wind Offshore,2016-11-27,12,1500.884,PT30M
9605,Wind generation,Wind Onshore,2016-11-27,12,1243.131,PT30M
9606,Solar generation,Solar,2016-11-27,24,1413.0,PT30M
9607,Wind generation,Wind Offshore,2016-11-27,24,1358.412,PT30M
9608,Wind generation,Wind Onshore,2016-11-27,24,978.3919999999999,PT30M
9609,Solar generation,Solar,2016-11-27,25,1413.0,PT30M
9610,Wind generation,Wind Offshore,2016-11-27,25,1381.7,PT30M
9611,Wind generation,Wind Onshore,2016-11-27,25,938.927,PT30M
9612,Solar generation,Solar,2016-11-27,37,0.0,PT30M
9613,Wind generation,Wind Offshore,2016-11-27,37,1403.918,PT30M
9614,Wind generation,Wind Onshore,2016-11-27,37,972.3710000000001,PT30M
9615,Solar generation,Solar,2016-11-28,6,0.0,PT30M
9616,Wind generation,Wind Offshore,2016-11-28,6,1352.942,PT30M
9617,Wind generation,Wind Onshore,2016-11-28,6,956.334,PT30M
9618,Solar generation,Solar,2016-11-29,4,0.0,PT30M
9619,Wind generation,Wind Offshore,2016-11-29,4,1026.782,PT30M
9620,Wind generation,Wind Onshore,2016-11-29,4,1999.905,PT30M
9621,Solar generation,Solar,2016-11-29,26,4240.0,PT30M
9622,Wind generation,Wind Offshore,2016-11-29,26,353.167,PT30M
9623,Wind generation,Wind Onshore,2016-11-29,26,2200.612,PT30M
9624,Solar generation,Solar,2016-11-29,47,0.0,PT30M
9625,Wind generation,Wind Offshore,2016-11-29,47,437.855,PT30M
9626,Wind generation,Wind Onshore,2016-11-29,47,2082.48,PT30M
9627,Solar generation,Solar,2016-11-30,16,43.0,PT30M
9628,Wind generation,Wind Offshore,2016-11-30,16,754.237,PT30M
9629,Wind generation,Wind Onshore,2016-11-30,16,3214.95,PT30M
9630,Wind generation,Wind Onshore,2016-11-30,35,3699.1890000000003,PT30M
9631,Solar generation,Solar,2016-11-30,35,0.0,PT30M
9632,Wind generation,Wind Offshore,2016-11-30,35,1171.818,PT30M
9633,Solar generation,Solar,2016-12-01,5,0.0,PT30M
9634,Wind generation,Wind Offshore,2016-12-01,5,1418.851,PT30M
9635,Wind generation,Wind Onshore,2016-12-01,5,3538.7929999999997,PT30M
9636,Solar generation,Solar,2016-12-01,25,3330.0,PT30M
9637,Wind generation,Wind Offshore,2016-12-01,25,1416.721,PT30M
9638,Wind generation,Wind Onshore,2016-12-01,25,3010.759,PT30M
9639,Solar generation,Solar,2016-12-02,18,145.0,PT30M
9640,Wind generation,Wind Offshore,2016-12-02,18,293.014,PT30M
9641,Wind generation,Wind Onshore,2016-12-02,18,388.69,PT30M
9642,Solar generation,Solar,2016-12-02,38,0.0,PT30M
9643,Wind generation,Wind Offshore,2016-12-02,38,454.67900000000003,PT30M
9644,Wind generation,Wind Onshore,2016-12-02,38,305.152,PT30M
9645,Solar generation,Solar,2016-12-02,48,0.0,PT30M
9646,Wind generation,Wind Offshore,2016-12-02,48,478.06,PT30M
9647,Wind generation,Wind Onshore,2016-12-02,48,365.978,PT30M
9648,Solar generation,Solar,2016-12-03,8,0.0,PT30M
9649,Wind generation,Wind Offshore,2016-12-03,8,546.539,PT30M
9650,Wind generation,Wind Onshore,2016-12-03,8,385.642,PT30M
9651,Solar generation,Solar,2016-12-03,29,811.0,PT30M
9652,Wind generation,Wind Offshore,2016-12-03,29,882.284,PT30M
9653,Wind generation,Wind Onshore,2016-12-03,29,764.3510000000001,PT30M
9654,Solar generation,Solar,2016-12-03,48,0.0,PT30M
9655,Wind generation,Wind Offshore,2016-12-03,48,1300.693,PT30M
9656,Wind generation,Wind Onshore,2016-12-03,48,1046.893,PT30M
9657,Solar generation,Solar,2016-12-04,18,859.0,PT30M
9658,Wind generation,Wind Offshore,2016-12-04,18,1524.9170000000001,PT30M
9659,Wind generation,Wind Onshore,2016-12-04,18,1207.01,PT30M
9660,Solar generation,Solar,2016-12-04,38,0.0,PT30M
9661,Wind generation,Wind Offshore,2016-12-04,38,1627.835,PT30M
9662,Wind generation,Wind Onshore,2016-12-04,38,1624.645,PT30M
9663,Solar generation,Solar,2016-12-04,39,0.0,PT30M
9664,Wind generation,Wind Offshore,2016-12-04,39,1619.4360000000001,PT30M
9665,Wind generation,Wind Onshore,2016-12-04,39,1590.128,PT30M
9666,Solar generation,Solar,2016-12-05,1,0.0,PT30M
9667,Wind generation,Wind Offshore,2016-12-05,1,1146.746,PT30M
9668,Wind generation,Wind Onshore,2016-12-05,1,1442.555,PT30M
9669,Solar generation,Solar,2016-12-05,2,0.0,PT30M
9670,Wind generation,Wind Offshore,2016-12-05,2,1114.339,PT30M
9671,Wind generation,Wind Onshore,2016-12-05,2,1422.787,PT30M
9672,Solar generation,Solar,2016-12-05,14,0.0,PT30M
9673,Wind generation,Wind Offshore,2016-12-05,14,1011.045,PT30M
9674,Wind generation,Wind Onshore,2016-12-05,14,1243.026,PT30M
9675,Solar generation,Solar,2016-12-05,33,1.0,PT30M
9676,Wind generation,Wind Offshore,2016-12-05,33,505.26,PT30M
9677,Wind generation,Wind Onshore,2016-12-05,33,760.0369999999999,PT30M
9678,Solar generation,Solar,2016-12-06,4,0.0,PT30M
9679,Wind generation,Wind Offshore,2016-12-06,4,327.438,PT30M
9680,Wind generation,Wind Onshore,2016-12-06,4,1061.235,PT30M
9681,Solar generation,Solar,2016-12-06,5,0.0,PT30M
9682,Wind generation,Wind Offshore,2016-12-06,5,326.861,PT30M
9683,Wind generation,Wind Onshore,2016-12-06,5,1002.2180000000001,PT30M
9684,Solar generation,Solar,2016-12-06,18,176.0,PT30M
9685,Wind generation,Wind Offshore,2016-12-06,18,299.307,PT30M
9686,Wind generation,Wind Onshore,2016-12-06,18,1347.912,PT30M
9687,Solar generation,Solar,2016-12-06,19,323.0,PT30M
9688,Wind generation,Wind Offshore,2016-12-06,19,327.22700000000003,PT30M
9689,Wind generation,Wind Onshore,2016-12-06,19,1481.5510000000002,PT30M
9690,Solar generation,Solar,2016-12-06,29,342.0,PT30M
9691,Wind generation,Wind Offshore,2016-12-06,29,577.161,PT30M
9692,Wind generation,Wind Onshore,2016-12-06,29,2068.891,PT30M
9693,Solar generation,Solar,2016-12-06,46,0.0,PT30M
9694,Wind generation,Wind Offshore,2016-12-06,46,1732.9660000000001,PT30M
9695,Wind generation,Wind Onshore,2016-12-06,46,3770.515,PT30M
9696,Solar generation,Solar,2016-12-06,47,0.0,PT30M
9697,Wind generation,Wind Offshore,2016-12-06,47,1779.514,PT30M
9698,Wind generation,Wind Onshore,2016-12-06,47,3744.696,PT30M
9699,Solar generation,Solar,2016-12-07,8,0.0,PT30M
9700,Wind generation,Wind Offshore,2016-12-07,8,1849.839,PT30M
9701,Wind generation,Wind Onshore,2016-12-07,8,4347.999,PT30M
9702,Solar generation,Solar,2016-12-07,28,1270.0,PT30M
9703,Wind generation,Wind Offshore,2016-12-07,28,3030.7459999999996,PT30M
9704,Wind generation,Wind Onshore,2016-12-07,28,5241.885,PT30M
9705,Solar generation,Solar,2016-12-09,47,0.0,PT30M
9706,Wind generation,Wind Offshore,2016-12-09,47,2851.284,PT30M
9707,Wind generation,Wind Onshore,2016-12-09,47,3641.363,PT30M
9708,Solar generation,Solar,2016-12-10,46,0.0,PT30M
9709,Wind generation,Wind Offshore,2016-12-10,46,2424.208,PT30M
9710,Wind generation,Wind Onshore,2016-12-10,46,3179.157,PT30M
9711,Solar generation,Solar,2016-12-11,12,0.0,PT30M
9712,Wind generation,Wind Offshore,2016-12-11,12,2341.735,PT30M
9713,Wind generation,Wind Onshore,2016-12-11,12,2977.3320000000003,PT30M
9714,Solar generation,Solar,2016-12-11,32,141.0,PT30M
9715,Wind generation,Wind Offshore,2016-12-11,32,1391.1670000000001,PT30M
9716,Wind generation,Wind Onshore,2016-12-11,32,2519.341,PT30M
9717,Solar generation,Solar,2016-12-12,1,0.0,PT30M
9718,Wind generation,Wind Offshore,2016-12-12,1,544.308,PT30M
9719,Wind generation,Wind Onshore,2016-12-12,1,1006.2869999999999,PT30M
9720,Solar generation,Solar,2016-12-12,13,0.0,PT30M
9721,Wind generation,Wind Offshore,2016-12-12,13,326.961,PT30M
9722,Wind generation,Wind Onshore,2016-12-12,13,1800.239,PT30M
9723,Solar generation,Solar,2016-12-12,34,0.0,PT30M
9724,Wind generation,Wind Offshore,2016-12-12,34,1147.901,PT30M
9725,Wind generation,Wind Onshore,2016-12-12,34,1080.622,PT30M
9726,Solar generation,Solar,2016-12-14,11,0.0,PT30M
9727,Wind generation,Wind Offshore,2016-12-14,11,1465.5710000000001,PT30M
9728,Wind generation,Wind Onshore,2016-12-14,11,3964.402,PT30M
9729,Solar generation,Solar,2016-12-15,10,0.0,PT30M
9730,Wind generation,Wind Offshore,2016-12-15,10,1256.604,PT30M
9731,Wind generation,Wind Onshore,2016-12-15,10,1926.386,PT30M
9732,Solar generation,Solar,2016-12-16,8,0.0,PT30M
9733,Wind generation,Wind Offshore,2016-12-16,8,939.8510000000001,PT30M
9734,Wind generation,Wind Onshore,2016-12-16,8,1425.635,PT30M
9735,Solar generation,Solar,2016-12-16,30,372.0,PT30M
9736,Wind generation,Wind Offshore,2016-12-16,30,547.67,PT30M
9737,Wind generation,Wind Onshore,2016-12-16,30,1314.961,PT30M
9738,Solar generation,Solar,2016-12-16,31,216.0,PT30M
9739,Wind generation,Wind Offshore,2016-12-16,31,550.565,PT30M
9740,Wind generation,Wind Onshore,2016-12-16,31,1174.47,PT30M
9741,Solar generation,Solar,2016-12-16,42,0.0,PT30M
9742,Wind generation,Wind Offshore,2016-12-16,42,274.286,PT30M
9743,Wind generation,Wind Onshore,2016-12-16,42,1118.39,PT30M
9744,Solar generation,Solar,2016-12-17,12,0.0,PT30M
9745,Wind generation,Wind Offshore,2016-12-17,12,260.473,PT30M
9746,Wind generation,Wind Onshore,2016-12-17,12,2139.656,PT30M
9747,Solar generation,Solar,2016-12-17,32,35.0,PT30M
9748,Wind generation,Wind Offshore,2016-12-17,32,284.16900000000004,PT30M
9749,Wind generation,Wind Onshore,2016-12-17,32,2866.9970000000003,PT30M
9750,Solar generation,Solar,2016-12-17,33,0.0,PT30M
9751,Wind generation,Wind Offshore,2016-12-17,33,296.786,PT30M
9752,Wind generation,Wind Onshore,2016-12-17,33,2803.25,PT30M
9753,Solar generation,Solar,2016-12-17,43,0.0,PT30M
9754,Wind generation,Wind Offshore,2016-12-17,43,438.94,PT30M
9755,Wind generation,Wind Onshore,2016-12-17,43,2515.189,PT30M
9756,Solar generation,Solar,2016-12-17,44,0.0,PT30M
9757,Wind generation,Wind Offshore,2016-12-17,44,398.046,PT30M
9758,Wind generation,Wind Onshore,2016-12-17,44,2575.346,PT30M
9759,Solar generation,Solar,2016-12-18,4,0.0,PT30M
9760,Wind generation,Wind Offshore,2016-12-18,4,604.873,PT30M
9761,Wind generation,Wind Onshore,2016-12-18,4,2510.322,PT30M
9762,Solar generation,Solar,2016-12-18,5,0.0,PT30M
9763,Wind generation,Wind Offshore,2016-12-18,5,584.646,PT30M
9764,Wind generation,Wind Onshore,2016-12-18,5,2380.144,PT30M
9765,Solar generation,Solar,2016-12-18,18,107.0,PT30M
9766,Wind generation,Wind Offshore,2016-12-18,18,444.219,PT30M
9767,Wind generation,Wind Onshore,2016-12-18,18,2008.3010000000002,PT30M
9768,Solar generation,Solar,2016-12-18,19,266.0,PT30M
9769,Wind generation,Wind Offshore,2016-12-18,19,455.01800000000003,PT30M
9770,Wind generation,Wind Onshore,2016-12-18,19,1873.237,PT30M
9771,Solar generation,Solar,2016-12-19,10,0.0,PT30M
9772,Wind generation,Wind Offshore,2016-12-19,10,112.303,PT30M
9773,Wind generation,Wind Onshore,2016-12-19,10,1669.34,PT30M
9774,Solar generation,Solar,2016-12-19,11,0.0,PT30M
9775,Wind generation,Wind Offshore,2016-12-19,11,100.552,PT30M
9776,Wind generation,Wind Onshore,2016-12-19,11,1671.418,PT30M
9777,Solar generation,Solar,2016-12-19,23,0.0,PT30M
9778,Wind generation,Wind Offshore,2016-12-19,23,82.41,PT30M
9779,Wind generation,Wind Onshore,2016-12-19,23,1014.9639999999999,PT30M
9780,Solar generation,Solar,2016-12-19,24,0.0,PT30M
9781,Wind generation,Wind Offshore,2016-12-19,24,84.679,PT30M
9782,Wind generation,Wind Onshore,2016-12-19,24,1092.525,PT30M
9783,Solar generation,Solar,2016-12-19,25,0.0,PT30M
9784,Wind generation,Wind Offshore,2016-12-19,25,90.28200000000001,PT30M
9785,Wind generation,Wind Onshore,2016-12-19,25,1147.128,PT30M
9786,Solar generation,Solar,2016-12-19,28,0.0,PT30M
9787,Wind generation,Wind Offshore,2016-12-19,28,108.647,PT30M
9788,Wind generation,Wind Onshore,2016-12-19,28,1233.267,PT30M
9789,Solar generation,Solar,2016-12-19,29,0.0,PT30M
9790,Wind generation,Wind Offshore,2016-12-19,29,154.63,PT30M
9791,Wind generation,Wind Onshore,2016-12-19,29,1381.1870000000001,PT30M
9792,Solar generation,Solar,2016-12-19,39,0.0,PT30M
9793,Wind generation,Wind Offshore,2016-12-19,39,384.06699999999995,PT30M
9794,Wind generation,Wind Onshore,2016-12-19,39,1254.223,PT30M
9795,Solar generation,Solar,2016-12-19,40,0.0,PT30M
9796,Wind generation,Wind Offshore,2016-12-19,40,468.579,PT30M
9797,Wind generation,Wind Onshore,2016-12-19,40,1145.7060000000001,PT30M
9798,Solar generation,Solar,2016-12-20,2,0.0,PT30M
9799,Wind generation,Wind Offshore,2016-12-20,2,607.759,PT30M
9800,Wind generation,Wind Onshore,2016-12-20,2,918.967,PT30M
9801,Solar generation,Solar,2016-12-20,3,0.0,PT30M
9802,Wind generation,Wind Offshore,2016-12-20,3,590.626,PT30M
9803,Wind generation,Wind Onshore,2016-12-20,3,942.194,PT30M
9804,Solar generation,Solar,2016-12-20,15,0.0,PT30M
9805,Wind generation,Wind Offshore,2016-12-20,15,1142.754,PT30M
9806,Wind generation,Wind Onshore,2016-12-20,15,2945.8309999999997,PT30M
9807,Solar generation,Solar,2016-12-20,36,0.0,PT30M
9808,Wind generation,Wind Offshore,2016-12-20,36,1541.848,PT30M
9809,Wind generation,Wind Onshore,2016-12-20,36,5583.726,PT30M
9810,Solar generation,Solar,2016-12-21,7,0.0,PT30M
9811,Wind generation,Wind Offshore,2016-12-21,7,2560.781,PT30M
9812,Wind generation,Wind Onshore,2016-12-21,7,3044.5209999999997,PT30M
9813,Solar generation,Solar,2016-12-22,33,0.0,PT30M
9814,Wind generation,Wind Offshore,2016-12-22,33,2305.018,PT30M
9815,Wind generation,Wind Onshore,2016-12-22,33,5109.8279999999995,PT30M
9816,Solar generation,Solar,2016-12-24,9,0.0,PT30M
9817,Wind generation,Wind Offshore,2016-12-24,9,3233.187,PT30M
9818,Wind generation,Wind Onshore,2016-12-24,9,4258.210999999999,PT30M
9819,Solar generation,Solar,2016-12-24,30,441.0,PT30M
9820,Wind generation,Wind Offshore,2016-12-24,30,3465.547,PT30M
9821,Wind generation,Wind Onshore,2016-12-24,30,5996.519,PT30M
9822,Solar generation,Solar,2016-12-25,29,711.0,PT30M
9823,Wind generation,Wind Offshore,2016-12-25,29,3508.5229999999997,PT30M
9824,Wind generation,Wind Onshore,2016-12-25,29,5724.001,PT30M
9825,Solar generation,Solar,2016-12-27,13,0.0,PT30M
9826,Wind generation,Wind Offshore,2016-12-27,13,1314.7020000000002,PT30M
9827,Wind generation,Wind Onshore,2016-12-27,13,2614.7039999999997,PT30M
9828,Solar generation,Solar,2016-12-27,30,682.0,PT30M
9829,Wind generation,Wind Offshore,2016-12-27,30,766.003,PT30M
9830,Wind generation,Wind Onshore,2016-12-27,30,2313.554,PT30M
9831,Solar generation,Solar,2016-12-28,47,0.0,PT30M
9832,Wind generation,Wind Offshore,2016-12-28,47,896.303,PT30M
9833,Wind generation,Wind Onshore,2016-12-28,47,2933.145,PT30M
9834,Solar generation,Solar,2016-12-29,16,1.0,PT30M
9835,Wind generation,Wind Offshore,2016-12-29,16,884.768,PT30M
9836,Wind generation,Wind Onshore,2016-12-29,16,2906.2729999999997,PT30M
9837,Solar generation,Solar,2016-12-30,14,0.0,PT30M
9838,Wind generation,Wind Offshore,2016-12-30,14,1322.8870000000002,PT30M
9839,Wind generation,Wind Onshore,2016-12-30,14,3001.059,PT30M
9840,Solar generation,Solar,2016-12-30,35,0.0,PT30M
9841,Wind generation,Wind Offshore,2016-12-30,35,1453.5970000000002,PT30M
9842,Wind generation,Wind Onshore,2016-12-30,35,4467.655,PT30M
9843,Solar generation,Solar,2016-12-31,3,0.0,PT30M
9844,Wind generation,Wind Offshore,2016-12-31,3,1265.748,PT30M
9845,Wind generation,Wind Onshore,2016-12-31,3,3464.262,PT30M
9846,Solar generation,Solar,2016-12-31,25,948.0,PT30M
9847,Wind generation,Wind Offshore,2016-12-31,25,1957.09,PT30M
9848,Wind generation,Wind Onshore,2016-12-31,25,5143.664000000001,PT30M
9849,Solar generation,Solar,2016-12-31,46,0.0,PT30M
9850,Wind generation,Wind Offshore,2016-12-31,46,2515.504,PT30M
9851,Wind generation,Wind Onshore,2016-12-31,46,2616.817,PT30M
9852,Solar generation,Solar,2016-12-31,47,0.0,PT30M
9853,Wind generation,Wind Offshore,2016-12-31,47,2639.4640000000004,PT30M
9854,Wind generation,Wind Onshore,2016-12-31,47,2773.054,PT30M
9855,Solar generation,Solar,2017-01-02,13,0.0,PT30M
9856,Wind generation,Wind Offshore,2017-01-02,13,1673.2220000000002,PT30M
9857,Wind generation,Wind Onshore,2017-01-02,13,2288.169,PT30M
9858,Solar generation,Solar,2017-01-03,2,0.0,PT30M
9859,Wind generation,Wind Offshore,2017-01-03,2,1563.5829999999999,PT30M
9860,Wind generation,Wind Onshore,2017-01-03,2,3857.3709999999996,PT30M
9861,Solar generation,Solar,2017-01-03,25,1900.0,PT30M
