,Business Type,Power System Resource  Type,Settlement Date,Settlement Period,Quantity ,Resolution
17977,Wind generation,Wind Offshore,2018-06-14,24,3711.6409999999996,PT30M
17978,Wind generation,Wind Onshore,2018-06-14,24,6933.115,PT30M
17979,Solar generation,Solar,2018-06-14,25,5570.0,PT30M
17980,Wind generation,Wind Offshore,2018-06-14,25,3701.85,PT30M
17981,Wind generation,Wind Onshore,2018-06-14,25,7079.672,PT30M
17982,Solar generation,Solar,2018-06-14,26,6330.0,PT30M
17983,Wind generation,Wind Offshore,2018-06-14,26,3652.833,PT30M
17984,Wind generation,Wind Onshore,2018-06-14,26,6960.340999999999,PT30M
17985,Solar generation,Solar,2018-06-14,27,6920.0,PT30M
17986,Wind generation,Wind Offshore,2018-06-14,27,3679.222,PT30M
17987,Wind generation,Wind Onshore,2018-06-14,27,6731.7519999999995,PT30M
17988,Solar generation,Solar,2018-06-14,28,7290.0,PT30M
17989,Wind generation,Wind Offshore,2018-06-14,28,3622.4440000000004,PT30M
17990,Wind generation,Wind Onshore,2018-06-14,28,6576.222,PT30M
17991,Solar generation,Solar,2018-06-14,29,5502.0,PT30M
17992,Wind generation,Wind Offshore,2018-06-14,29,3400.442,PT30M
17993,Wind generation,Wind Onshore,2018-06-14,29,6534.959,PT30M
17994,Solar generation,Solar,2018-06-14,30,7340.0,PT30M
17995,Wind generation,Wind Offshore,2018-06-14,30,3243.44,PT30M
17996,Wind generation,Wind Onshore,2018-06-14,30,6533.553000000001,PT30M
17997,Solar generation,Solar,2018-06-14,31,6970.0,PT30M
17998,Wind generation,Wind Offshore,2018-06-14,31,2866.83,PT30M
17999,Wind generation,Wind Onshore,2018-06-14,31,6435.592,PT30M
18000,Solar generation,Solar,2018-06-14,32,6590.0,PT30M
18001,Wind generation,Wind Offshore,2018-06-14,32,2863.873,PT30M
18002,Wind generation,Wind Onshore,2018-06-14,32,6255.863,PT30M
18003,Solar generation,Solar,2018-06-14,33,5990.0,PT30M
18004,Wind generation,Wind Offshore,2018-06-14,33,2713.145,PT30M
18005,Wind generation,Wind Onshore,2018-06-14,33,6324.9,PT30M
18006,Solar generation,Solar,2018-06-14,34,5290.0,PT30M
18007,Wind generation,Wind Offshore,2018-06-14,34,2540.5389999999998,PT30M
18008,Wind generation,Wind Onshore,2018-06-14,34,6322.049,PT30M
18009,Solar generation,Solar,2018-06-14,35,4600.0,PT30M
18010,Wind generation,Wind Offshore,2018-06-14,35,2147.294,PT30M
18011,Wind generation,Wind Onshore,2018-06-14,35,6265.49,PT30M
18012,Solar generation,Solar,2018-06-14,36,3800.0,PT30M
18013,Wind generation,Wind Offshore,2018-06-14,36,1989.309,PT30M
18014,Wind generation,Wind Onshore,2018-06-14,36,6216.13,PT30M
18015,Solar generation,Solar,2018-06-14,37,2980.0,PT30M
18016,Wind generation,Wind Offshore,2018-06-14,37,1892.682,PT30M
18017,Wind generation,Wind Onshore,2018-06-14,37,5895.772,PT30M
18018,Solar generation,Solar,2018-06-14,38,2260.0,PT30M
18019,Wind generation,Wind Offshore,2018-06-14,38,1795.66,PT30M
18020,Wind generation,Wind Onshore,2018-06-14,38,5844.868,PT30M
18021,Solar generation,Solar,2018-06-14,39,1620.0,PT30M
18022,Wind generation,Wind Offshore,2018-06-14,39,1706.247,PT30M
18023,Wind generation,Wind Onshore,2018-06-14,39,5627.085,PT30M
18024,Solar generation,Solar,2018-06-14,40,1070.0,PT30M
18025,Wind generation,Wind Offshore,2018-06-14,40,1372.191,PT30M
18026,Wind generation,Wind Onshore,2018-06-14,40,5458.079000000001,PT30M
18027,Solar generation,Solar,2018-06-14,41,620.0,PT30M
18028,Wind generation,Wind Offshore,2018-06-14,41,1101.599,PT30M
18029,Wind generation,Wind Onshore,2018-06-14,41,4884.455,PT30M
18030,Solar generation,Solar,2018-06-14,42,241.0,PT30M
18031,Wind generation,Wind Offshore,2018-06-14,42,927.365,PT30M
18032,Wind generation,Wind Onshore,2018-06-14,42,4583.662,PT30M
18033,Solar generation,Solar,2018-06-14,43,48.0,PT30M
18034,Wind generation,Wind Offshore,2018-06-14,43,868.336,PT30M
18035,Wind generation,Wind Onshore,2018-06-14,43,4082.9429999999998,PT30M
18036,Solar generation,Solar,2018-06-14,44,5.0,PT30M
18037,Wind generation,Wind Offshore,2018-06-14,44,865.56,PT30M
18038,Wind generation,Wind Onshore,2018-06-14,44,3890.8190000000004,PT30M
18039,Solar generation,Solar,2018-06-14,45,3.0,PT30M
18040,Wind generation,Wind Offshore,2018-06-14,45,920.255,PT30M
18041,Wind generation,Wind Onshore,2018-06-14,45,3892.79,PT30M
18042,Solar generation,Solar,2018-06-14,46,0.0,PT30M
18043,Wind generation,Wind Offshore,2018-06-14,46,1055.246,PT30M
18044,Wind generation,Wind Onshore,2018-06-14,46,3776.2909999999997,PT30M
18045,Solar generation,Solar,2018-06-14,47,0.0,PT30M
18046,Wind generation,Wind Offshore,2018-06-14,47,908.821,PT30M
18047,Wind generation,Wind Onshore,2018-06-14,47,3729.823,PT30M
18048,Solar generation,Solar,2018-06-14,48,0.0,PT30M
18049,Wind generation,Wind Offshore,2018-06-14,48,801.1030000000001,PT30M
18050,Wind generation,Wind Onshore,2018-06-14,48,3958.597,PT30M
18051,Solar generation,Solar,2018-06-15,1,0.0,PT30M
18052,Wind generation,Wind Offshore,2018-06-15,1,811.498,PT30M
18053,Wind generation,Wind Onshore,2018-06-15,1,3824.407,PT30M
18054,Solar generation,Solar,2018-06-15,2,0.0,PT30M
18055,Wind generation,Wind Offshore,2018-06-15,2,828.69,PT30M
18056,Wind generation,Wind Onshore,2018-06-15,2,3852.31,PT30M
18057,Solar generation,Solar,2018-06-15,3,0.0,PT30M
18058,Wind generation,Wind Offshore,2018-06-15,3,865.5139999999999,PT30M
18059,Wind generation,Wind Onshore,2018-06-15,3,3998.489,PT30M
18060,Solar generation,Solar,2018-06-15,4,0.0,PT30M
18061,Wind generation,Wind Offshore,2018-06-15,4,1129.656,PT30M
18062,Wind generation,Wind Onshore,2018-06-15,4,4192.205,PT30M
18063,Solar generation,Solar,2018-06-15,5,2.0,PT30M
18064,Wind generation,Wind Offshore,2018-06-15,5,1193.631,PT30M
18065,Wind generation,Wind Onshore,2018-06-15,5,4317.089,PT30M
18066,Solar generation,Solar,2018-06-15,6,2.0,PT30M
18067,Wind generation,Wind Offshore,2018-06-15,6,1174.006,PT30M
18068,Wind generation,Wind Onshore,2018-06-15,6,4271.317,PT30M
18069,Solar generation,Solar,2018-06-15,7,0.0,PT30M
18070,Wind generation,Wind Offshore,2018-06-15,7,1300.975,PT30M
18071,Wind generation,Wind Onshore,2018-06-15,7,3999.4240000000004,PT30M
18072,Solar generation,Solar,2018-06-15,8,1.0,PT30M
18073,Wind generation,Wind Offshore,2018-06-15,8,1454.9470000000001,PT30M
18074,Wind generation,Wind Onshore,2018-06-15,8,3842.717,PT30M
18075,Solar generation,Solar,2018-06-15,9,1.0,PT30M
18076,Wind generation,Wind Offshore,2018-06-15,9,1374.726,PT30M
18077,Wind generation,Wind Onshore,2018-06-15,9,3606.8759999999997,PT30M
18078,Solar generation,Solar,2018-06-15,10,6.0,PT30M
18079,Wind generation,Wind Offshore,2018-06-15,10,1355.692,PT30M
18080,Wind generation,Wind Onshore,2018-06-15,10,3516.8320000000003,PT30M
18081,Solar generation,Solar,2018-06-15,11,91.0,PT30M
18082,Wind generation,Wind Offshore,2018-06-15,11,1213.555,PT30M
18083,Wind generation,Wind Onshore,2018-06-15,11,3382.5890000000004,PT30M
18084,Solar generation,Solar,2018-06-15,12,335.0,PT30M
18085,Wind generation,Wind Offshore,2018-06-15,12,1014.709,PT30M
18086,Wind generation,Wind Onshore,2018-06-15,12,3255.985,PT30M
18087,Solar generation,Solar,2018-06-15,13,677.0,PT30M
18088,Wind generation,Wind Offshore,2018-06-15,13,1026.7730000000001,PT30M
18089,Wind generation,Wind Onshore,2018-06-15,13,3047.795,PT30M
18090,Solar generation,Solar,2018-06-15,14,1130.0,PT30M
18091,Wind generation,Wind Offshore,2018-06-15,14,951.605,PT30M
18092,Wind generation,Wind Onshore,2018-06-15,14,2897.5170000000003,PT30M
18093,Solar generation,Solar,2018-06-15,15,1690.0,PT30M
18094,Wind generation,Wind Offshore,2018-06-15,15,31.51,PT30M
18095,Wind generation,Wind Onshore,2018-06-15,15,1230.0610000000001,PT30M
18096,Solar generation,Solar,2018-06-15,16,2270.0,PT30M
18097,Wind generation,Wind Offshore,2018-06-15,16,830.904,PT30M
18098,Wind generation,Wind Onshore,2018-06-15,16,2912.9040000000005,PT30M
18099,Solar generation,Solar,2018-06-15,17,2330.0,PT30M
18100,Wind generation,Wind Offshore,2018-06-15,17,709.368,PT30M
18101,Wind generation,Wind Onshore,2018-06-15,17,3044.506,PT30M
18102,Solar generation,Solar,2018-06-15,18,3520.0,PT30M
18103,Wind generation,Wind Offshore,2018-06-15,18,732.8389999999999,PT30M
18104,Wind generation,Wind Onshore,2018-06-15,18,2926.1459999999997,PT30M
18105,Solar generation,Solar,2018-06-15,19,4150.0,PT30M
18106,Wind generation,Wind Offshore,2018-06-15,19,760.46,PT30M
18107,Wind generation,Wind Onshore,2018-06-15,19,3011.9990000000003,PT30M
18108,Solar generation,Solar,2018-06-15,20,4680.0,PT30M
18109,Wind generation,Wind Offshore,2018-06-15,20,768.4989999999999,PT30M
18110,Wind generation,Wind Onshore,2018-06-15,20,3137.2009999999996,PT30M
18111,Solar generation,Solar,2018-06-15,21,5050.0,PT30M
18112,Wind generation,Wind Offshore,2018-06-15,21,766.1030000000001,PT30M
18113,Wind generation,Wind Onshore,2018-06-15,21,3230.756,PT30M
18114,Solar generation,Solar,2018-06-15,22,5300.0,PT30M
18115,Wind generation,Wind Offshore,2018-06-15,22,699.078,PT30M
18116,Wind generation,Wind Onshore,2018-06-15,22,3241.3309999999997,PT30M
18117,Solar generation,Solar,2018-06-15,23,5590.0,PT30M
18118,Wind generation,Wind Offshore,2018-06-15,23,666.428,PT30M
18119,Wind generation,Wind Onshore,2018-06-15,23,3353.074,PT30M
18120,Solar generation,Solar,2018-06-15,24,5770.0,PT30M
18121,Wind generation,Wind Offshore,2018-06-15,24,619.07,PT30M
18122,Wind generation,Wind Onshore,2018-06-15,24,3361.333,PT30M
18123,Wind generation,Wind Onshore,2018-06-15,25,3301.284,PT30M
18124,Solar generation,Solar,2018-06-15,25,5780.0,PT30M
18125,Wind generation,Wind Offshore,2018-06-15,25,599.364,PT30M
18126,Solar generation,Solar,2018-06-15,26,5720.0,PT30M
18127,Wind generation,Wind Offshore,2018-06-15,26,538.266,PT30M
18128,Wind generation,Wind Onshore,2018-06-15,26,3344.926,PT30M
18129,Solar generation,Solar,2018-06-15,27,5650.0,PT30M
18130,Wind generation,Wind Offshore,2018-06-15,27,536.0419999999999,PT30M
18131,Wind generation,Wind Onshore,2018-06-15,27,3409.9629999999997,PT30M
18132,Solar generation,Solar,2018-06-15,28,5500.0,PT30M
18133,Wind generation,Wind Offshore,2018-06-15,28,579.359,PT30M
18134,Wind generation,Wind Onshore,2018-06-15,28,3437.705,PT30M
18135,Solar generation,Solar,2018-06-15,29,5703.0,PT30M
18136,Wind generation,Wind Offshore,2018-06-15,29,512.02,PT30M
18137,Wind generation,Wind Onshore,2018-06-15,29,3355.097,PT30M
18138,Solar generation,Solar,2018-06-15,30,5010.0,PT30M
18139,Wind generation,Wind Offshore,2018-06-15,30,434.494,PT30M
18140,Wind generation,Wind Onshore,2018-06-15,30,3413.586,PT30M
18141,Solar generation,Solar,2018-06-15,31,4740.0,PT30M
18142,Wind generation,Wind Offshore,2018-06-15,31,480.48699999999997,PT30M
18143,Wind generation,Wind Onshore,2018-06-15,31,3201.2859999999996,PT30M
18144,Solar generation,Solar,2018-06-15,32,4520.0,PT30M
18145,Wind generation,Wind Offshore,2018-06-15,32,408.089,PT30M
18146,Wind generation,Wind Onshore,2018-06-15,32,3123.758,PT30M
18147,Solar generation,Solar,2018-06-15,33,4330.0,PT30M
18148,Wind generation,Wind Offshore,2018-06-15,33,465.194,PT30M
18149,Wind generation,Wind Onshore,2018-06-15,33,3021.8459999999995,PT30M
18150,Solar generation,Solar,2018-06-15,34,3880.0,PT30M
18151,Wind generation,Wind Offshore,2018-06-15,34,640.999,PT30M
18152,Wind generation,Wind Onshore,2018-06-15,34,2916.37,PT30M
18153,Solar generation,Solar,2018-06-15,35,3420.0,PT30M
18154,Wind generation,Wind Offshore,2018-06-15,35,628.788,PT30M
18155,Wind generation,Wind Onshore,2018-06-15,35,2570.578,PT30M
18156,Solar generation,Solar,2018-06-15,36,2930.0,PT30M
18157,Wind generation,Wind Offshore,2018-06-15,36,631.368,PT30M
18158,Wind generation,Wind Onshore,2018-06-15,36,2388.073,PT30M
18159,Solar generation,Solar,2018-06-15,37,2370.0,PT30M
18160,Wind generation,Wind Offshore,2018-06-15,37,637.82,PT30M
18161,Wind generation,Wind Onshore,2018-06-15,37,2224.1679999999997,PT30M
18162,Solar generation,Solar,2018-06-15,38,1840.0,PT30M
18163,Wind generation,Wind Offshore,2018-06-15,38,658.497,PT30M
18164,Wind generation,Wind Onshore,2018-06-15,38,2145.406,PT30M
18165,Solar generation,Solar,2018-06-15,39,1300.0,PT30M
18166,Wind generation,Wind Offshore,2018-06-15,39,685.6160000000001,PT30M
18167,Wind generation,Wind Onshore,2018-06-15,39,1740.119,PT30M
18168,Solar generation,Solar,2018-06-15,40,778.0,PT30M
18169,Wind generation,Wind Offshore,2018-06-15,40,655.045,PT30M
18170,Wind generation,Wind Onshore,2018-06-15,40,1648.7160000000001,PT30M
18171,Solar generation,Solar,2018-06-15,41,428.0,PT30M
18172,Wind generation,Wind Offshore,2018-06-15,41,587.754,PT30M
18173,Wind generation,Wind Onshore,2018-06-15,41,1407.386,PT30M
18174,Solar generation,Solar,2018-06-15,42,167.0,PT30M
18175,Wind generation,Wind Offshore,2018-06-15,42,532.884,PT30M
18176,Wind generation,Wind Onshore,2018-06-15,42,1412.297,PT30M
18177,Solar generation,Solar,2018-06-15,43,369.0,PT30M
18178,Wind generation,Wind Offshore,2018-06-15,43,558.134,PT30M
18179,Wind generation,Wind Onshore,2018-06-15,43,1374.037,PT30M
18180,Solar generation,Solar,2018-06-15,44,5.0,PT30M
18181,Wind generation,Wind Offshore,2018-06-15,44,633.137,PT30M
18182,Wind generation,Wind Onshore,2018-06-15,44,1397.5870000000002,PT30M
18183,Solar generation,Solar,2018-06-15,45,2.0,PT30M
18184,Wind generation,Wind Offshore,2018-06-15,45,675.1619999999999,PT30M
18185,Wind generation,Wind Onshore,2018-06-15,45,1388.4029999999998,PT30M
18186,Solar generation,Solar,2018-06-15,46,0.0,PT30M
18187,Wind generation,Wind Offshore,2018-06-15,46,787.3919999999999,PT30M
18188,Wind generation,Wind Onshore,2018-06-15,46,1414.1760000000002,PT30M
18189,Solar generation,Solar,2018-06-15,47,0.0,PT30M
18190,Wind generation,Wind Offshore,2018-06-15,47,694.235,PT30M
18191,Wind generation,Wind Onshore,2018-06-15,47,1413.0839999999998,PT30M
18192,Solar generation,Solar,2018-06-15,48,0.0,PT30M
18193,Wind generation,Wind Offshore,2018-06-15,48,706.123,PT30M
18194,Wind generation,Wind Onshore,2018-06-15,48,1435.9579999999999,PT30M
18195,Solar generation,Solar,2018-06-16,1,0.0,PT30M
18196,Wind generation,Wind Offshore,2018-06-16,1,629.741,PT30M
18197,Wind generation,Wind Onshore,2018-06-16,1,1390.162,PT30M
18198,Solar generation,Solar,2018-06-16,2,0.0,PT30M
18199,Wind generation,Wind Offshore,2018-06-16,2,642.922,PT30M
18200,Wind generation,Wind Onshore,2018-06-16,2,1412.649,PT30M
18201,Solar generation,Solar,2018-06-16,4,0.0,PT30M
18202,Wind generation,Wind Offshore,2018-06-16,4,641.184,PT30M
18203,Wind generation,Wind Onshore,2018-06-16,4,1298.856,PT30M
18204,Solar generation,Solar,2018-06-16,5,2.0,PT30M
18205,Wind generation,Wind Offshore,2018-06-16,5,683.525,PT30M
18206,Wind generation,Wind Onshore,2018-06-16,5,1417.191,PT30M
18207,Solar generation,Solar,2018-06-16,6,2.0,PT30M
18208,Wind generation,Wind Offshore,2018-06-16,6,697.4760000000001,PT30M
18209,Wind generation,Wind Onshore,2018-06-16,6,1409.132,PT30M
18210,Solar generation,Solar,2018-06-16,7,0.0,PT30M
18211,Wind generation,Wind Offshore,2018-06-16,7,705.283,PT30M
18212,Wind generation,Wind Onshore,2018-06-16,7,1431.773,PT30M
18213,Solar generation,Solar,2018-06-16,8,1.0,PT30M
18214,Wind generation,Wind Offshore,2018-06-16,8,610.5219999999999,PT30M
18215,Wind generation,Wind Onshore,2018-06-16,8,1497.695,PT30M
18216,Solar generation,Solar,2018-06-16,9,2.0,PT30M
18217,Wind generation,Wind Offshore,2018-06-16,9,553.321,PT30M
18218,Wind generation,Wind Onshore,2018-06-16,9,1671.405,PT30M
18219,Solar generation,Solar,2018-06-16,10,3.0,PT30M
18220,Wind generation,Wind Offshore,2018-06-16,10,549.32,PT30M
18221,Wind generation,Wind Onshore,2018-06-16,10,1764.101,PT30M
18222,Solar generation,Solar,2018-06-16,11,20.0,PT30M
18223,Wind generation,Wind Offshore,2018-06-16,11,679.785,PT30M
18224,Wind generation,Wind Onshore,2018-06-16,11,1955.203,PT30M
18225,Solar generation,Solar,2018-06-16,12,114.0,PT30M
18226,Wind generation,Wind Offshore,2018-06-16,12,659.302,PT30M
18227,Wind generation,Wind Onshore,2018-06-16,12,2064.8520000000003,PT30M
18228,Solar generation,Solar,2018-06-16,13,297.0,PT30M
18229,Wind generation,Wind Offshore,2018-06-16,13,640.784,PT30M
18230,Wind generation,Wind Onshore,2018-06-16,13,2284.798,PT30M
18231,Solar generation,Solar,2018-06-16,14,538.0,PT30M
18232,Wind generation,Wind Offshore,2018-06-16,14,601.205,PT30M
18233,Wind generation,Wind Onshore,2018-06-16,14,2396.174,PT30M
18234,Solar generation,Solar,2018-06-16,15,847.0,PT30M
18235,Wind generation,Wind Offshore,2018-06-16,15,768.4889999999999,PT30M
18236,Wind generation,Wind Onshore,2018-06-16,15,2602.063,PT30M
18237,Solar generation,Solar,2018-06-16,16,1230.0,PT30M
18238,Wind generation,Wind Offshore,2018-06-16,16,835.7180000000001,PT30M
18239,Wind generation,Wind Onshore,2018-06-16,16,2627.12,PT30M
18240,Solar generation,Solar,2018-06-16,17,592.0,PT30M
18241,Wind generation,Wind Offshore,2018-06-16,17,764.863,PT30M
18242,Wind generation,Wind Onshore,2018-06-16,17,2840.184,PT30M
18243,Solar generation,Solar,2018-06-16,18,2230.0,PT30M
18244,Wind generation,Wind Offshore,2018-06-16,18,807.975,PT30M
18245,Wind generation,Wind Onshore,2018-06-16,18,3000.428,PT30M
18246,Solar generation,Solar,2018-06-16,19,2610.0,PT30M
18247,Wind generation,Wind Offshore,2018-06-16,19,834.273,PT30M
18248,Wind generation,Wind Onshore,2018-06-16,19,2494.014,PT30M
18249,Solar generation,Solar,2018-06-16,20,2950.0,PT30M
18250,Wind generation,Wind Offshore,2018-06-16,20,815.9119999999999,PT30M
18251,Wind generation,Wind Onshore,2018-06-16,20,2451.879,PT30M
18252,Solar generation,Solar,2018-06-16,21,3290.0,PT30M
18253,Wind generation,Wind Offshore,2018-06-16,21,964.327,PT30M
18254,Wind generation,Wind Onshore,2018-06-16,21,2620.987,PT30M
18255,Solar generation,Solar,2018-06-16,22,3490.0,PT30M
18256,Wind generation,Wind Offshore,2018-06-16,22,1017.493,PT30M
18257,Wind generation,Wind Onshore,2018-06-16,22,2714.3309999999997,PT30M
18258,Solar generation,Solar,2018-06-16,23,3620.0,PT30M
18259,Wind generation,Wind Offshore,2018-06-16,23,1039.021,PT30M
18260,Wind generation,Wind Onshore,2018-06-16,23,2738.366,PT30M
18261,Solar generation,Solar,2018-06-16,24,3750.0,PT30M
18262,Wind generation,Wind Offshore,2018-06-16,24,1107.809,PT30M
18263,Wind generation,Wind Onshore,2018-06-16,24,2809.768,PT30M
18264,Solar generation,Solar,2018-06-16,25,3900.0,PT30M
18265,Wind generation,Wind Offshore,2018-06-16,25,1134.546,PT30M
18266,Wind generation,Wind Onshore,2018-06-16,25,2943.27,PT30M
18267,Solar generation,Solar,2018-06-16,26,3990.0,PT30M
18268,Wind generation,Wind Offshore,2018-06-16,26,1103.258,PT30M
18269,Wind generation,Wind Onshore,2018-06-16,26,2886.197,PT30M
18270,Solar generation,Solar,2018-06-16,27,4070.0,PT30M
18271,Wind generation,Wind Offshore,2018-06-16,27,1026.108,PT30M
18272,Wind generation,Wind Onshore,2018-06-16,27,3121.6259999999997,PT30M
18273,Solar generation,Solar,2018-06-16,28,3980.0,PT30M
18274,Wind generation,Wind Offshore,2018-06-16,28,1254.036,PT30M
18275,Wind generation,Wind Onshore,2018-06-16,28,3236.11,PT30M
18276,Solar generation,Solar,2018-06-16,29,2555.0,PT30M
18277,Wind generation,Wind Offshore,2018-06-16,29,1191.596,PT30M
18278,Wind generation,Wind Onshore,2018-06-16,29,3340.5370000000003,PT30M
18279,Solar generation,Solar,2018-06-16,30,3900.0,PT30M
18280,Wind generation,Wind Offshore,2018-06-16,30,1296.7730000000001,PT30M
18281,Wind generation,Wind Onshore,2018-06-16,30,3320.9109999999996,PT30M
18282,Solar generation,Solar,2018-06-16,31,3840.0,PT30M
18283,Wind generation,Wind Offshore,2018-06-16,31,1335.8129999999999,PT30M
18284,Wind generation,Wind Onshore,2018-06-16,31,3266.058,PT30M
18285,Solar generation,Solar,2018-06-16,32,3690.0,PT30M
18286,Wind generation,Wind Offshore,2018-06-16,32,1546.201,PT30M
18287,Wind generation,Wind Onshore,2018-06-16,32,3194.4570000000003,PT30M
18288,Solar generation,Solar,2018-06-16,33,3640.0,PT30M
18289,Wind generation,Wind Offshore,2018-06-16,33,1740.556,PT30M
18290,Wind generation,Wind Onshore,2018-06-16,33,2932.1009999999997,PT30M
18291,Solar generation,Solar,2018-06-16,34,3460.0,PT30M
18292,Wind generation,Wind Offshore,2018-06-16,34,1775.175,PT30M
18293,Wind generation,Wind Onshore,2018-06-16,34,3146.762,PT30M
18294,Solar generation,Solar,2018-06-16,35,3250.0,PT30M
18295,Wind generation,Wind Offshore,2018-06-16,35,2026.5929999999998,PT30M
18296,Wind generation,Wind Onshore,2018-06-16,35,3178.7729999999997,PT30M
18297,Solar generation,Solar,2018-06-16,36,2660.0,PT30M
18298,Wind generation,Wind Offshore,2018-06-16,36,2295.179,PT30M
18299,Wind generation,Wind Onshore,2018-06-16,36,3168.822,PT30M
18300,Solar generation,Solar,2018-06-16,37,2210.0,PT30M
18301,Wind generation,Wind Offshore,2018-06-16,37,2549.4,PT30M
18302,Wind generation,Wind Onshore,2018-06-16,37,3219.571,PT30M
18303,Solar generation,Solar,2018-06-16,38,1690.0,PT30M
18304,Wind generation,Wind Offshore,2018-06-16,38,2796.755,PT30M
18305,Wind generation,Wind Onshore,2018-06-16,38,3239.455,PT30M
18306,Solar generation,Solar,2018-06-16,39,1210.0,PT30M
18307,Wind generation,Wind Offshore,2018-06-16,39,2765.987,PT30M
18308,Wind generation,Wind Onshore,2018-06-16,39,2960.248,PT30M
18309,Solar generation,Solar,2018-06-16,40,784.0,PT30M
18310,Wind generation,Wind Offshore,2018-06-16,40,2817.829,PT30M
18311,Wind generation,Wind Onshore,2018-06-16,40,2914.492,PT30M
18312,Solar generation,Solar,2018-06-16,41,452.0,PT30M
18313,Wind generation,Wind Offshore,2018-06-16,41,2472.413,PT30M
18314,Wind generation,Wind Onshore,2018-06-16,41,2853.405,PT30M
18315,Solar generation,Solar,2018-06-16,42,186.0,PT30M
18316,Wind generation,Wind Offshore,2018-06-16,42,2564.62,PT30M
18317,Wind generation,Wind Onshore,2018-06-16,42,2774.708,PT30M
18318,Solar generation,Solar,2018-06-16,43,400.0,PT30M
18319,Wind generation,Wind Offshore,2018-06-16,43,2500.362,PT30M
18320,Wind generation,Wind Onshore,2018-06-16,43,2610.548,PT30M
18321,Solar generation,Solar,2018-06-16,44,8.0,PT30M
18322,Wind generation,Wind Offshore,2018-06-16,44,2317.208,PT30M
18323,Wind generation,Wind Onshore,2018-06-16,44,2587.355,PT30M
18324,Solar generation,Solar,2018-06-16,45,3.0,PT30M
18325,Wind generation,Wind Offshore,2018-06-16,45,2195.334,PT30M
18326,Wind generation,Wind Onshore,2018-06-16,45,2379.205,PT30M
18327,Solar generation,Solar,2018-06-16,46,0.0,PT30M
18328,Wind generation,Wind Offshore,2018-06-16,46,1806.964,PT30M
18329,Wind generation,Wind Onshore,2018-06-16,46,2216.85,PT30M
18330,Solar generation,Solar,2018-06-16,47,0.0,PT30M
18331,Wind generation,Wind Offshore,2018-06-16,47,1827.996,PT30M
18332,Wind generation,Wind Onshore,2018-06-16,47,2236.031,PT30M
18333,Solar generation,Solar,2018-06-16,48,0.0,PT30M
18334,Wind generation,Wind Offshore,2018-06-16,48,1765.338,PT30M
18335,Wind generation,Wind Onshore,2018-06-16,48,2306.3320000000003,PT30M
18336,Solar generation,Solar,2018-06-17,1,0.0,PT30M
18337,Wind generation,Wind Offshore,2018-06-17,1,1863.576,PT30M
18338,Wind generation,Wind Onshore,2018-06-17,1,2364.3720000000003,PT30M
18339,Solar generation,Solar,2018-06-17,2,0.0,PT30M
18340,Wind generation,Wind Offshore,2018-06-17,2,2154.206,PT30M
18341,Wind generation,Wind Onshore,2018-06-17,2,2254.155,PT30M
18342,Solar generation,Solar,2018-06-17,3,0.0,PT30M
18343,Wind generation,Wind Offshore,2018-06-17,3,2165.607,PT30M
18344,Wind generation,Wind Onshore,2018-06-17,3,2165.0789999999997,PT30M
18345,Solar generation,Solar,2018-06-17,4,0.0,PT30M
18346,Wind generation,Wind Offshore,2018-06-17,4,2147.489,PT30M
18347,Wind generation,Wind Onshore,2018-06-17,4,2089.639,PT30M
18348,Solar generation,Solar,2018-06-17,5,1.0,PT30M
18349,Wind generation,Wind Offshore,2018-06-17,5,2114.3579999999997,PT30M
18350,Wind generation,Wind Onshore,2018-06-17,5,2069.04,PT30M
18351,Solar generation,Solar,2018-06-17,6,1.0,PT30M
18352,Wind generation,Wind Offshore,2018-06-17,6,2110.835,PT30M
18353,Wind generation,Wind Onshore,2018-06-17,6,2004.704,PT30M
18354,Solar generation,Solar,2018-06-17,7,0.0,PT30M
18355,Wind generation,Wind Offshore,2018-06-17,7,2033.1860000000001,PT30M
18356,Wind generation,Wind Onshore,2018-06-17,7,1841.892,PT30M
18357,Solar generation,Solar,2018-06-17,8,1.0,PT30M
18358,Wind generation,Wind Offshore,2018-06-17,8,1807.405,PT30M
18359,Wind generation,Wind Onshore,2018-06-17,8,1794.526,PT30M
18360,Solar generation,Solar,2018-06-17,9,1.0,PT30M
18361,Wind generation,Wind Offshore,2018-06-17,9,1870.4660000000001,PT30M
18362,Wind generation,Wind Onshore,2018-06-17,9,1757.8220000000001,PT30M
18363,Solar generation,Solar,2018-06-17,10,8.0,PT30M
18364,Wind generation,Wind Offshore,2018-06-17,10,1750.695,PT30M
18365,Wind generation,Wind Onshore,2018-06-17,10,1818.386,PT30M
18366,Solar generation,Solar,2018-06-17,11,44.0,PT30M
18367,Wind generation,Wind Offshore,2018-06-17,11,1693.599,PT30M
18368,Wind generation,Wind Onshore,2018-06-17,11,1837.81,PT30M
18369,Solar generation,Solar,2018-06-17,12,134.0,PT30M
18370,Wind generation,Wind Offshore,2018-06-17,12,1669.207,PT30M
18371,Wind generation,Wind Onshore,2018-06-17,12,1749.194,PT30M
18372,Solar generation,Solar,2018-06-17,13,298.0,PT30M
18373,Wind generation,Wind Offshore,2018-06-17,13,1601.6670000000001,PT30M
18374,Wind generation,Wind Onshore,2018-06-17,13,1614.602,PT30M
