,Business Type,Power System Resource  Type,Settlement Date,Settlement Period,Quantity,Resolution
34852,Wind generation,Wind Offshore,2019-01-14,24,1964.9260000000002,PT30M
34853,Wind generation,Wind Onshore,2019-01-14,24,3444.138,PT30M
34854,Solar generation,Solar,2019-01-14,25,2270.0,PT30M
34855,Wind generation,Wind Offshore,2019-01-14,25,1950.07,PT30M
34856,Wind generation,Wind Onshore,2019-01-14,25,2850.387,PT30M
34857,Solar generation,Solar,2019-01-14,25,2453.0,PT30M
34858,Wind generation,Wind Offshore,2019-01-14,25,1524.991,PT30M
34859,Wind generation,Wind Onshore,2019-01-14,25,3326.865,PT30M
34860,Solar generation,Solar,2019-01-14,25,2241.0,PT30M
34861,Wind generation,Wind Offshore,2019-01-14,25,1688.7379999999998,PT30M
34862,Wind generation,Wind Onshore,2019-01-14,25,3562.5690000000004,PT30M
34863,Solar generation,Solar,2019-01-14,26,2258.0,PT30M
34864,Wind generation,Wind Offshore,2019-01-14,26,1950.07,PT30M
34865,Wind generation,Wind Onshore,2019-01-14,26,2850.387,PT30M
34866,Solar generation,Solar,2019-01-14,26,2362.0,PT30M
34867,Wind generation,Wind Offshore,2019-01-14,26,1524.991,PT30M
34868,Wind generation,Wind Onshore,2019-01-14,26,3326.865,PT30M
34869,Solar generation,Solar,2019-01-14,26,2187.0,PT30M
34870,Wind generation,Wind Offshore,2019-01-14,26,1688.7379999999998,PT30M
34871,Wind generation,Wind Onshore,2019-01-14,26,3562.5690000000004,PT30M
34872,Solar generation,Solar,2019-01-14,27,2043.0,PT30M
34873,Wind generation,Wind Offshore,2019-01-14,27,1832.8829999999998,PT30M
34874,Wind generation,Wind Onshore,2019-01-14,27,3087.183,PT30M
34875,Solar generation,Solar,2019-01-14,27,2159.0,PT30M
34876,Wind generation,Wind Offshore,2019-01-14,27,1371.9660000000001,PT30M
34877,Wind generation,Wind Onshore,2019-01-14,27,3611.2340000000004,PT30M
34878,Solar generation,Solar,2019-01-14,27,2008.0,PT30M
34879,Wind generation,Wind Offshore,2019-01-14,27,1523.22,PT30M
34880,Wind generation,Wind Onshore,2019-01-14,27,3810.4109999999996,PT30M
34881,Solar generation,Solar,2019-01-14,28,1681.0,PT30M
34882,Wind generation,Wind Offshore,2019-01-14,28,1832.8829999999998,PT30M
34883,Wind generation,Wind Onshore,2019-01-14,28,3087.183,PT30M
34884,Solar generation,Solar,2019-01-14,28,1842.0,PT30M
34885,Wind generation,Wind Offshore,2019-01-14,28,1371.9660000000001,PT30M
34886,Wind generation,Wind Onshore,2019-01-14,28,3611.2340000000004,PT30M
34887,Solar generation,Solar,2019-01-14,28,1723.0,PT30M
34888,Wind generation,Wind Offshore,2019-01-14,28,1523.22,PT30M
34889,Wind generation,Wind Onshore,2019-01-14,28,3810.4109999999996,PT30M
34890,Solar generation,Solar,2019-01-14,29,1250.0,PT30M
34891,Wind generation,Wind Offshore,2019-01-14,29,1681.204,PT30M
34892,Wind generation,Wind Onshore,2019-01-14,29,3288.7140000000004,PT30M
34893,Solar generation,Solar,2019-01-14,29,1416.0,PT30M
34894,Wind generation,Wind Offshore,2019-01-14,29,1247.267,PT30M
34895,Wind generation,Wind Onshore,2019-01-14,29,3738.93,PT30M
34896,Solar generation,Solar,2019-01-14,29,1350.0,PT30M
34897,Wind generation,Wind Offshore,2019-01-14,29,1383.943,PT30M
34898,Wind generation,Wind Onshore,2019-01-14,29,3939.027,PT30M
34899,Solar generation,Solar,2019-01-14,30,809.0,PT30M
34900,Wind generation,Wind Offshore,2019-01-14,30,1681.204,PT30M
34901,Wind generation,Wind Onshore,2019-01-14,30,3288.7140000000004,PT30M
34902,Solar generation,Solar,2019-01-14,30,938.0,PT30M
34903,Wind generation,Wind Offshore,2019-01-14,30,1247.267,PT30M
34904,Wind generation,Wind Onshore,2019-01-14,30,3738.93,PT30M
34905,Solar generation,Solar,2019-01-14,30,919.0,PT30M
34906,Wind generation,Wind Offshore,2019-01-14,30,1383.943,PT30M
34907,Wind generation,Wind Onshore,2019-01-14,30,3939.027,PT30M
34908,Solar generation,Solar,2019-01-14,31,413.0,PT30M
34909,Wind generation,Wind Offshore,2019-01-14,31,1610.805,PT30M
34910,Wind generation,Wind Onshore,2019-01-14,31,3480.975,PT30M
34911,Solar generation,Solar,2019-01-14,31,487.0,PT30M
34912,Wind generation,Wind Offshore,2019-01-14,31,1238.98,PT30M
34913,Wind generation,Wind Onshore,2019-01-14,31,3747.512,PT30M
34914,Solar generation,Solar,2019-01-14,31,475.0,PT30M
34915,Wind generation,Wind Offshore,2019-01-14,31,1339.7920000000001,PT30M
34916,Wind generation,Wind Onshore,2019-01-14,31,3963.452,PT30M
34917,Solar generation,Solar,2019-01-14,32,134.0,PT30M
34918,Wind generation,Wind Offshore,2019-01-14,32,1610.805,PT30M
34919,Wind generation,Wind Onshore,2019-01-14,32,3480.975,PT30M
34920,Solar generation,Solar,2019-01-14,32,159.0,PT30M
34921,Wind generation,Wind Offshore,2019-01-14,32,1238.98,PT30M
34922,Wind generation,Wind Onshore,2019-01-14,32,3747.512,PT30M
34923,Solar generation,Solar,2019-01-14,32,139.0,PT30M
34924,Wind generation,Wind Offshore,2019-01-14,32,1339.7920000000001,PT30M
34925,Wind generation,Wind Onshore,2019-01-14,32,3963.452,PT30M
34926,Solar generation,Solar,2019-01-14,33,19.0,PT30M
34927,Wind generation,Wind Offshore,2019-01-14,33,1542.691,PT30M
34928,Wind generation,Wind Onshore,2019-01-14,33,3511.083,PT30M
34929,Solar generation,Solar,2019-01-14,33,22.0,PT30M
34930,Wind generation,Wind Offshore,2019-01-14,33,1313.535,PT30M
34931,Wind generation,Wind Onshore,2019-01-14,33,3733.577,PT30M
34932,Solar generation,Solar,2019-01-14,33,0.0,PT30M
34933,Wind generation,Wind Offshore,2019-01-14,33,1391.1670000000001,PT30M
34934,Wind generation,Wind Onshore,2019-01-14,33,3912.8340000000003,PT30M
34935,Solar generation,Solar,2019-01-14,34,0.0,PT30M
34936,Wind generation,Wind Offshore,2019-01-14,34,1542.691,PT30M
34937,Wind generation,Wind Onshore,2019-01-14,34,3511.083,PT30M
34938,Solar generation,Solar,2019-01-14,34,0.0,PT30M
34939,Wind generation,Wind Offshore,2019-01-14,34,1313.535,PT30M
34940,Wind generation,Wind Onshore,2019-01-14,34,3733.577,PT30M
34941,Solar generation,Solar,2019-01-14,34,0.0,PT30M
34942,Wind generation,Wind Offshore,2019-01-14,34,1391.1670000000001,PT30M
34943,Wind generation,Wind Onshore,2019-01-14,34,3912.8340000000003,PT30M
34944,Solar generation,Solar,2019-01-14,35,0.0,PT30M
34945,Wind generation,Wind Offshore,2019-01-14,35,1441.35,PT30M
34946,Wind generation,Wind Onshore,2019-01-14,35,3576.342,PT30M
34947,Solar generation,Solar,2019-01-14,35,0.0,PT30M
34948,Wind generation,Wind Offshore,2019-01-14,35,1427.3670000000002,PT30M
34949,Wind generation,Wind Onshore,2019-01-14,35,3741.952,PT30M
34950,Solar generation,Solar,2019-01-14,35,0.0,PT30M
34951,Wind generation,Wind Offshore,2019-01-14,35,1477.878,PT30M
34952,Wind generation,Wind Onshore,2019-01-14,35,3891.212,PT30M
34953,Solar generation,Solar,2019-01-14,36,0.0,PT30M
34954,Wind generation,Wind Offshore,2019-01-14,36,1441.35,PT30M
34955,Wind generation,Wind Onshore,2019-01-14,36,3576.342,PT30M
34956,Solar generation,Solar,2019-01-14,36,0.0,PT30M
34957,Wind generation,Wind Offshore,2019-01-14,36,1427.3670000000002,PT30M
34958,Wind generation,Wind Onshore,2019-01-14,36,3741.952,PT30M
34959,Solar generation,Solar,2019-01-14,36,0.0,PT30M
34960,Wind generation,Wind Offshore,2019-01-14,36,1477.878,PT30M
34961,Wind generation,Wind Onshore,2019-01-14,36,3891.212,PT30M
34962,Solar generation,Solar,2019-01-14,37,0.0,PT30M
34963,Wind generation,Wind Offshore,2019-01-14,37,1345.9460000000001,PT30M
34964,Wind generation,Wind Onshore,2019-01-14,37,3704.4109999999996,PT30M
34965,Solar generation,Solar,2019-01-14,37,0.0,PT30M
34966,Wind generation,Wind Offshore,2019-01-14,37,1502.118,PT30M
34967,Wind generation,Wind Onshore,2019-01-14,37,3762.0429999999997,PT30M
34968,Solar generation,Solar,2019-01-14,37,0.0,PT30M
34969,Wind generation,Wind Offshore,2019-01-14,37,1538.473,PT30M
34970,Wind generation,Wind Onshore,2019-01-14,37,3887.8309999999997,PT30M
34971,Solar generation,Solar,2019-01-14,38,0.0,PT30M
34972,Wind generation,Wind Offshore,2019-01-14,38,1345.9460000000001,PT30M
34973,Wind generation,Wind Onshore,2019-01-14,38,3704.4109999999996,PT30M
34974,Solar generation,Solar,2019-01-14,38,0.0,PT30M
34975,Wind generation,Wind Offshore,2019-01-14,38,1502.118,PT30M
34976,Wind generation,Wind Onshore,2019-01-14,38,3762.0429999999997,PT30M
34977,Solar generation,Solar,2019-01-14,38,0.0,PT30M
34978,Wind generation,Wind Offshore,2019-01-14,38,1538.473,PT30M
34979,Wind generation,Wind Onshore,2019-01-14,38,3887.8309999999997,PT30M
34980,Solar generation,Solar,2019-01-14,39,0.0,PT30M
34981,Wind generation,Wind Offshore,2019-01-14,39,1571.18,PT30M
34982,Wind generation,Wind Onshore,2019-01-14,39,4138.94,PT30M
34983,Solar generation,Solar,2019-01-14,39,0.0,PT30M
34984,Wind generation,Wind Offshore,2019-01-14,39,1736.4620000000002,PT30M
34985,Wind generation,Wind Onshore,2019-01-14,39,4132.579000000001,PT30M
34986,Solar generation,Solar,2019-01-14,39,0.0,PT30M
34987,Wind generation,Wind Offshore,2019-01-14,39,1816.729,PT30M
34988,Wind generation,Wind Onshore,2019-01-14,39,4312.976,PT30M
34989,Solar generation,Solar,2019-01-14,40,0.0,PT30M
34990,Wind generation,Wind Offshore,2019-01-14,40,1571.18,PT30M
34991,Wind generation,Wind Onshore,2019-01-14,40,4138.94,PT30M
34992,Solar generation,Solar,2019-01-14,40,0.0,PT30M
34993,Wind generation,Wind Offshore,2019-01-14,40,1736.4620000000002,PT30M
34994,Wind generation,Wind Onshore,2019-01-14,40,4132.579000000001,PT30M
34995,Solar generation,Solar,2019-01-14,40,0.0,PT30M
34996,Wind generation,Wind Offshore,2019-01-14,40,1816.729,PT30M
34997,Wind generation,Wind Onshore,2019-01-14,40,4312.976,PT30M
34998,Solar generation,Solar,2019-01-14,41,0.0,PT30M
34999,Wind generation,Wind Offshore,2019-01-14,41,1861.624,PT30M
35000,Wind generation,Wind Onshore,2019-01-14,41,4685.867,PT30M
35001,Solar generation,Solar,2019-01-14,41,0.0,PT30M
35002,Wind generation,Wind Offshore,2019-01-14,41,2084.491,PT30M
35003,Wind generation,Wind Onshore,2019-01-14,41,4659.034000000001,PT30M
35004,Solar generation,Solar,2019-01-14,41,0.0,PT30M
35005,Wind generation,Wind Offshore,2019-01-14,41,2200.321,PT30M
35006,Wind generation,Wind Onshore,2019-01-14,41,4858.803,PT30M
35007,Solar generation,Solar,2019-01-14,42,0.0,PT30M
35008,Wind generation,Wind Offshore,2019-01-14,42,1861.624,PT30M
35009,Wind generation,Wind Onshore,2019-01-14,42,4685.867,PT30M
35010,Solar generation,Solar,2019-01-14,42,0.0,PT30M
35011,Wind generation,Wind Offshore,2019-01-14,42,2084.491,PT30M
35012,Wind generation,Wind Onshore,2019-01-14,42,4659.034000000001,PT30M
35013,Solar generation,Solar,2019-01-14,42,0.0,PT30M
35014,Wind generation,Wind Offshore,2019-01-14,42,2200.321,PT30M
35015,Wind generation,Wind Onshore,2019-01-14,42,4858.803,PT30M
35016,Solar generation,Solar,2019-01-14,43,0.0,PT30M
35017,Wind generation,Wind Offshore,2019-01-14,43,2157.284,PT30M
35018,Wind generation,Wind Onshore,2019-01-14,43,5315.994000000001,PT30M
35019,Solar generation,Solar,2019-01-14,43,0.0,PT30M
35020,Wind generation,Wind Offshore,2019-01-14,43,2474.28,PT30M
35021,Wind generation,Wind Onshore,2019-01-14,43,5319.161999999999,PT30M
35022,Solar generation,Solar,2019-01-14,43,0.0,PT30M
35023,Wind generation,Wind Offshore,2019-01-14,43,2628.453,PT30M
35024,Wind generation,Wind Onshore,2019-01-14,43,5509.295999999999,PT30M
35025,Solar generation,Solar,2019-01-14,44,0.0,PT30M
35026,Wind generation,Wind Offshore,2019-01-14,44,2157.284,PT30M
35027,Wind generation,Wind Onshore,2019-01-14,44,5315.994000000001,PT30M
35028,Solar generation,Solar,2019-01-14,44,0.0,PT30M
35029,Wind generation,Wind Offshore,2019-01-14,44,2474.28,PT30M
35030,Wind generation,Wind Onshore,2019-01-14,44,5319.161999999999,PT30M
35031,Solar generation,Solar,2019-01-14,44,0.0,PT30M
35032,Wind generation,Wind Offshore,2019-01-14,44,2628.453,PT30M
35033,Wind generation,Wind Onshore,2019-01-14,44,5509.295999999999,PT30M
35034,Solar generation,Solar,2019-01-14,45,0.0,PT30M
35035,Wind generation,Wind Offshore,2019-01-14,45,2577.894,PT30M
35036,Wind generation,Wind Onshore,2019-01-14,45,5891.284000000001,PT30M
35037,Solar generation,Solar,2019-01-14,45,0.0,PT30M
35038,Wind generation,Wind Offshore,2019-01-14,45,2836.137,PT30M
35039,Wind generation,Wind Onshore,2019-01-14,45,5953.427,PT30M
35040,Solar generation,Solar,2019-01-14,45,0.0,PT30M
35041,Wind generation,Wind Offshore,2019-01-14,45,2983.498,PT30M
35042,Wind generation,Wind Onshore,2019-01-14,45,6116.621999999999,PT30M
35043,Solar generation,Solar,2019-01-14,46,0.0,PT30M
35044,Wind generation,Wind Offshore,2019-01-14,46,2577.894,PT30M
35045,Wind generation,Wind Onshore,2019-01-14,46,5891.284000000001,PT30M
35046,Solar generation,Solar,2019-01-14,46,0.0,PT30M
35047,Wind generation,Wind Offshore,2019-01-14,46,2836.137,PT30M
35048,Wind generation,Wind Onshore,2019-01-14,46,5953.427,PT30M
35049,Solar generation,Solar,2019-01-14,46,0.0,PT30M
35050,Wind generation,Wind Offshore,2019-01-14,46,2983.498,PT30M
35051,Wind generation,Wind Onshore,2019-01-14,46,6116.621999999999,PT30M
35052,Solar generation,Solar,2019-01-14,47,0.0,PT30M
35053,Wind generation,Wind Offshore,2019-01-14,47,2986.4570000000003,PT30M
35054,Wind generation,Wind Onshore,2019-01-14,47,6407.1,PT30M
35055,Solar generation,Solar,2019-01-14,47,0.0,PT30M
35056,Wind generation,Wind Offshore,2019-01-14,47,3154.077,PT30M
35057,Wind generation,Wind Onshore,2019-01-14,47,6352.331999999999,PT30M
35058,Solar generation,Solar,2019-01-14,47,0.0,PT30M
35059,Wind generation,Wind Offshore,2019-01-14,47,3296.6240000000003,PT30M
35060,Wind generation,Wind Onshore,2019-01-14,47,6531.376,PT30M
35061,Solar generation,Solar,2019-01-14,48,0.0,PT30M
35062,Wind generation,Wind Offshore,2019-01-14,48,2986.4570000000003,PT30M
35063,Wind generation,Wind Onshore,2019-01-14,48,6407.1,PT30M
35064,Solar generation,Solar,2019-01-14,48,0.0,PT30M
35065,Wind generation,Wind Offshore,2019-01-14,48,3154.077,PT30M
35066,Wind generation,Wind Onshore,2019-01-14,48,6352.331999999999,PT30M
35067,Solar generation,Solar,2019-01-14,48,0.0,PT30M
35068,Wind generation,Wind Offshore,2019-01-14,48,3296.6240000000003,PT30M
35069,Wind generation,Wind Onshore,2019-01-14,48,6531.376,PT30M
35070,Solar generation,Solar,2019-01-15,1,0.0,PT30M
35071,Wind generation,Wind Offshore,2019-01-15,1,3525.518,PT30M
35072,Wind generation,Wind Onshore,2019-01-15,1,6926.33,PT30M
35073,Solar generation,Solar,2019-01-15,2,0.0,PT30M
35074,Wind generation,Wind Offshore,2019-01-15,2,3525.518,PT30M
35075,Wind generation,Wind Onshore,2019-01-15,2,6926.33,PT30M
35076,Solar generation,Solar,2019-01-15,3,0.0,PT30M
35077,Wind generation,Wind Offshore,2019-01-15,3,3657.719,PT30M
35078,Wind generation,Wind Onshore,2019-01-15,3,7207.539000000001,PT30M
35079,Solar generation,Solar,2019-01-15,4,0.0,PT30M
35080,Wind generation,Wind Offshore,2019-01-15,4,3657.719,PT30M
35081,Wind generation,Wind Onshore,2019-01-15,4,7207.539000000001,PT30M
35082,Solar generation,Solar,2019-01-15,5,0.0,PT30M
35083,Wind generation,Wind Offshore,2019-01-15,5,3799.627,PT30M
35084,Wind generation,Wind Onshore,2019-01-15,5,7424.939,PT30M
35085,Solar generation,Solar,2019-01-15,6,0.0,PT30M
35086,Wind generation,Wind Offshore,2019-01-15,6,3799.627,PT30M
35087,Wind generation,Wind Onshore,2019-01-15,6,7424.939,PT30M
35088,Solar generation,Solar,2019-01-15,7,0.0,PT30M
35089,Wind generation,Wind Offshore,2019-01-15,7,3950.4959999999996,PT30M
35090,Wind generation,Wind Onshore,2019-01-15,7,7609.871999999999,PT30M
35091,Solar generation,Solar,2019-01-15,8,0.0,PT30M
35092,Wind generation,Wind Offshore,2019-01-15,8,3950.4959999999996,PT30M
35093,Wind generation,Wind Onshore,2019-01-15,8,7609.871999999999,PT30M
35094,Solar generation,Solar,2019-01-15,9,0.0,PT30M
35095,Wind generation,Wind Offshore,2019-01-15,9,4015.8579999999997,PT30M
35096,Wind generation,Wind Onshore,2019-01-15,9,7578.922,PT30M
35097,Solar generation,Solar,2019-01-15,10,0.0,PT30M
35098,Wind generation,Wind Offshore,2019-01-15,10,4015.8579999999997,PT30M
35099,Wind generation,Wind Onshore,2019-01-15,10,7578.922,PT30M
35100,Solar generation,Solar,2019-01-15,11,0.0,PT30M
35101,Wind generation,Wind Offshore,2019-01-15,11,4045.9109999999996,PT30M
35102,Wind generation,Wind Onshore,2019-01-15,11,7503.259,PT30M
35103,Solar generation,Solar,2019-01-15,12,0.0,PT30M
35104,Wind generation,Wind Offshore,2019-01-15,12,4045.9109999999996,PT30M
35105,Wind generation,Wind Onshore,2019-01-15,12,7503.259,PT30M
35106,Solar generation,Solar,2019-01-15,13,0.0,PT30M
35107,Wind generation,Wind Offshore,2019-01-15,13,4078.482,PT30M
35108,Wind generation,Wind Onshore,2019-01-15,13,7358.745,PT30M
35109,Solar generation,Solar,2019-01-15,14,0.0,PT30M
35110,Wind generation,Wind Offshore,2019-01-15,14,4078.482,PT30M
35111,Wind generation,Wind Onshore,2019-01-15,14,7358.745,PT30M
35112,Solar generation,Solar,2019-01-15,15,0.0,PT30M
35113,Wind generation,Wind Offshore,2019-01-15,15,4171.005999999999,PT30M
35114,Wind generation,Wind Onshore,2019-01-15,15,7214.427,PT30M
35115,Solar generation,Solar,2019-01-15,15,0.0,PT30M
35116,Wind generation,Wind Offshore,2019-01-15,15,3992.4309999999996,PT30M
35117,Wind generation,Wind Onshore,2019-01-15,15,7101.328,PT30M
35118,Solar generation,Solar,2019-01-15,16,0.0,PT30M
35119,Wind generation,Wind Offshore,2019-01-15,16,4171.005999999999,PT30M
35120,Wind generation,Wind Onshore,2019-01-15,16,7214.427,PT30M
35121,Solar generation,Solar,2019-01-15,16,0.0,PT30M
35122,Wind generation,Wind Offshore,2019-01-15,16,3992.4309999999996,PT30M
35123,Wind generation,Wind Onshore,2019-01-15,16,7101.328,PT30M
35124,Solar generation,Solar,2019-01-15,17,34.0,PT30M
35125,Wind generation,Wind Offshore,2019-01-15,17,4227.65,PT30M
35126,Wind generation,Wind Onshore,2019-01-15,17,7064.969,PT30M
35127,Solar generation,Solar,2019-01-15,17,39.0,PT30M
35128,Wind generation,Wind Offshore,2019-01-15,17,4048.795,PT30M
35129,Wind generation,Wind Onshore,2019-01-15,17,6880.776,PT30M
35130,Solar generation,Solar,2019-01-15,18,167.0,PT30M
35131,Wind generation,Wind Offshore,2019-01-15,18,4227.65,PT30M
35132,Wind generation,Wind Onshore,2019-01-15,18,7064.969,PT30M
35133,Solar generation,Solar,2019-01-15,18,154.0,PT30M
35134,Wind generation,Wind Offshore,2019-01-15,18,4048.795,PT30M
35135,Wind generation,Wind Onshore,2019-01-15,18,6880.776,PT30M
35136,Solar generation,Solar,2019-01-15,19,444.0,PT30M
35137,Wind generation,Wind Offshore,2019-01-15,19,4260.288,PT30M
35138,Wind generation,Wind Onshore,2019-01-15,19,6894.986,PT30M
35139,Solar generation,Solar,2019-01-15,19,376.0,PT30M
35140,Wind generation,Wind Offshore,2019-01-15,19,4118.963,PT30M
35141,Wind generation,Wind Onshore,2019-01-15,19,6741.714,PT30M
35142,Solar generation,Solar,2019-01-15,20,759.0,PT30M
35143,Wind generation,Wind Offshore,2019-01-15,20,4260.288,PT30M
35144,Wind generation,Wind Onshore,2019-01-15,20,6894.986,PT30M
35145,Solar generation,Solar,2019-01-15,20,646.0,PT30M
35146,Wind generation,Wind Offshore,2019-01-15,20,4118.963,PT30M
35147,Wind generation,Wind Onshore,2019-01-15,20,6741.714,PT30M
35148,Solar generation,Solar,2019-01-15,21,1009.0,PT30M
35149,Wind generation,Wind Offshore,2019-01-15,21,4272.092000000001,PT30M
35150,Wind generation,Wind Onshore,2019-01-15,21,6960.6669999999995,PT30M
35151,Solar generation,Solar,2019-01-15,21,899.0,PT30M
35152,Wind generation,Wind Offshore,2019-01-15,21,4211.691,PT30M
35153,Wind generation,Wind Onshore,2019-01-15,21,6880.012,PT30M
35154,Solar generation,Solar,2019-01-15,22,1249.0,PT30M
35155,Wind generation,Wind Offshore,2019-01-15,22,4272.092000000001,PT30M
35156,Wind generation,Wind Onshore,2019-01-15,22,6960.6669999999995,PT30M
35157,Solar generation,Solar,2019-01-15,22,1135.0,PT30M
35158,Wind generation,Wind Offshore,2019-01-15,22,4211.691,PT30M
35159,Wind generation,Wind Onshore,2019-01-15,22,6880.012,PT30M
35160,Solar generation,Solar,2019-01-15,23,1531.0,PT30M
35161,Wind generation,Wind Offshore,2019-01-15,23,4277.898,PT30M
35162,Wind generation,Wind Onshore,2019-01-15,23,7069.215,PT30M
35163,Solar generation,Solar,2019-01-15,23,1356.0,PT30M
35164,Wind generation,Wind Offshore,2019-01-15,23,4160.568,PT30M
35165,Wind generation,Wind Onshore,2019-01-15,23,6936.357,PT30M
35166,Solar generation,Solar,2019-01-15,23,1130.0,PT30M
35167,Wind generation,Wind Offshore,2019-01-15,23,4219.806,PT30M
35168,Wind generation,Wind Onshore,2019-01-15,23,7038.311,PT30M
35169,Solar generation,Solar,2019-01-15,24,1743.0,PT30M
35170,Wind generation,Wind Offshore,2019-01-15,24,4277.898,PT30M
35171,Wind generation,Wind Onshore,2019-01-15,24,7069.215,PT30M
35172,Solar generation,Solar,2019-01-15,24,1507.0,PT30M
35173,Wind generation,Wind Offshore,2019-01-15,24,4160.568,PT30M
35174,Wind generation,Wind Onshore,2019-01-15,24,6936.357,PT30M
35175,Solar generation,Solar,2019-01-15,24,1247.0,PT30M
35176,Wind generation,Wind Offshore,2019-01-15,24,4219.806,PT30M
35177,Wind generation,Wind Onshore,2019-01-15,24,7038.311,PT30M
35178,Solar generation,Solar,2019-01-15,25,1771.0,PT30M
35179,Wind generation,Wind Offshore,2019-01-15,25,4267.811,PT30M
35180,Wind generation,Wind Onshore,2019-01-15,25,7229.5509999999995,PT30M
35181,Solar generation,Solar,2019-01-15,25,1543.0,PT30M
35182,Wind generation,Wind Offshore,2019-01-15,25,4069.623,PT30M
35183,Wind generation,Wind Onshore,2019-01-15,25,7007.014,PT30M
35184,Solar generation,Solar,2019-01-15,25,1240.0,PT30M
35185,Wind generation,Wind Offshore,2019-01-15,25,4140.26,PT30M
35186,Wind generation,Wind Onshore,2019-01-15,25,7097.728,PT30M
35187,Solar generation,Solar,2019-01-15,26,1651.0,PT30M
35188,Wind generation,Wind Offshore,2019-01-15,26,4267.811,PT30M
35189,Wind generation,Wind Onshore,2019-01-15,26,7229.5509999999995,PT30M
35190,Solar generation,Solar,2019-01-15,26,1501.0,PT30M
35191,Wind generation,Wind Offshore,2019-01-15,26,4069.623,PT30M
35192,Wind generation,Wind Onshore,2019-01-15,26,7007.014,PT30M
35193,Solar generation,Solar,2019-01-15,26,1174.0,PT30M
35194,Wind generation,Wind Offshore,2019-01-15,26,4140.26,PT30M
35195,Wind generation,Wind Onshore,2019-01-15,26,7097.728,PT30M
35196,Solar generation,Solar,2019-01-15,27,1448.0,PT30M
35197,Wind generation,Wind Offshore,2019-01-15,27,4209.948,PT30M
35198,Wind generation,Wind Onshore,2019-01-15,27,7337.455,PT30M
35199,Solar generation,Solar,2019-01-15,27,1419.0,PT30M
35200,Wind generation,Wind Offshore,2019-01-15,27,3952.861,PT30M
35201,Wind generation,Wind Onshore,2019-01-15,27,7156.795,PT30M
35202,Solar generation,Solar,2019-01-15,27,1114.0,PT30M
35203,Wind generation,Wind Offshore,2019-01-15,27,4036.783,PT30M
35204,Wind generation,Wind Onshore,2019-01-15,27,7196.463000000001,PT30M
35205,Solar generation,Solar,2019-01-15,28,1200.0,PT30M
35206,Wind generation,Wind Offshore,2019-01-15,28,4209.948,PT30M
35207,Wind generation,Wind Onshore,2019-01-15,28,7337.455,PT30M
35208,Solar generation,Solar,2019-01-15,28,1244.0,PT30M
35209,Wind generation,Wind Offshore,2019-01-15,28,3952.861,PT30M
35210,Wind generation,Wind Onshore,2019-01-15,28,7156.795,PT30M
35211,Solar generation,Solar,2019-01-15,28,1004.0,PT30M
35212,Wind generation,Wind Offshore,2019-01-15,28,4036.783,PT30M
35213,Wind generation,Wind Onshore,2019-01-15,28,7196.463000000001,PT30M
35214,Solar generation,Solar,2019-01-15,29,933.0,PT30M
35215,Wind generation,Wind Offshore,2019-01-15,29,4106.862,PT30M
35216,Wind generation,Wind Onshore,2019-01-15,29,7353.946999999999,PT30M
35217,Solar generation,Solar,2019-01-15,29,937.0,PT30M
35218,Wind generation,Wind Offshore,2019-01-15,29,3871.4640000000004,PT30M
35219,Wind generation,Wind Onshore,2019-01-15,29,7144.119000000001,PT30M
35220,Solar generation,Solar,2019-01-15,29,788.0,PT30M
35221,Wind generation,Wind Offshore,2019-01-15,29,3951.637,PT30M
35222,Wind generation,Wind Onshore,2019-01-15,29,7215.116999999999,PT30M
35223,Solar generation,Solar,2019-01-15,30,638.0,PT30M
35224,Wind generation,Wind Offshore,2019-01-15,30,4106.862,PT30M
35225,Wind generation,Wind Onshore,2019-01-15,30,7353.946999999999,PT30M
35226,Solar generation,Solar,2019-01-15,30,578.0,PT30M
35227,Wind generation,Wind Offshore,2019-01-15,30,3871.4640000000004,PT30M
35228,Wind generation,Wind Onshore,2019-01-15,30,7144.119000000001,PT30M
35229,Solar generation,Solar,2019-01-15,30,512.0,PT30M
35230,Wind generation,Wind Offshore,2019-01-15,30,3951.637,PT30M
35231,Wind generation,Wind Onshore,2019-01-15,30,7215.116999999999,PT30M
35232,Solar generation,Solar,2019-01-15,37,0.0,PT30M
35233,Wind generation,Wind Offshore,2019-01-15,37,4154.681,PT30M
35234,Wind generation,Wind Onshore,2019-01-15,37,7472.991999999999,PT30M
35235,Solar generation,Solar,2019-01-15,37,0.0,PT30M
35236,Wind generation,Wind Offshore,2019-01-15,37,3912.447,PT30M
35237,Wind generation,Wind Onshore,2019-01-15,37,7133.1269999999995,PT30M
35238,Solar generation,Solar,2019-01-15,37,0.0,PT30M
35239,Wind generation,Wind Offshore,2019-01-15,37,3996.28,PT30M
35240,Wind generation,Wind Onshore,2019-01-15,37,7213.32,PT30M
35241,Solar generation,Solar,2019-01-16,9,0.0,PT30M
35242,Wind generation,Wind Offshore,2019-01-16,9,4616.417,PT30M
35243,Wind generation,Wind Onshore,2019-01-16,9,7548.4169999999995,PT30M
35244,Solar generation,Solar,2019-01-16,10,0.0,PT30M
35245,Wind generation,Wind Offshore,2019-01-16,10,4616.417,PT30M
35246,Wind generation,Wind Onshore,2019-01-16,10,7548.4169999999995,PT30M
35247,Solar generation,Solar,2019-01-16,20,376.0,PT30M
