,Business Type,Power System Resource  Type,Settlement Date,Settlement Period,Quantity,Resolution
14431,Wind generation,Wind Offshore,2015-06-26,46,1170.303,PT30M
14432,Wind generation,Wind Onshore,2015-06-26,46,1404.402,PT30M
14433,Solar generation,Solar,2015-06-27,6,0.0,PT30M
14434,Wind generation,Wind Offshore,2015-06-27,6,973.069,PT30M
14435,Wind generation,Wind Onshore,2015-06-27,6,1177.469,PT30M
14436,Solar generation,Solar,2015-06-27,7,0.0,PT30M
14437,Wind generation,Wind Offshore,2015-06-27,7,914.872,PT30M
14438,Wind generation,Wind Onshore,2015-06-27,7,1140.694,PT30M
14439,Solar generation,Solar,2015-06-27,18,2406.0,PT30M
14440,Wind generation,Wind Offshore,2015-06-27,18,571.075,PT30M
14441,Wind generation,Wind Onshore,2015-06-27,18,1039.63,PT30M
14442,Solar generation,Solar,2015-06-27,19,2887.0,PT30M
14443,Wind generation,Wind Offshore,2015-06-27,19,535.7869999999999,PT30M
14444,Wind generation,Wind Onshore,2015-06-27,19,1163.214,PT30M
14445,Solar generation,Solar,2015-06-27,32,4735.0,PT30M
14446,Wind generation,Wind Offshore,2015-06-27,32,329.37699999999995,PT30M
14447,Wind generation,Wind Onshore,2015-06-27,32,1572.279,PT30M
14448,Solar generation,Solar,2015-06-27,33,4427.0,PT30M
14449,Wind generation,Wind Offshore,2015-06-27,33,291.668,PT30M
14450,Wind generation,Wind Onshore,2015-06-27,33,1629.5870000000002,PT30M
14451,Solar generation,Solar,2015-06-27,44,326.0,PT30M
14452,Wind generation,Wind Offshore,2015-06-27,44,362.121,PT30M
14453,Wind generation,Wind Onshore,2015-06-27,44,1789.9229999999998,PT30M
14454,Solar generation,Solar,2015-06-28,14,127.0,PT30M
14455,Wind generation,Wind Offshore,2015-06-28,14,1249.4180000000001,PT30M
14456,Wind generation,Wind Onshore,2015-06-28,14,4702.525,PT30M
14457,Solar generation,Solar,2015-06-28,15,193.0,PT30M
14458,Wind generation,Wind Offshore,2015-06-28,15,1331.421,PT30M
14459,Wind generation,Wind Onshore,2015-06-28,15,4843.715,PT30M
14460,Solar generation,Solar,2015-06-28,26,1906.0,PT30M
14461,Wind generation,Wind Offshore,2015-06-28,26,1460.236,PT30M
14462,Wind generation,Wind Onshore,2015-06-28,26,4208.21,PT30M
14463,Solar generation,Solar,2015-06-28,27,2029.0,PT30M
14464,Wind generation,Wind Offshore,2015-06-28,27,1397.589,PT30M
14465,Wind generation,Wind Onshore,2015-06-28,27,4025.675,PT30M
14466,Solar generation,Solar,2015-06-28,39,1690.0,PT30M
14467,Wind generation,Wind Offshore,2015-06-28,39,1261.2,PT30M
14468,Wind generation,Wind Onshore,2015-06-28,39,2901.5559999999996,PT30M
14469,Solar generation,Solar,2015-06-28,40,1419.0,PT30M
14470,Wind generation,Wind Offshore,2015-06-28,40,1261.2,PT30M
14471,Wind generation,Wind Onshore,2015-06-28,40,2901.5559999999996,PT30M
14472,Solar generation,Solar,2015-06-29,1,0.0,PT30M
14473,Wind generation,Wind Offshore,2015-06-29,1,997.59,PT30M
14474,Wind generation,Wind Onshore,2015-06-29,1,1845.876,PT30M
14475,Solar generation,Solar,2015-06-29,24,4127.0,PT30M
14476,Wind generation,Wind Offshore,2015-06-29,24,211.576,PT30M
14477,Wind generation,Wind Onshore,2015-06-29,24,1697.661,PT30M
14478,Solar generation,Solar,2015-06-29,25,4382.0,PT30M
14479,Wind generation,Wind Offshore,2015-06-29,25,207.595,PT30M
14480,Wind generation,Wind Onshore,2015-06-29,25,1769.014,PT30M
14481,Solar generation,Solar,2015-06-29,37,2745.0,PT30M
14482,Wind generation,Wind Offshore,2015-06-29,37,240.812,PT30M
14483,Wind generation,Wind Onshore,2015-06-29,37,1443.244,PT30M
14484,Solar generation,Solar,2015-06-29,38,2284.0,PT30M
14485,Wind generation,Wind Offshore,2015-06-29,38,240.812,PT30M
14486,Wind generation,Wind Onshore,2015-06-29,38,1443.244,PT30M
14487,Solar generation,Solar,2015-06-30,1,0.0,PT30M
14488,Wind generation,Wind Offshore,2015-06-30,1,445.19199999999995,PT30M
14489,Wind generation,Wind Onshore,2015-06-30,1,1488.014,PT30M
14490,Solar generation,Solar,2015-06-30,14,617.0,PT30M
14491,Wind generation,Wind Offshore,2015-06-30,14,411.564,PT30M
14492,Wind generation,Wind Onshore,2015-06-30,14,2146.883,PT30M
14493,Solar generation,Solar,2015-06-30,15,904.0,PT30M
14494,Wind generation,Wind Offshore,2015-06-30,15,391.88699999999994,PT30M
14495,Wind generation,Wind Onshore,2015-06-30,15,2228.862,PT30M
14496,Solar generation,Solar,2015-06-30,27,6339.0,PT30M
14497,Wind generation,Wind Offshore,2015-06-30,27,462.845,PT30M
14498,Wind generation,Wind Onshore,2015-06-30,27,2493.299,PT30M
14499,Solar generation,Solar,2015-07-01,19,2429.0,PT30M
14500,Wind generation,Wind Offshore,2015-07-01,19,2254.4610000000002,PT30M
14501,Wind generation,Wind Onshore,2015-07-01,19,2808.78,PT30M
14502,Solar generation,Solar,2015-07-01,20,2691.0,PT30M
14503,Wind generation,Wind Offshore,2015-07-01,20,2254.4610000000002,PT30M
14504,Wind generation,Wind Onshore,2015-07-01,20,2808.78,PT30M
14505,Solar generation,Solar,2015-07-01,32,4398.0,PT30M
14506,Wind generation,Wind Offshore,2015-07-01,32,2205.284,PT30M
14507,Wind generation,Wind Onshore,2015-07-01,32,3559.921,PT30M
14508,Solar generation,Solar,2015-07-01,33,4172.0,PT30M
14509,Wind generation,Wind Offshore,2015-07-01,33,2076.157,PT30M
14510,Wind generation,Wind Onshore,2015-07-01,33,3262.5370000000003,PT30M
14511,Solar generation,Solar,2015-07-01,46,56.0,PT30M
14512,Wind generation,Wind Offshore,2015-07-01,46,1388.029,PT30M
14513,Wind generation,Wind Onshore,2015-07-01,46,1643.509,PT30M
14514,Solar generation,Solar,2015-07-01,47,0.0,PT30M
14515,Wind generation,Wind Offshore,2015-07-01,47,1160.3319999999999,PT30M
14516,Wind generation,Wind Onshore,2015-07-01,47,1406.152,PT30M
14517,Solar generation,Solar,2015-07-02,8,0.0,PT30M
14518,Wind generation,Wind Offshore,2015-07-02,8,731.0980000000001,PT30M
14519,Wind generation,Wind Onshore,2015-07-02,8,815.192,PT30M
14520,Solar generation,Solar,2015-07-02,30,4140.0,PT30M
14521,Wind generation,Wind Offshore,2015-07-02,30,307.29400000000004,PT30M
14522,Wind generation,Wind Onshore,2015-07-02,30,920.956,PT30M
14523,Solar generation,Solar,2015-07-03,27,6332.0,PT30M
14524,Wind generation,Wind Offshore,2015-07-03,27,192.36,PT30M
14525,Wind generation,Wind Onshore,2015-07-03,27,759.502,PT30M
14526,Solar generation,Solar,2015-07-03,47,0.0,PT30M
14527,Wind generation,Wind Offshore,2015-07-03,47,2472.686,PT30M
14528,Wind generation,Wind Onshore,2015-07-03,47,3056.5440000000003,PT30M
14529,Solar generation,Solar,2015-07-03,48,0.0,PT30M
14530,Wind generation,Wind Offshore,2015-07-03,48,2472.686,PT30M
14531,Wind generation,Wind Onshore,2015-07-03,48,3056.5440000000003,PT30M
14532,Solar generation,Solar,2015-07-04,8,0.0,PT30M
14533,Wind generation,Wind Offshore,2015-07-04,8,2797.94,PT30M
14534,Wind generation,Wind Onshore,2015-07-04,8,4335.125,PT30M
14535,Solar generation,Solar,2015-07-04,9,0.0,PT30M
14536,Wind generation,Wind Offshore,2015-07-04,9,2739.805,PT30M
14537,Wind generation,Wind Onshore,2015-07-04,9,4475.621,PT30M
14538,Solar generation,Solar,2015-07-04,17,1199.0,PT30M
14539,Wind generation,Wind Offshore,2015-07-04,17,1831.964,PT30M
14540,Wind generation,Wind Onshore,2015-07-04,17,4463.657999999999,PT30M
14541,Solar generation,Solar,2015-07-04,18,1644.0,PT30M
14542,Wind generation,Wind Offshore,2015-07-04,18,1831.964,PT30M
14543,Wind generation,Wind Onshore,2015-07-04,18,4463.657999999999,PT30M
14544,Solar generation,Solar,2015-07-04,29,5665.0,PT30M
14545,Wind generation,Wind Offshore,2015-07-04,29,1688.359,PT30M
14546,Wind generation,Wind Onshore,2015-07-04,29,3417.264,PT30M
14547,Solar generation,Solar,2015-07-05,12,9.0,PT30M
14548,Wind generation,Wind Offshore,2015-07-05,12,246.06900000000002,PT30M
14549,Wind generation,Wind Onshore,2015-07-05,12,701.454,PT30M
14550,Solar generation,Solar,2015-07-05,13,235.0,PT30M
14551,Wind generation,Wind Offshore,2015-07-05,13,230.174,PT30M
14552,Wind generation,Wind Onshore,2015-07-05,13,672.221,PT30M
14553,Solar generation,Solar,2015-07-05,25,3229.0,PT30M
14554,Wind generation,Wind Offshore,2015-07-05,25,227.15900000000002,PT30M
14555,Wind generation,Wind Onshore,2015-07-05,25,1058.656,PT30M
14556,Solar generation,Solar,2015-07-05,47,0.0,PT30M
14557,Wind generation,Wind Offshore,2015-07-05,47,1270.488,PT30M
14558,Wind generation,Wind Onshore,2015-07-05,47,1076.075,PT30M
14559,Solar generation,Solar,2015-07-05,48,0.0,PT30M
14560,Wind generation,Wind Offshore,2015-07-05,48,1270.488,PT30M
14561,Wind generation,Wind Onshore,2015-07-05,48,1076.075,PT30M
14562,Solar generation,Solar,2015-07-06,8,0.0,PT30M
14563,Wind generation,Wind Offshore,2015-07-06,8,1319.9,PT30M
14564,Wind generation,Wind Onshore,2015-07-06,8,1095.055,PT30M
14565,Solar generation,Solar,2015-07-06,9,0.0,PT30M
14566,Wind generation,Wind Offshore,2015-07-06,9,1156.986,PT30M
14567,Wind generation,Wind Onshore,2015-07-06,9,1043.982,PT30M
14568,Solar generation,Solar,2015-07-06,21,2484.0,PT30M
14569,Wind generation,Wind Offshore,2015-07-06,21,808.7689999999999,PT30M
14570,Wind generation,Wind Onshore,2015-07-06,21,1221.854,PT30M
14571,Solar generation,Solar,2015-07-06,22,2484.0,PT30M
14572,Wind generation,Wind Offshore,2015-07-06,22,808.7689999999999,PT30M
14573,Wind generation,Wind Onshore,2015-07-06,22,1221.854,PT30M
14574,Solar generation,Solar,2015-07-06,34,2950.0,PT30M
14575,Wind generation,Wind Offshore,2015-07-06,34,1411.425,PT30M
14576,Wind generation,Wind Onshore,2015-07-06,34,2635.627,PT30M
14577,Solar generation,Solar,2015-07-06,35,2572.0,PT30M
14578,Wind generation,Wind Offshore,2015-07-06,35,1365.92,PT30M
14579,Wind generation,Wind Onshore,2015-07-06,35,2694.993,PT30M
14580,Solar generation,Solar,2015-07-06,46,66.0,PT30M
14581,Wind generation,Wind Offshore,2015-07-06,46,1430.076,PT30M
14582,Wind generation,Wind Onshore,2015-07-06,46,3161.0009999999997,PT30M
14583,Solar generation,Solar,2015-07-06,47,0.0,PT30M
14584,Wind generation,Wind Offshore,2015-07-06,47,1497.5179999999998,PT30M
14585,Wind generation,Wind Onshore,2015-07-06,47,3216.366,PT30M
14586,Solar generation,Solar,2015-07-07,34,4315.0,PT30M
14587,Wind generation,Wind Offshore,2015-07-07,34,2633.558,PT30M
14588,Wind generation,Wind Onshore,2015-07-07,34,3662.083,PT30M
14589,Solar generation,Solar,2015-07-07,35,3993.0,PT30M
14590,Wind generation,Wind Offshore,2015-07-07,35,2707.241,PT30M
14591,Wind generation,Wind Onshore,2015-07-07,35,3518.43,PT30M
14592,Solar generation,Solar,2015-07-07,46,51.0,PT30M
14593,Wind generation,Wind Offshore,2015-07-07,46,2883.677,PT30M
14594,Wind generation,Wind Onshore,2015-07-07,46,2555.134,PT30M
14595,Solar generation,Solar,2015-07-08,17,599.0,PT30M
14596,Wind generation,Wind Offshore,2015-07-08,17,2744.3340000000003,PT30M
14597,Wind generation,Wind Onshore,2015-07-08,17,3454.243,PT30M
14598,Solar generation,Solar,2015-07-08,18,798.0,PT30M
14599,Wind generation,Wind Offshore,2015-07-08,18,2744.3340000000003,PT30M
14600,Wind generation,Wind Onshore,2015-07-08,18,3454.243,PT30M
14601,Solar generation,Solar,2015-07-08,30,4507.0,PT30M
14602,Wind generation,Wind Offshore,2015-07-08,30,2352.295,PT30M
14603,Wind generation,Wind Onshore,2015-07-08,30,4001.312,PT30M
14604,Solar generation,Solar,2015-07-08,31,4473.0,PT30M
14605,Wind generation,Wind Offshore,2015-07-08,31,2289.641,PT30M
14606,Wind generation,Wind Onshore,2015-07-08,31,4073.011,PT30M
14607,Solar generation,Solar,2015-07-08,43,477.0,PT30M
14608,Wind generation,Wind Offshore,2015-07-08,43,1582.4360000000001,PT30M
14609,Wind generation,Wind Onshore,2015-07-08,43,2978.203,PT30M
14610,Solar generation,Solar,2015-07-08,44,284.0,PT30M
14611,Wind generation,Wind Offshore,2015-07-08,44,1582.4360000000001,PT30M
14612,Wind generation,Wind Onshore,2015-07-08,44,2978.203,PT30M
14613,Solar generation,Solar,2015-07-09,4,0.0,PT30M
14614,Wind generation,Wind Offshore,2015-07-09,4,1303.726,PT30M
14615,Wind generation,Wind Onshore,2015-07-09,4,2154.589,PT30M
14616,Solar generation,Solar,2015-07-09,5,0.0,PT30M
14617,Wind generation,Wind Offshore,2015-07-09,5,1406.6960000000001,PT30M
14618,Wind generation,Wind Onshore,2015-07-09,5,2024.06,PT30M
14619,Solar generation,Solar,2015-07-09,6,0.0,PT30M
14620,Wind generation,Wind Offshore,2015-07-09,6,1406.6960000000001,PT30M
14621,Wind generation,Wind Onshore,2015-07-09,6,2024.06,PT30M
14622,Solar generation,Solar,2015-07-09,10,3.0,PT30M
14623,Wind generation,Wind Offshore,2015-07-09,10,1331.6029999999998,PT30M
14624,Wind generation,Wind Onshore,2015-07-09,10,1642.568,PT30M
14625,Solar generation,Solar,2015-07-09,11,5.0,PT30M
14626,Wind generation,Wind Offshore,2015-07-09,11,1176.3139999999999,PT30M
14627,Wind generation,Wind Onshore,2015-07-09,11,1456.5620000000001,PT30M
14628,Solar generation,Solar,2015-07-09,12,122.0,PT30M
14629,Wind generation,Wind Offshore,2015-07-09,12,1176.3139999999999,PT30M
14630,Wind generation,Wind Onshore,2015-07-09,12,1456.5620000000001,PT30M
14631,Solar generation,Solar,2015-07-09,14,563.0,PT30M
14632,Wind generation,Wind Offshore,2015-07-09,14,1046.652,PT30M
14633,Wind generation,Wind Onshore,2015-07-09,14,1317.777,PT30M
14634,Solar generation,Solar,2015-07-09,15,886.0,PT30M
14635,Wind generation,Wind Offshore,2015-07-09,15,951.9810000000001,PT30M
14636,Wind generation,Wind Onshore,2015-07-09,15,1264.876,PT30M
14637,Solar generation,Solar,2015-07-09,16,1356.0,PT30M
14638,Wind generation,Wind Offshore,2015-07-09,16,951.9810000000001,PT30M
14639,Wind generation,Wind Onshore,2015-07-09,16,1264.876,PT30M
14640,Solar generation,Solar,2015-07-09,23,4534.0,PT30M
14641,Wind generation,Wind Offshore,2015-07-09,23,428.478,PT30M
14642,Wind generation,Wind Onshore,2015-07-09,23,1039.893,PT30M
14643,Solar generation,Solar,2015-07-09,24,4757.0,PT30M
14644,Wind generation,Wind Offshore,2015-07-09,24,428.478,PT30M
14645,Wind generation,Wind Onshore,2015-07-09,24,1039.893,PT30M
14646,Solar generation,Solar,2015-07-09,25,4980.0,PT30M
14647,Wind generation,Wind Offshore,2015-07-09,25,334.88800000000003,PT30M
14648,Wind generation,Wind Onshore,2015-07-09,25,1019.544,PT30M
14649,Solar generation,Solar,2015-07-09,26,5094.0,PT30M
14650,Wind generation,Wind Offshore,2015-07-09,26,334.88800000000003,PT30M
14651,Wind generation,Wind Onshore,2015-07-09,26,1019.544,PT30M
14652,Solar generation,Solar,2015-07-09,27,5208.0,PT30M
14653,Wind generation,Wind Offshore,2015-07-09,27,284.672,PT30M
14654,Wind generation,Wind Onshore,2015-07-09,27,1002.679,PT30M
14655,Solar generation,Solar,2015-07-09,28,5211.0,PT30M
14656,Wind generation,Wind Offshore,2015-07-09,28,284.672,PT30M
14657,Wind generation,Wind Onshore,2015-07-09,28,1002.679,PT30M
14658,Solar generation,Solar,2015-07-09,29,5214.0,PT30M
14659,Wind generation,Wind Offshore,2015-07-09,29,231.011,PT30M
14660,Wind generation,Wind Onshore,2015-07-09,29,934.166,PT30M
14661,Solar generation,Solar,2015-07-09,30,5108.0,PT30M
14662,Wind generation,Wind Offshore,2015-07-09,30,231.011,PT30M
14663,Wind generation,Wind Onshore,2015-07-09,30,934.166,PT30M
14664,Solar generation,Solar,2015-07-09,31,5001.0,PT30M
14665,Wind generation,Wind Offshore,2015-07-09,31,191.99099999999999,PT30M
14666,Wind generation,Wind Onshore,2015-07-09,31,870.607,PT30M
14667,Solar generation,Solar,2015-07-09,32,4788.0,PT30M
14668,Wind generation,Wind Offshore,2015-07-09,32,191.99099999999999,PT30M
14669,Wind generation,Wind Onshore,2015-07-09,32,870.607,PT30M
14670,Solar generation,Solar,2015-07-09,33,4574.0,PT30M
14671,Wind generation,Wind Offshore,2015-07-09,33,165.683,PT30M
14672,Wind generation,Wind Onshore,2015-07-09,33,820.318,PT30M
14673,Solar generation,Solar,2015-07-09,34,4220.0,PT30M
14674,Wind generation,Wind Offshore,2015-07-09,34,165.683,PT30M
14675,Wind generation,Wind Onshore,2015-07-09,34,820.318,PT30M
14676,Solar generation,Solar,2015-07-09,35,3866.0,PT30M
14677,Wind generation,Wind Offshore,2015-07-09,35,172.86599999999999,PT30M
14678,Wind generation,Wind Onshore,2015-07-09,35,694.784,PT30M
14679,Solar generation,Solar,2015-07-09,36,3414.0,PT30M
14680,Wind generation,Wind Offshore,2015-07-09,36,172.86599999999999,PT30M
14681,Wind generation,Wind Onshore,2015-07-09,36,694.784,PT30M
14682,Solar generation,Solar,2015-07-09,37,2961.0,PT30M
14683,Wind generation,Wind Offshore,2015-07-09,37,192.262,PT30M
14684,Wind generation,Wind Onshore,2015-07-09,37,596.771,PT30M
14685,Solar generation,Solar,2015-07-09,38,2510.0,PT30M
14686,Wind generation,Wind Offshore,2015-07-09,38,192.262,PT30M
14687,Wind generation,Wind Onshore,2015-07-09,38,596.771,PT30M
14688,Solar generation,Solar,2015-07-09,39,2058.0,PT30M
14689,Wind generation,Wind Offshore,2015-07-09,39,223.025,PT30M
14690,Wind generation,Wind Onshore,2015-07-09,39,512.9019999999999,PT30M
14691,Solar generation,Solar,2015-07-09,40,1654.0,PT30M
14692,Wind generation,Wind Offshore,2015-07-09,40,223.025,PT30M
14693,Wind generation,Wind Onshore,2015-07-09,40,512.9019999999999,PT30M
14694,Solar generation,Solar,2015-07-09,41,1249.0,PT30M
14695,Wind generation,Wind Offshore,2015-07-09,41,256.8,PT30M
14696,Wind generation,Wind Onshore,2015-07-09,41,444.31199999999995,PT30M
14697,Solar generation,Solar,2015-07-09,42,893.0,PT30M
14698,Wind generation,Wind Offshore,2015-07-09,42,256.8,PT30M
14699,Wind generation,Wind Onshore,2015-07-09,42,444.31199999999995,PT30M
14700,Solar generation,Solar,2015-07-09,43,537.0,PT30M
14701,Wind generation,Wind Offshore,2015-07-09,43,312.909,PT30M
14702,Wind generation,Wind Onshore,2015-07-09,43,415.591,PT30M
14703,Solar generation,Solar,2015-07-09,44,317.0,PT30M
14704,Wind generation,Wind Offshore,2015-07-09,44,312.909,PT30M
14705,Wind generation,Wind Onshore,2015-07-09,44,415.591,PT30M
14706,Solar generation,Solar,2015-07-09,45,97.0,PT30M
14707,Wind generation,Wind Offshore,2015-07-09,45,392.711,PT30M
14708,Wind generation,Wind Onshore,2015-07-09,45,408.11800000000005,PT30M
14709,Solar generation,Solar,2015-07-09,46,49.0,PT30M
14710,Wind generation,Wind Offshore,2015-07-09,46,392.711,PT30M
14711,Wind generation,Wind Onshore,2015-07-09,46,408.11800000000005,PT30M
14712,Solar generation,Solar,2015-07-09,47,0.0,PT30M
14713,Wind generation,Wind Offshore,2015-07-09,47,433.842,PT30M
14714,Wind generation,Wind Onshore,2015-07-09,47,472.07599999999996,PT30M
14715,Solar generation,Solar,2015-07-09,48,0.0,PT30M
14716,Wind generation,Wind Offshore,2015-07-09,48,433.842,PT30M
14717,Wind generation,Wind Onshore,2015-07-09,48,472.07599999999996,PT30M
14718,Solar generation,Solar,2015-07-10,1,0.0,PT30M
14719,Wind generation,Wind Offshore,2015-07-10,1,488.62699999999995,PT30M
14720,Wind generation,Wind Onshore,2015-07-10,1,552.8009999999999,PT30M
14721,Solar generation,Solar,2015-07-10,6,0.0,PT30M
14722,Wind generation,Wind Offshore,2015-07-10,6,744.7810000000001,PT30M
14723,Wind generation,Wind Onshore,2015-07-10,6,858.929,PT30M
14724,Solar generation,Solar,2015-07-10,7,0.0,PT30M
14725,Wind generation,Wind Offshore,2015-07-10,7,742.355,PT30M
14726,Wind generation,Wind Onshore,2015-07-10,7,1034.266,PT30M
14727,Solar generation,Solar,2015-07-10,8,0.0,PT30M
14728,Wind generation,Wind Offshore,2015-07-10,8,742.355,PT30M
14729,Wind generation,Wind Onshore,2015-07-10,8,1034.266,PT30M
14730,Solar generation,Solar,2015-07-10,10,2.0,PT30M
14731,Wind generation,Wind Offshore,2015-07-10,10,722.1610000000001,PT30M
14732,Wind generation,Wind Onshore,2015-07-10,10,1212.93,PT30M
14733,Solar generation,Solar,2015-07-10,11,3.0,PT30M
14734,Wind generation,Wind Offshore,2015-07-10,11,660.725,PT30M
14735,Wind generation,Wind Onshore,2015-07-10,11,1291.745,PT30M
14736,Solar generation,Solar,2015-07-10,12,96.0,PT30M
14737,Wind generation,Wind Offshore,2015-07-10,12,660.725,PT30M
14738,Wind generation,Wind Onshore,2015-07-10,12,1291.745,PT30M
14739,Solar generation,Solar,2015-07-10,13,189.0,PT30M
14740,Wind generation,Wind Offshore,2015-07-10,13,610.227,PT30M
14741,Wind generation,Wind Onshore,2015-07-10,13,1424.547,PT30M
14742,Solar generation,Solar,2015-07-10,14,476.0,PT30M
14743,Wind generation,Wind Offshore,2015-07-10,14,610.227,PT30M
14744,Wind generation,Wind Onshore,2015-07-10,14,1424.547,PT30M
14745,Solar generation,Solar,2015-07-10,15,763.0,PT30M
14746,Wind generation,Wind Offshore,2015-07-10,15,589.373,PT30M
14747,Wind generation,Wind Onshore,2015-07-10,15,1550.261,PT30M
14748,Solar generation,Solar,2015-07-10,16,1219.0,PT30M
14749,Wind generation,Wind Offshore,2015-07-10,16,589.373,PT30M
14750,Wind generation,Wind Onshore,2015-07-10,16,1550.261,PT30M
14751,Solar generation,Solar,2015-07-10,17,1674.0,PT30M
14752,Wind generation,Wind Offshore,2015-07-10,17,583.884,PT30M
14753,Wind generation,Wind Onshore,2015-07-10,17,1658.0279999999998,PT30M
14754,Solar generation,Solar,2015-07-10,18,2215.0,PT30M
14755,Wind generation,Wind Offshore,2015-07-10,18,583.884,PT30M
14756,Wind generation,Wind Onshore,2015-07-10,18,1658.0279999999998,PT30M
14757,Solar generation,Solar,2015-07-10,19,2755.0,PT30M
14758,Wind generation,Wind Offshore,2015-07-10,19,594.725,PT30M
14759,Wind generation,Wind Onshore,2015-07-10,19,1765.826,PT30M
14760,Solar generation,Solar,2015-07-10,20,3304.0,PT30M
14761,Wind generation,Wind Offshore,2015-07-10,20,594.725,PT30M
14762,Wind generation,Wind Onshore,2015-07-10,20,1765.826,PT30M
14763,Solar generation,Solar,2015-07-10,21,3853.0,PT30M
14764,Wind generation,Wind Offshore,2015-07-10,21,586.34,PT30M
14765,Wind generation,Wind Onshore,2015-07-10,21,1892.5510000000002,PT30M
14766,Solar generation,Solar,2015-07-10,22,4223.0,PT30M
14767,Wind generation,Wind Offshore,2015-07-10,22,586.34,PT30M
14768,Wind generation,Wind Onshore,2015-07-10,22,1892.5510000000002,PT30M
14769,Solar generation,Solar,2015-07-10,23,4593.0,PT30M
14770,Wind generation,Wind Offshore,2015-07-10,23,545.996,PT30M
14771,Wind generation,Wind Onshore,2015-07-10,23,1721.5529999999999,PT30M
14772,Solar generation,Solar,2015-07-10,24,5006.0,PT30M
14773,Wind generation,Wind Offshore,2015-07-10,24,545.996,PT30M
14774,Wind generation,Wind Onshore,2015-07-10,24,1721.5529999999999,PT30M
14775,Solar generation,Solar,2015-07-10,25,5418.0,PT30M
14776,Wind generation,Wind Offshore,2015-07-10,25,518.117,PT30M
14777,Wind generation,Wind Onshore,2015-07-10,25,1900.1789999999999,PT30M
14778,Solar generation,Solar,2015-07-10,26,5739.0,PT30M
14779,Wind generation,Wind Offshore,2015-07-10,26,518.117,PT30M
14780,Wind generation,Wind Onshore,2015-07-10,26,1900.1789999999999,PT30M
14781,Solar generation,Solar,2015-07-10,27,6060.0,PT30M
14782,Wind generation,Wind Offshore,2015-07-10,27,523.443,PT30M
14783,Wind generation,Wind Onshore,2015-07-10,27,2126.2889999999998,PT30M
14784,Solar generation,Solar,2015-07-10,28,6151.0,PT30M
14785,Wind generation,Wind Offshore,2015-07-10,28,523.443,PT30M
14786,Wind generation,Wind Onshore,2015-07-10,28,2126.2889999999998,PT30M
14787,Solar generation,Solar,2015-07-10,29,6241.0,PT30M
14788,Wind generation,Wind Offshore,2015-07-10,29,473.439,PT30M
14789,Wind generation,Wind Onshore,2015-07-10,29,2239.389,PT30M
14790,Solar generation,Solar,2015-07-10,30,6089.0,PT30M
14791,Wind generation,Wind Offshore,2015-07-10,30,473.439,PT30M
14792,Wind generation,Wind Onshore,2015-07-10,30,2239.389,PT30M
14793,Solar generation,Solar,2015-07-10,31,5936.0,PT30M
14794,Wind generation,Wind Offshore,2015-07-10,31,444.44800000000004,PT30M
14795,Wind generation,Wind Onshore,2015-07-10,31,2400.786,PT30M
14796,Solar generation,Solar,2015-07-10,32,5659.0,PT30M
14797,Wind generation,Wind Offshore,2015-07-10,32,444.44800000000004,PT30M
14798,Wind generation,Wind Onshore,2015-07-10,32,2400.786,PT30M
14799,Solar generation,Solar,2015-07-10,33,5382.0,PT30M
14800,Wind generation,Wind Offshore,2015-07-10,33,422.764,PT30M
14801,Wind generation,Wind Onshore,2015-07-10,33,2559.004,PT30M
14802,Solar generation,Solar,2015-07-10,34,4894.0,PT30M
14803,Wind generation,Wind Offshore,2015-07-10,34,422.764,PT30M
14804,Wind generation,Wind Onshore,2015-07-10,34,2559.004,PT30M
14805,Solar generation,Solar,2015-07-10,35,4405.0,PT30M
14806,Wind generation,Wind Offshore,2015-07-10,35,500.289,PT30M
14807,Wind generation,Wind Onshore,2015-07-10,35,2453.431,PT30M
14808,Solar generation,Solar,2015-07-10,36,3780.0,PT30M
14809,Wind generation,Wind Offshore,2015-07-10,36,500.289,PT30M
14810,Wind generation,Wind Onshore,2015-07-10,36,2453.431,PT30M
14811,Solar generation,Solar,2015-07-10,37,3155.0,PT30M
14812,Wind generation,Wind Offshore,2015-07-10,37,617.697,PT30M
14813,Wind generation,Wind Onshore,2015-07-10,37,2362.8379999999997,PT30M
14814,Solar generation,Solar,2015-07-10,38,2588.0,PT30M
14815,Wind generation,Wind Offshore,2015-07-10,38,617.697,PT30M
14816,Wind generation,Wind Onshore,2015-07-10,38,2362.8379999999997,PT30M
14817,Solar generation,Solar,2015-07-10,39,2021.0,PT30M
14818,Wind generation,Wind Offshore,2015-07-10,39,765.3969999999999,PT30M
14819,Wind generation,Wind Onshore,2015-07-10,39,2300.958,PT30M
14820,Solar generation,Solar,2015-07-10,40,1587.0,PT30M
14821,Wind generation,Wind Offshore,2015-07-10,40,765.3969999999999,PT30M
14822,Wind generation,Wind Onshore,2015-07-10,40,2300.958,PT30M
14823,Solar generation,Solar,2015-07-10,41,1152.0,PT30M
14824,Wind generation,Wind Offshore,2015-07-10,41,952.209,PT30M
14825,Wind generation,Wind Onshore,2015-07-10,41,2321.752,PT30M
14826,Solar generation,Solar,2015-07-10,42,821.0,PT30M
14827,Wind generation,Wind Offshore,2015-07-10,42,952.209,PT30M
14828,Wind generation,Wind Onshore,2015-07-10,42,2321.752,PT30M
14829,Solar generation,Solar,2015-07-10,43,489.0,PT30M
