,RecordType,SettlementDate,SettlementPeriod,Zone,TimePublished,Quantity
6,DANF,20170906,7,N,20170906014500,19709
7,DANF,20170906,8,N,20170906021500,19647
8,DANF,20170906,9,N,20170906024500,19700
9,DANF,20170906,10,N,20170906031500,19838
10,DANF,20170906,11,N,20170906034500,20344
11,DANF,20170906,12,N,20170906041500,21406
12,DANF,20170906,13,N,20170906044500,24112
13,DANF,20170906,14,N,20170906051500,26462
14,DANF,20170906,15,N,20170906054500,29341
15,DANF,20170906,16,N,20170906061500,30867
16,DANF,20170906,17,N,20170906064500,31500
17,DANF,20170906,18,N,20170906071500,31134
18,DANF,20170906,19,N,20170906071500,31300
19,DANF,20170906,20,N,20170906081500,31286
20,DANF,20170906,21,N,20170906084500,30997
21,DANF,20170906,22,N,20170906091500,30300
22,DANF,20170906,23,N,20170906094500,30024
23,DANF,20170906,24,N,20170906101500,29961
24,DANF,20170906,25,N,20170906104600,29896
25,DANF,20170906,26,N,20170906111500,29483
26,DANF,20170906,27,N,20170906114500,29445
27,DANF,20170906,28,N,20170906121500,29800
28,DANF,20170906,29,N,20170906124500,30125
29,DANF,20170906,30,N,20170906131600,30133
30,DANF,20170906,31,N,20170906134500,30291
31,DANF,20170906,32,N,20170906141600,31020
32,DANF,20170906,33,N,20170906144500,32067
33,DANF,20170906,34,N,20170906151500,33071
34,DANF,20170906,35,N,20170906154600,33662
35,DANF,20170906,36,N,20170906161500,34176
36,DANF,20170906,37,N,20170906164500,34350
37,DANF,20170906,38,N,20170906171500,34400
38,DANF,20170906,39,N,20170906174500,34500
39,DANF,20170906,40,N,20170906181500,35601
40,DANF,20170906,41,N,20170906184600,35300
41,DANF,20170906,42,N,20170906191500,33989
42,DANF,20170906,43,N,20170906194500,32792
43,DANF,20170906,44,N,20170906201500,31103
44,DANF,20170906,45,N,20170906204600,29345
45,DANF,20170906,46,N,20170906211500,27488
46,DANF,20170906,47,N,20170906214600,25592
47,DANF,20170906,48,N,20170906221500,24000
0,DANF,20170907,1,N,20170906224600,22300
1,DANF,20170907,2,N,20170906231600,21459
2,DANF,20170907,3,N,20170906234500,21300
3,DANF,20170907,4,N,20170907001500,20900
4,DANF,20170907,5,N,20170907004500,20566
5,DANF,20170907,6,N,20170907011500,20375
6,DANF,20170907,7,N,20170907014500,20256
7,DANF,20170907,8,N,20170907021500,20282
8,DANF,20170907,9,N,20170907024500,20400
9,DANF,20170907,10,N,20170907031500,20514
10,DANF,20170907,11,N,20170907034500,21153
11,DANF,20170907,12,N,20170907041500,22071
12,DANF,20170907,13,N,20170907044500,24468
13,DANF,20170907,14,N,20170907051500,26754
14,DANF,20170907,15,N,20170907054500,29782
15,DANF,20170907,16,N,20170907061600,31504
16,DANF,20170907,17,N,20170907064500,32500
17,DANF,20170907,18,N,20170907071500,32451
18,DANF,20170907,19,N,20170907071500,32700
19,DANF,20170907,20,N,20170907081500,32434
20,DANF,20170907,21,N,20170907084500,32290
21,DANF,20170907,22,N,20170907091500,32169
22,DANF,20170907,23,N,20170907094500,32200
23,DANF,20170907,24,N,20170907101500,32071
24,DANF,20170907,25,N,20170907104500,32066
25,DANF,20170907,26,N,20170907111500,31468
26,DANF,20170907,27,N,20170907114500,31526
27,DANF,20170907,28,N,20170907121600,31243
28,DANF,20170907,29,N,20170907124500,31113
29,DANF,20170907,30,N,20170907131500,31080
30,DANF,20170907,31,N,20170907134500,31000
31,DANF,20170907,32,N,20170907141500,31423
32,DANF,20170907,33,N,20170907144500,32422
33,DANF,20170907,34,N,20170907151500,33563
34,DANF,20170907,35,N,20170907154500,34414
35,DANF,20170907,36,N,20170907161500,34723
36,DANF,20170907,37,N,20170907164500,34877
37,DANF,20170907,38,N,20170907171500,35100
38,DANF,20170907,39,N,20170907174500,34900
39,DANF,20170907,40,N,20170907181500,35286
40,DANF,20170907,41,N,20170907184500,35300
41,DANF,20170907,42,N,20170907191500,34278
42,DANF,20170907,43,N,20170907194600,32793
43,DANF,20170907,44,N,20170907201600,30794
44,DANF,20170907,45,N,20170907204500,28885
45,DANF,20170907,46,N,20170907211500,26896
46,DANF,20170907,47,N,20170907214500,24757
47,DANF,20170907,48,N,20170907221600,23100
0,DANF,20170908,1,N,20170907224600,21500
1,DANF,20170908,2,N,20170907231600,20699
2,DANF,20170908,3,N,20170907234500,20500
3,DANF,20170908,4,N,20170908001600,20200
4,DANF,20170908,5,N,20170908004500,19805
5,DANF,20170908,6,N,20170908011500,19527
6,DANF,20170908,7,N,20170908014500,19392
7,DANF,20170908,8,N,20170908021500,19396
8,DANF,20170908,9,N,20170908024500,19400
9,DANF,20170908,10,N,20170908031500,19653
10,DANF,20170908,11,N,20170908034500,20411
11,DANF,20170908,12,N,20170908041500,21518
12,DANF,20170908,13,N,20170908044500,23891
13,DANF,20170908,14,N,20170908051500,26367
14,DANF,20170908,15,N,20170908054500,29531
15,DANF,20170908,16,N,20170908061500,31287
16,DANF,20170908,17,N,20170908064600,32267
17,DANF,20170908,18,N,20170908071600,32300
18,DANF,20170908,19,N,20170908071600,32600
19,DANF,20170908,20,N,20170908081500,32270
20,DANF,20170908,21,N,20170908084500,31770
21,DANF,20170908,22,N,20170908091500,31598
22,DANF,20170908,23,N,20170908094500,31700
23,DANF,20170908,24,N,20170908101500,31609
24,DANF,20170908,25,N,20170908104600,31602
25,DANF,20170908,26,N,20170908111600,31891
26,DANF,20170908,27,N,20170908114600,31524
27,DANF,20170908,28,N,20170908121500,31302
28,DANF,20170908,29,N,20170908124500,31135
29,DANF,20170908,30,N,20170908131600,30579
30,DANF,20170908,31,N,20170908134500,30100
31,DANF,20170908,32,N,20170908141600,30583
32,DANF,20170908,33,N,20170908144500,31613
33,DANF,20170908,34,N,20170908151500,32595
34,DANF,20170908,35,N,20170908154500,33200
35,DANF,20170908,36,N,20170908161500,33137
36,DANF,20170908,37,N,20170908164500,33078
37,DANF,20170908,38,N,20170908171500,33093
38,DANF,20170908,39,N,20170908174500,33000
39,DANF,20170908,40,N,20170908181500,33717
40,DANF,20170908,41,N,20170908184500,33700
41,DANF,20170908,42,N,20170908191500,32513
42,DANF,20170908,43,N,20170908194500,31161
43,DANF,20170908,44,N,20170908201600,29553
44,DANF,20170908,45,N,20170908204500,27898
45,DANF,20170908,46,N,20170908211500,26238
46,DANF,20170908,47,N,20170908214500,24547
47,DANF,20170908,48,N,20170908221500,23200
0,DANF,20170909,1,N,20170908224500,21800
1,DANF,20170909,2,N,20170908231600,21092
2,DANF,20170909,3,N,20170908234500,20500
3,DANF,20170909,4,N,20170909001500,20100
4,DANF,20170909,5,N,20170909004500,19644
5,DANF,20170909,6,N,20170909011500,19348
6,DANF,20170909,7,N,20170909014500,19122
7,DANF,20170909,8,N,20170909021500,18992
8,DANF,20170909,9,N,20170909024500,18877
9,DANF,20170909,10,N,20170909031500,18800
10,DANF,20170909,11,N,20170909034500,19469
11,DANF,20170909,12,N,20170909041500,20203
12,DANF,20170909,13,N,20170909044500,21330
13,DANF,20170909,14,N,20170909051500,22412
14,DANF,20170909,15,N,20170909054500,23386
15,DANF,20170909,16,N,20170909061500,25015
16,DANF,20170909,17,N,20170909064500,26652
17,DANF,20170909,18,N,20170909071500,27900
18,DANF,20170909,19,N,20170909071500,28930
19,DANF,20170909,20,N,20170909081500,29300
20,DANF,20170909,21,N,20170909084500,26225
21,DANF,20170909,22,N,20170909091500,26000
22,DANF,20170909,23,N,20170909094500,25837
23,DANF,20170909,24,N,20170909101500,25605
24,DANF,20170909,25,N,20170909104500,25315
25,DANF,20170909,26,N,20170909111500,24970
26,DANF,20170909,27,N,20170909114500,24508
27,DANF,20170909,28,N,20170909121500,25001
28,DANF,20170909,29,N,20170909124500,25014
29,DANF,20170909,30,N,20170909131500,25000
30,DANF,20170909,31,N,20170909134500,25057
31,DANF,20170909,32,N,20170909141600,25330
32,DANF,20170909,33,N,20170909144500,25909
33,DANF,20170909,34,N,20170909151500,26801
34,DANF,20170909,35,N,20170909154500,27788
35,DANF,20170909,36,N,20170909161600,28460
36,DANF,20170909,37,N,20170909164500,28898
37,DANF,20170909,38,N,20170909171500,29200
38,DANF,20170909,39,N,20170909174500,30300
39,DANF,20170909,40,N,20170909181500,31645
40,DANF,20170909,41,N,20170909184500,32000
41,DANF,20170909,42,N,20170909191500,30823
42,DANF,20170909,43,N,20170909194500,29737
43,DANF,20170909,44,N,20170909201500,28490
44,DANF,20170909,45,N,20170909204500,27180
45,DANF,20170909,46,N,20170909211600,25837
46,DANF,20170909,47,N,20170909214500,24227
47,DANF,20170909,48,N,20170909221500,22900
0,DANF,20170910,1,N,20170909224500,21800
1,DANF,20170910,2,N,20170909231500,21116
2,DANF,20170910,3,N,20170909234600,20700
3,DANF,20170910,4,N,20170910001600,20200
4,DANF,20170910,5,N,20170910004500,19695
5,DANF,20170910,6,N,20170910011500,19206
6,DANF,20170910,7,N,20170910014500,18821
7,DANF,20170910,8,N,20170910021500,18697
8,DANF,20170910,9,N,20170910024500,18521
9,DANF,20170910,10,N,20170910031500,18400
10,DANF,20170910,11,N,20170910034500,18539
11,DANF,20170910,12,N,20170910041500,18567
12,DANF,20170910,13,N,20170910044500,18790
13,DANF,20170910,14,N,20170910051500,19057
14,DANF,20170910,15,N,20170910054500,20122
15,DANF,20170910,16,N,20170910061500,21038
16,DANF,20170910,17,N,20170910064500,22406
17,DANF,20170910,18,N,20170910071500,23400
18,DANF,20170910,19,N,20170910071500,24590
19,DANF,20170910,20,N,20170910081500,25193
20,DANF,20170910,21,N,20170910084500,25900
21,DANF,20170910,22,N,20170910091500,26058
22,DANF,20170910,23,N,20170910094500,25949
23,DANF,20170910,24,N,20170910101500,26181
24,DANF,20170910,25,N,20170910104500,26480
25,DANF,20170910,26,N,20170910111500,26600
26,DANF,20170910,27,N,20170910114500,26268
27,DANF,20170910,28,N,20170910121600,26000
28,DANF,20170910,29,N,20170910124500,26069
29,DANF,20170910,30,N,20170910131500,26042
30,DANF,20170910,31,N,20170910134500,26042
31,DANF,20170910,32,N,20170910141500,26475
32,DANF,20170910,33,N,20170910144500,27026
33,DANF,20170910,34,N,20170910151500,27824
34,DANF,20170910,35,N,20170910154500,28376
35,DANF,20170910,36,N,20170910161600,28817
36,DANF,20170910,37,N,20170910164500,29057
37,DANF,20170910,38,N,20170910171500,29400
38,DANF,20170910,39,N,20170910174500,30500
39,DANF,20170910,40,N,20170910181500,31402
40,DANF,20170910,41,N,20170910184500,31500
41,DANF,20170910,42,N,20170910191500,30364
42,DANF,20170910,43,N,20170910194500,29122
43,DANF,20170910,44,N,20170910201500,27424
44,DANF,20170910,45,N,20170910204500,26033
45,DANF,20170910,46,N,20170910211500,24345
46,DANF,20170910,47,N,20170910214500,22319
47,DANF,20170910,48,N,20170910221600,20800
0,DANF,20170911,1,N,20170910224500,19300
1,DANF,20170911,2,N,20170910231500,18596
2,DANF,20170911,3,N,20170910234500,18300
3,DANF,20170911,4,N,20170911001500,18200
4,DANF,20170911,5,N,20170911004500,17931
5,DANF,20170911,6,N,20170911011500,17554
6,DANF,20170911,7,N,20170911014500,17447
7,DANF,20170911,8,N,20170911021500,17467
8,DANF,20170911,9,N,20170911024500,17600
9,DANF,20170911,10,N,20170911031500,17838
10,DANF,20170911,11,N,20170911034600,18755
11,DANF,20170911,12,N,20170911041500,20110
12,DANF,20170911,13,N,20170911044500,23040
13,DANF,20170911,14,N,20170911051500,25522
14,DANF,20170911,15,N,20170911054500,28863
15,DANF,20170911,16,N,20170911061600,30858
16,DANF,20170911,17,N,20170911064500,31960
17,DANF,20170911,18,N,20170911071500,32200
18,DANF,20170911,19,N,20170911071500,32200
19,DANF,20170911,20,N,20170911081500,32035
20,DANF,20170911,21,N,20170911084500,31445
21,DANF,20170911,22,N,20170911091500,31100
22,DANF,20170911,23,N,20170911094500,31042
23,DANF,20170911,24,N,20170911101500,31084
24,DANF,20170911,25,N,20170911104500,31080
25,DANF,20170911,26,N,20170911111600,30084
26,DANF,20170911,27,N,20170911114500,29577
27,DANF,20170911,28,N,20170911121600,29130
28,DANF,20170911,29,N,20170911124600,29148
29,DANF,20170911,30,N,20170911131500,29100
30,DANF,20170911,31,N,20170911134600,29172
31,DANF,20170911,32,N,20170911141500,30068
32,DANF,20170911,33,N,20170911144500,31084
33,DANF,20170911,34,N,20170911151600,32070
34,DANF,20170911,35,N,20170911154500,32751
35,DANF,20170911,36,N,20170911161500,33045
36,DANF,20170911,37,N,20170911164500,33200
37,DANF,20170911,38,N,20170911171500,33700
38,DANF,20170911,39,N,20170911174500,33902
39,DANF,20170911,40,N,20170911181500,34500
40,DANF,20170911,41,N,20170911184500,33970
41,DANF,20170911,42,N,20170911191500,32646
42,DANF,20170911,43,N,20170911194500,31339
43,DANF,20170911,44,N,20170911201600,29270
44,DANF,20170911,45,N,20170911204600,27347
45,DANF,20170911,46,N,20170911211500,25333
46,DANF,20170911,47,N,20170911214600,23658
47,DANF,20170911,48,N,20170911221500,22100
0,DANF,20170912,1,N,20170911224600,20500
1,DANF,20170912,2,N,20170911231500,19894
2,DANF,20170912,3,N,20170911234500,19400
3,DANF,20170912,4,N,20170912001600,19400
4,DANF,20170912,5,N,20170912004500,19177
5,DANF,20170912,6,N,20170912011500,19001
6,DANF,20170912,7,N,20170912014500,18760
7,DANF,20170912,8,N,20170912021500,18805
8,DANF,20170912,9,N,20170912024500,18900
9,DANF,20170912,10,N,20170912031500,19077
10,DANF,20170912,11,N,20170912034500,19887
11,DANF,20170912,12,N,20170912041500,21043
12,DANF,20170912,13,N,20170912044500,23550
13,DANF,20170912,14,N,20170912051500,26074
14,DANF,20170912,15,N,20170912054500,29102
15,DANF,20170912,16,N,20170912061500,30620
16,DANF,20170912,17,N,20170912064500,31200
17,DANF,20170912,18,N,20170912071600,30866
18,DANF,20170912,19,N,20170912071600,30600
19,DANF,20170912,20,N,20170912081500,30180
20,DANF,20170912,21,N,20170912084500,29558
21,DANF,20170912,22,N,20170912091500,29289
22,DANF,20170912,23,N,20170912094500,29535
23,DANF,20170912,24,N,20170912101500,29613
24,DANF,20170912,25,N,20170912104500,28722
25,DANF,20170912,26,N,20170912111600,28783
26,DANF,20170912,27,N,20170912114500,29222
27,DANF,20170912,28,N,20170912121600,29100
28,DANF,20170912,29,N,20170912124500,29112
29,DANF,20170912,30,N,20170912131500,29175
30,DANF,20170912,31,N,20170912134600,29190
31,DANF,20170912,32,N,20170912141500,29804
32,DANF,20170912,33,N,20170912144500,30976
33,DANF,20170912,34,N,20170912151500,32298
34,DANF,20170912,35,N,20170912154500,33359
35,DANF,20170912,36,N,20170912161500,33902
36,DANF,20170912,37,N,20170912164500,34300
37,DANF,20170912,38,N,20170912171600,34610
38,DANF,20170912,39,N,20170912174500,34600
39,DANF,20170912,40,N,20170912181500,34985
40,DANF,20170912,41,N,20170912184500,35000
41,DANF,20170912,42,N,20170912191500,33924
42,DANF,20170912,43,N,20170912194600,32216
43,DANF,20170912,44,N,20170912201600,30228
44,DANF,20170912,45,N,20170912204500,28332
45,DANF,20170912,46,N,20170912211500,26359
46,DANF,20170912,47,N,20170912214500,24242
47,DANF,20170912,48,N,20170912221600,22600
0,DANF,20170913,1,N,20170912224600,21100
1,DANF,20170913,2,N,20170912231500,20545
2,DANF,20170913,3,N,20170912234500,20100
3,DANF,20170913,4,N,20170913001600,19900
4,DANF,20170913,5,N,20170913004500,19572
5,DANF,20170913,6,N,20170913011500,19293
6,DANF,20170913,7,N,20170913014500,18997
7,DANF,20170913,8,N,20170913021500,18924
8,DANF,20170913,9,N,20170913024500,18900
9,DANF,20170913,10,N,20170913031500,19077
10,DANF,20170913,11,N,20170913034500,19887
11,DANF,20170913,12,N,20170913041500,21043
12,DANF,20170913,13,N,20170913044500,23588
13,DANF,20170913,14,N,20170913051500,26126
14,DANF,20170913,15,N,20170913054500,29172
15,DANF,20170913,16,N,20170913061600,30706
16,DANF,20170913,17,N,20170913064500,31300
17,DANF,20170913,18,N,20170913071500,31016
18,DANF,20170913,19,N,20170913071500,30800
19,DANF,20170913,20,N,20170913081500,30344
20,DANF,20170913,21,N,20170913084500,29686
21,DANF,20170913,22,N,20170913091500,29384
22,DANF,20170913,23,N,20170913094500,29598
23,DANF,20170913,24,N,20170913102100,29539
24,DANF,20170913,25,N,20170913134400,29679
25,DANF,20170913,26,N,20170913134400,29800
26,DANF,20170913,27,N,20170913134400,29228
27,DANF,20170913,28,N,20170913134400,29200
28,DANF,20170913,29,N,20170913134400,29483
29,DANF,20170913,30,N,20170913134400,29457
30,DANF,20170913,31,N,20170913134600,29403
31,DANF,20170913,32,N,20170913141500,30445
32,DANF,20170913,33,N,20170913144500,31732
33,DANF,20170913,34,N,20170913151500,32835
34,DANF,20170913,35,N,20170913154500,33741
35,DANF,20170913,36,N,20170913161500,34172
36,DANF,20170913,37,N,20170913164500,34300
37,DANF,20170913,38,N,20170913171500,34800
38,DANF,20170913,39,N,20170913174500,34827
39,DANF,20170913,40,N,20170913181500,35300
40,DANF,20170913,41,N,20170913184500,35108
41,DANF,20170913,42,N,20170913191500,34002
42,DANF,20170913,43,N,20170913194500,32466
43,DANF,20170913,44,N,20170913201600,30719
44,DANF,20170913,45,N,20170913204500,28782
45,DANF,20170913,46,N,20170913211600,26810
46,DANF,20170913,47,N,20170913214700,24638
47,DANF,20170913,48,N,20170913221600,23100
0,DANF,20170914,1,N,20170913224600,21600
1,DANF,20170914,2,N,20170913231600,20888
2,DANF,20170914,3,N,20170913234500,20600
3,DANF,20170914,4,N,20170914001500,20400
4,DANF,20170914,5,N,20170914004500,20057
5,DANF,20170914,6,N,20170914011500,19730
6,DANF,20170914,7,N,20170914014500,19895
7,DANF,20170914,8,N,20170914021500,19906
8,DANF,20170914,9,N,20170914024500,20015
9,DANF,20170914,10,N,20170914031500,20000
10,DANF,20170914,11,N,20170914034500,20665
11,DANF,20170914,12,N,20170914041500,21894
12,DANF,20170914,13,N,20170914044500,24639
13,DANF,20170914,14,N,20170914051500,27155
14,DANF,20170914,15,N,20170914054500,30253
15,DANF,20170914,16,N,20170914061500,31593
16,DANF,20170914,17,N,20170914064600,31800
17,DANF,20170914,18,N,20170914071500,31414
18,DANF,20170914,19,N,20170914071500,31600
19,DANF,20170914,20,N,20170914081500,31119
20,DANF,20170914,21,N,20170914084500,30563
21,DANF,20170914,22,N,20170914091500,30300
22,DANF,20170914,23,N,20170914094500,30154
23,DANF,20170914,24,N,20170914101500,30093
24,DANF,20170914,25,N,20170914104500,29930
25,DANF,20170914,26,N,20170914111600,29784
26,DANF,20170914,27,N,20170914114500,29404
27,DANF,20170914,28,N,20170914121500,29153
28,DANF,20170914,29,N,20170914124600,29162
29,DANF,20170914,30,N,20170914131500,28868
30,DANF,20170914,31,N,20170914134500,28800
31,DANF,20170914,32,N,20170914141500,29638
32,DANF,20170914,33,N,20170914144500,31045
33,DANF,20170914,34,N,20170914151500,32213
34,DANF,20170914,35,N,20170914154600,33274
35,DANF,20170914,36,N,20170914161500,34104
36,DANF,20170914,37,N,20170914164500,34500
37,DANF,20170914,38,N,20170914171500,34800
38,DANF,20170914,39,N,20170914174500,35113
39,DANF,20170914,40,N,20170914181500,35000
40,DANF,20170914,41,N,20170914184500,34706
41,DANF,20170914,42,N,20170914191500,33617
42,DANF,20170914,43,N,20170914194500,32349
43,DANF,20170914,44,N,20170914201600,30965
44,DANF,20170914,45,N,20170914204500,29186
45,DANF,20170914,46,N,20170914211500,27055
46,DANF,20170914,47,N,20170914214500,24982
47,DANF,20170914,48,N,20170914221600,23500
0,DANF,20170915,1,N,20170914224500,22300
1,DANF,20170915,2,N,20170914231500,21741
2,DANF,20170915,3,N,20170914234500,21400
3,DANF,20170915,4,N,20170915001500,21200
4,DANF,20170915,5,N,20170915004500,20741
5,DANF,20170915,6,N,20170915011500,20490
6,DANF,20170915,7,N,20170915014500,20314
7,DANF,20170915,8,N,20170915021600,20228
8,DANF,20170915,9,N,20170915024500,20200
9,DANF,20170915,10,N,20170915031500,20209
10,DANF,20170915,11,N,20170915034600,20775
11,DANF,20170915,12,N,20170915041500,21863
12,DANF,20170915,13,N,20170915044500,24533
13,DANF,20170915,14,N,20170915051500,27020
14,DANF,20170915,15,N,20170915054500,30127
15,DANF,20170915,16,N,20170915061500,31938
16,DANF,20170915,17,N,20170915064500,32600
17,DANF,20170915,18,N,20170915071500,33800
18,DANF,20170915,19,N,20170915071500,33200
19,DANF,20170915,20,N,20170915081500,33090
20,DANF,20170915,21,N,20170915084500,32511
21,DANF,20170915,22,N,20170915091500,32198
22,DANF,20170915,23,N,20170915094500,32200
23,DANF,20170915,24,N,20170915101500,32027
24,DANF,20170915,25,N,20170915104500,31955
25,DANF,20170915,26,N,20170915111500,31358
26,DANF,20170915,27,N,20170915114600,30945
27,DANF,20170915,28,N,20170915121600,30441
28,DANF,20170915,29,N,20170915124600,30035
29,DANF,20170915,30,N,20170915131500,29533
30,DANF,20170915,31,N,20170915134500,29200
31,DANF,20170915,32,N,20170915141500,29777
32,DANF,20170915,33,N,20170915144500,30948
33,DANF,20170915,34,N,20170915151500,31988
34,DANF,20170915,35,N,20170915154500,32839
35,DANF,20170915,36,N,20170915161500,33516
36,DANF,20170915,37,N,20170915164500,34000
37,DANF,20170915,38,N,20170915171500,34442
38,DANF,20170915,39,N,20170915174500,34400
39,DANF,20170915,40,N,20170915181500,34560
40,DANF,20170915,41,N,20170915184500,34600
41,DANF,20170915,42,N,20170915191500,33681
42,DANF,20170915,43,N,20170915194500,32322
43,DANF,20170915,44,N,20170915201500,30592
44,DANF,20170915,45,N,20170915204500,28822
45,DANF,20170915,46,N,20170915211500,27047
46,DANF,20170915,47,N,20170915214500,25283
47,DANF,20170915,48,N,20170915221600,23700
0,DANF,20170916,1,N,20170915224500,22400
1,DANF,20170916,2,N,20170915231500,21780
2,DANF,20170916,3,N,20170915234500,21300
3,DANF,20170916,4,N,20170916001500,21000
4,DANF,20170916,5,N,20170916004500,20584
5,DANF,20170916,6,N,20170916011500,20217
6,DANF,20170916,7,N,20170916014500,19876
7,DANF,20170916,8,N,20170916021500,19731
8,DANF,20170916,9,N,20170916024500,19700
9,DANF,20170916,10,N,20170916031500,19710
10,DANF,20170916,11,N,20170916034500,20098
11,DANF,20170916,12,N,20170916041600,20577
12,DANF,20170916,13,N,20170916044500,21783
13,DANF,20170916,14,N,20170916051500,22507
14,DANF,20170916,15,N,20170916054500,24231
15,DANF,20170916,16,N,20170916061500,25669
16,DANF,20170916,17,N,20170916064500,27145
17,DANF,20170916,18,N,20170916071500,27800
18,DANF,20170916,19,N,20170916071500,28500
19,DANF,20170916,20,N,20170916081500,28338
20,DANF,20170916,21,N,20170916084500,28186
21,DANF,20170916,22,N,20170916091500,28100
22,DANF,20170916,23,N,20170916094600,28090
23,DANF,20170916,24,N,20170916101500,27896
24,DANF,20170916,25,N,20170916104500,27798
25,DANF,20170916,26,N,20170916111500,27579
26,DANF,20170916,27,N,20170916114500,26831
27,DANF,20170916,28,N,20170916121600,27731
28,DANF,20170916,29,N,20170916124500,27400
29,DANF,20170916,30,N,20170916131500,27482
30,DANF,20170916,31,N,20170916134500,27574
31,DANF,20170916,32,N,20170916141600,27861
32,DANF,20170916,33,N,20170916144500,28435
33,DANF,20170916,34,N,20170916151500,29461
34,DANF,20170916,35,N,20170916154500,30623
35,DANF,20170916,36,N,20170916161500,31300
36,DANF,20170916,37,N,20170916164500,31918
37,DANF,20170916,38,N,20170916171500,32100
38,DANF,20170916,39,N,20170916174600,32382
39,DANF,20170916,40,N,20170916181500,33029
40,DANF,20170916,41,N,20170916184500,33600
41,DANF,20170916,42,N,20170916191500,32651
42,DANF,20170916,43,N,20170916194500,31452
43,DANF,20170916,44,N,20170916201500,29952
44,DANF,20170916,45,N,20170916204500,28592
45,DANF,20170916,46,N,20170916211500,27162
46,DANF,20170916,47,N,20170916214500,25440
47,DANF,20170916,48,N,20170916221500,23900
0,DANF,20170917,1,N,20170916224500,22300
1,DANF,20170917,2,N,20170916231500,21676
2,DANF,20170917,3,N,20170916234500,21100
3,DANF,20170917,4,N,20170917001500,20800
4,DANF,20170917,5,N,20170917004500,20317
5,DANF,20170917,6,N,20170917011500,19980
6,DANF,20170917,7,N,20170917014500,19703
7,DANF,20170917,8,N,20170917021500,19516
8,DANF,20170917,9,N,20170917024500,19350
9,DANF,20170917,10,N,20170917031500,19300
10,DANF,20170917,11,N,20170917034600,19364
11,DANF,20170917,12,N,20170917041500,19534
12,DANF,20170917,13,N,20170917044500,20652
13,DANF,20170917,14,N,20170917051500,20754
14,DANF,20170917,15,N,20170917054500,21594
15,DANF,20170917,16,N,20170917061500,22585
16,DANF,20170917,17,N,20170917064500,24011
17,DANF,20170917,18,N,20170917071500,24800
18,DANF,20170917,19,N,20170917071500,25960
19,DANF,20170917,20,N,20170917081500,26710
20,DANF,20170917,21,N,20170917084500,27600
21,DANF,20170917,22,N,20170917091500,27200
22,DANF,20170917,23,N,20170917094500,26725
23,DANF,20170917,24,N,20170917101500,27376
24,DANF,20170917,25,N,20170917104500,27335
25,DANF,20170917,26,N,20170917111500,27468
26,DANF,20170917,27,N,20170917114500,27364
27,DANF,20170917,28,N,20170917121600,27200
28,DANF,20170917,29,N,20170917124500,27288
29,DANF,20170917,30,N,20170917131500,27244
30,DANF,20170917,31,N,20170917134500,27620
31,DANF,20170917,32,N,20170917141500,28222
32,DANF,20170917,33,N,20170917144500,29093
33,DANF,20170917,34,N,20170917151500,30215
34,DANF,20170917,35,N,20170917154500,31269
35,DANF,20170917,36,N,20170917161500,31900
36,DANF,20170917,37,N,20170917164500,32338
37,DANF,20170917,38,N,20170917171500,33000
38,DANF,20170917,39,N,20170917174500,33663
39,DANF,20170917,40,N,20170917181500,34400
40,DANF,20170917,41,N,20170917184500,33737
41,DANF,20170917,42,N,20170917191500,32596
42,DANF,20170917,43,N,20170917194500,31393
43,DANF,20170917,44,N,20170917201500,29791
44,DANF,20170917,45,N,20170917204500,28274
45,DANF,20170917,46,N,20170917211500,26533
46,DANF,20170917,47,N,20170917214500,24721
47,DANF,20170917,48,N,20170917221500,23300
0,DANF,20170918,1,N,20170917224500,22100
1,DANF,20170918,2,N,20170917231500,21331
2,DANF,20170918,3,N,20170917234500,21200
3,DANF,20170918,4,N,20170918001500,21000
4,DANF,20170918,5,N,20170918004500,20851
5,DANF,20170918,6,N,20170918011500,20575
6,DANF,20170918,7,N,20170918014500,20367
7,DANF,20170918,8,N,20170918021500,20324
8,DANF,20170918,9,N,20170918024500,20337
9,DANF,20170918,10,N,20170918031500,20300
10,DANF,20170918,11,N,20170918034500,21183
11,DANF,20170918,12,N,20170918041500,22482
12,DANF,20170918,13,N,20170918044500,25611
13,DANF,20170918,14,N,20170918051500,28403
14,DANF,20170918,15,N,20170918054500,31821
15,DANF,20170918,16,N,20170918061500,33506
16,DANF,20170918,17,N,20170918064500,34200
17,DANF,20170918,18,N,20170918071500,34076
18,DANF,20170918,19,N,20170918071500,34100
19,DANF,20170918,20,N,20170918081500,34048
20,DANF,20170918,21,N,20170918084500,33825
21,DANF,20170918,22,N,20170918091500,33400
22,DANF,20170918,23,N,20170918094500,33342
23,DANF,20170918,24,N,20170918101500,33019
24,DANF,20170918,25,N,20170918104500,33132
25,DANF,20170918,26,N,20170918111500,32089
26,DANF,20170918,27,N,20170918114500,31910
27,DANF,20170918,28,N,20170918121500,31568
28,DANF,20170918,29,N,20170918124500,31500
29,DANF,20170918,30,N,20170918131500,31622
30,DANF,20170918,31,N,20170918134500,31554
31,DANF,20170918,32,N,20170918141500,32465
32,DANF,20170918,33,N,20170918144500,33688
33,DANF,20170918,34,N,20170918151500,34977
34,DANF,20170918,35,N,20170918154500,36159
35,DANF,20170918,36,N,20170918161500,36786
36,DANF,20170918,37,N,20170918164500,37000
