,RecordType,SettlementDate,SettlementPeriod,Zone,TimePublished,Quantity
19,DANF,20160112,20,N,20160112091900,43416
20,DANF,20160112,21,N,20160112094900,43600
21,DANF,20160112,22,N,20160112101900,43785
22,DANF,20160112,23,N,20160112104900,43781
23,DANF,20160112,24,N,20160112111900,42577
24,DANF,20160112,25,N,20160112115300,42692
25,DANF,20160112,26,N,20160112122800,42749
26,DANF,20160112,27,N,20160112125300,42712
27,DANF,20160112,28,N,20160112132300,42600
28,DANF,20160112,29,N,20160112135300,42654
29,DANF,20160112,30,N,20160112142300,42844
30,DANF,20160112,31,N,20160112145300,43069
31,DANF,20160112,32,N,20160112152300,44412
32,DANF,20160112,33,N,20160112155300,46176
33,DANF,20160112,34,N,20160112162200,47629
34,DANF,20160112,35,N,20160112165200,48500
35,DANF,20160112,36,N,20160112172200,48204
36,DANF,20160112,37,N,20160112175200,47709
37,DANF,20160112,38,N,20160112182200,47564
38,DANF,20160112,39,N,20160112185200,46812
39,DANF,20160112,40,N,20160112192200,45399
40,DANF,20160112,41,N,20160112195100,43690
41,DANF,20160112,42,N,20160112202100,41900
42,DANF,20160112,43,N,20160112205200,40009
43,DANF,20160112,44,N,20160112212100,37537
44,DANF,20160112,45,N,20160112215100,35190
45,DANF,20160112,46,N,20160112222200,33119
46,DANF,20160112,47,N,20160112225200,30689
47,DANF,20160112,48,N,20160112232200,29100
0,DANF,20160113,1,N,20160112235100,28700
1,DANF,20160113,2,N,20160113002100,29100
2,DANF,20160113,3,N,20160113005100,29292
3,DANF,20160113,4,N,20160113012000,28481
4,DANF,20160113,5,N,20160113015100,27816
5,DANF,20160113,6,N,20160113022000,27797
6,DANF,20160113,7,N,20160113025000,27438
7,DANF,20160113,8,N,20160113032000,26764
8,DANF,20160113,9,N,20160113035000,26539
9,DANF,20160113,10,N,20160113042000,27019
10,DANF,20160113,11,N,20160113044900,27619
11,DANF,20160113,12,N,20160113051900,29042
12,DANF,20160113,13,N,20160113054900,32420
13,DANF,20160113,14,N,20160113062000,36060
14,DANF,20160113,15,N,20160113064900,40537
15,DANF,20160113,16,N,20160113071900,42698
16,DANF,20160113,17,N,20160113074900,43400
17,DANF,20160113,18,N,20160113081900,43172
18,DANF,20160113,19,N,20160113081900,43600
19,DANF,20160113,20,N,20160113091900,43590
20,DANF,20160113,21,N,20160113094900,43250
21,DANF,20160113,22,N,20160113101900,42971
22,DANF,20160113,23,N,20160113104800,43142
23,DANF,20160113,24,N,20160113111900,43266
24,DANF,20160113,25,N,20160113115300,43700
25,DANF,20160113,26,N,20160113122300,43555
26,DANF,20160113,27,N,20160113125300,43567
27,DANF,20160113,28,N,20160113132300,43458
28,DANF,20160113,29,N,20160113135300,43603
29,DANF,20160113,30,N,20160113142300,43272
30,DANF,20160113,31,N,20160113145300,43200
31,DANF,20160113,32,N,20160113152200,44559
32,DANF,20160113,33,N,20160113155200,46362
33,DANF,20160113,34,N,20160113162200,48666
34,DANF,20160113,35,N,20160113165200,49400
35,DANF,20160113,36,N,20160113172200,49094
36,DANF,20160113,37,N,20160113175100,49248
37,DANF,20160113,38,N,20160113182200,49099
38,DANF,20160113,39,N,20160113185100,47818
39,DANF,20160113,40,N,20160113192200,46473
40,DANF,20160113,41,N,20160113195200,45029
41,DANF,20160113,42,N,20160113202100,43100
42,DANF,20160113,43,N,20160113205200,41188
43,DANF,20160113,44,N,20160113212200,39020
44,DANF,20160113,45,N,20160113215100,36698
45,DANF,20160113,46,N,20160113222200,34626
46,DANF,20160113,47,N,20160113225200,32341
47,DANF,20160113,48,N,20160113232200,31100
0,DANF,20160114,1,N,20160113235000,30300
1,DANF,20160114,2,N,20160114002100,30900
2,DANF,20160114,3,N,20160114005100,30699
3,DANF,20160114,4,N,20160114012100,29965
4,DANF,20160114,5,N,20160114015000,29483
5,DANF,20160114,6,N,20160114022000,29557
6,DANF,20160114,7,N,20160114025000,29129
7,DANF,20160114,8,N,20160114032000,28477
8,DANF,20160114,9,N,20160114035100,28300
9,DANF,20160114,10,N,20160114042000,27200
10,DANF,20160114,11,N,20160114045000,27859
11,DANF,20160114,12,N,20160114052000,29330
12,DANF,20160114,13,N,20160114054900,32716
13,DANF,20160114,14,N,20160114061900,36394
14,DANF,20160114,15,N,20160114064900,40802
15,DANF,20160114,16,N,20160114071900,43353
16,DANF,20160114,17,N,20160114074900,44000
17,DANF,20160114,18,N,20160114081900,43861
18,DANF,20160114,19,N,20160114081900,44295
19,DANF,20160114,20,N,20160114091900,44300
20,DANF,20160114,21,N,20160114094900,44159
21,DANF,20160114,22,N,20160114101800,44000
22,DANF,20160114,23,N,20160114104800,43722
23,DANF,20160114,24,N,20160114111800,43356
24,DANF,20160114,25,N,20160114115400,43548
25,DANF,20160114,26,N,20160114122300,43587
26,DANF,20160114,27,N,20160114125300,43620
27,DANF,20160114,28,N,20160114132300,43600
28,DANF,20160114,29,N,20160114135300,43788
29,DANF,20160114,30,N,20160114142200,43954
30,DANF,20160114,31,N,20160114145300,44290
31,DANF,20160114,32,N,20160114152300,45294
32,DANF,20160114,33,N,20160114155300,46895
33,DANF,20160114,34,N,20160114162200,48605
34,DANF,20160114,35,N,20160114165200,49000
35,DANF,20160114,36,N,20160114172200,48626
36,DANF,20160114,37,N,20160114175100,48313
37,DANF,20160114,38,N,20160114182200,48550
38,DANF,20160114,39,N,20160114185200,47992
39,DANF,20160114,40,N,20160114192200,46786
40,DANF,20160114,41,N,20160114195100,45376
41,DANF,20160114,42,N,20160114202100,43500
42,DANF,20160114,43,N,20160114205100,41491
43,DANF,20160114,44,N,20160114212200,39259
44,DANF,20160114,45,N,20160114215100,37346
45,DANF,20160114,46,N,20160114222100,35134
46,DANF,20160114,47,N,20160114225100,32626
47,DANF,20160114,48,N,20160114232200,30000
0,DANF,20160115,1,N,20160114235100,29800
1,DANF,20160115,2,N,20160115002100,30400
2,DANF,20160115,3,N,20160115005000,30188
3,DANF,20160115,4,N,20160115012000,29433
4,DANF,20160115,5,N,20160115015000,28980
5,DANF,20160115,6,N,20160115022000,28930
6,DANF,20160115,7,N,20160115025000,28704
7,DANF,20160115,8,N,20160115032100,28247
8,DANF,20160115,9,N,20160115035000,27882
9,DANF,20160115,10,N,20160115041900,27800
10,DANF,20160115,11,N,20160115045000,28485
11,DANF,20160115,12,N,20160115052000,29665
12,DANF,20160115,13,N,20160115055000,32955
13,DANF,20160115,14,N,20160115061900,36423
14,DANF,20160115,15,N,20160115064900,40852
15,DANF,20160115,16,N,20160115071900,43124
16,DANF,20160115,17,N,20160115074900,43900
17,DANF,20160115,18,N,20160115081900,43568
18,DANF,20160115,19,N,20160115081900,43997
19,DANF,20160115,20,N,20160115091900,44100
20,DANF,20160115,21,N,20160115094900,43706
21,DANF,20160115,22,N,20160115101900,43400
22,DANF,20160115,23,N,20160115104900,43254
23,DANF,20160115,24,N,20160115111900,42992
24,DANF,20160115,25,N,20160115115300,43171
25,DANF,20160115,26,N,20160115122300,42065
26,DANF,20160115,27,N,20160115125300,41900
27,DANF,20160115,28,N,20160115132300,41962
28,DANF,20160115,29,N,20160115135300,42196
29,DANF,20160115,30,N,20160115142200,42238
30,DANF,20160115,31,N,20160115145300,42332
31,DANF,20160115,32,N,20160115152300,43598
32,DANF,20160115,33,N,20160115155200,45559
33,DANF,20160115,34,N,20160115162200,47828
34,DANF,20160115,35,N,20160115165200,48700
35,DANF,20160115,36,N,20160115172200,48396
36,DANF,20160115,37,N,20160115175200,48357
37,DANF,20160115,38,N,20160115182200,47952
38,DANF,20160115,39,N,20160115185200,46822
39,DANF,20160115,40,N,20160115192200,45278
40,DANF,20160115,41,N,20160115195200,43763
41,DANF,20160115,42,N,20160115202100,41900
42,DANF,20160115,43,N,20160115205100,40280
43,DANF,20160115,44,N,20160115212100,38233
44,DANF,20160115,45,N,20160115215100,36465
45,DANF,20160115,46,N,20160115222200,34894
46,DANF,20160115,47,N,20160115225100,33037
47,DANF,20160115,48,N,20160115232100,31800
0,DANF,20160116,1,N,20160115235100,31700
1,DANF,20160116,2,N,20160116002100,32000
2,DANF,20160116,3,N,20160116005000,31501
3,DANF,20160116,4,N,20160116012100,30463
4,DANF,20160116,5,N,20160116015000,29901
5,DANF,20160116,6,N,20160116022000,29656
6,DANF,20160116,7,N,20160116025000,29128
7,DANF,20160116,8,N,20160116032000,28592
8,DANF,20160116,9,N,20160116035000,28231
9,DANF,20160116,10,N,20160116041900,28100
10,DANF,20160116,11,N,20160116045000,28202
11,DANF,20160116,12,N,20160116051900,28473
12,DANF,20160116,13,N,20160116055000,29821
13,DANF,20160116,14,N,20160116061900,31190
14,DANF,20160116,15,N,20160116064900,33062
15,DANF,20160116,16,N,20160116071900,34626
16,DANF,20160116,17,N,20160116074900,36671
17,DANF,20160116,18,N,20160116081900,38800
18,DANF,20160116,19,N,20160116081900,40161
19,DANF,20160116,20,N,20160116091900,40500
20,DANF,20160116,21,N,20160116094900,40483
21,DANF,20160116,22,N,20160116101900,40300
22,DANF,20160116,23,N,20160116104900,40218
23,DANF,20160116,24,N,20160116111800,39931
24,DANF,20160116,25,N,20160116115300,40129
25,DANF,20160116,26,N,20160116122300,39811
26,DANF,20160116,27,N,20160116125300,39353
27,DANF,20160116,28,N,20160116132300,39075
28,DANF,20160116,29,N,20160116135300,39129
29,DANF,20160116,30,N,20160116142200,39000
30,DANF,20160116,31,N,20160116145200,39465
31,DANF,20160116,32,N,20160116152200,40089
32,DANF,20160116,33,N,20160116155200,41315
33,DANF,20160116,34,N,20160116162300,44035
34,DANF,20160116,35,N,20160116165200,46422
35,DANF,20160116,36,N,20160116172200,46700
36,DANF,20160116,37,N,20160116175200,46243
37,DANF,20160116,38,N,20160116182200,46231
38,DANF,20160116,39,N,20160116185100,44580
39,DANF,20160116,40,N,20160116192200,42758
40,DANF,20160116,41,N,20160116195100,41413
41,DANF,20160116,42,N,20160116202100,40000
42,DANF,20160116,43,N,20160116205100,38477
43,DANF,20160116,44,N,20160116212100,36952
44,DANF,20160116,45,N,20160116215100,35612
45,DANF,20160116,46,N,20160116222200,34468
46,DANF,20160116,47,N,20160116225100,32675
47,DANF,20160116,48,N,20160116232200,31400
0,DANF,20160117,1,N,20160116235100,31400
1,DANF,20160117,2,N,20160117002000,31500
2,DANF,20160117,3,N,20160117005000,31141
3,DANF,20160117,4,N,20160117012000,30319
4,DANF,20160117,5,N,20160117015000,29694
5,DANF,20160117,6,N,20160117022000,29581
6,DANF,20160117,7,N,20160117025000,29147
7,DANF,20160117,8,N,20160117032000,28416
8,DANF,20160117,9,N,20160117035000,27895
9,DANF,20160117,10,N,20160117042000,27539
10,DANF,20160117,11,N,20160117045000,27400
11,DANF,20160117,12,N,20160117051900,27521
12,DANF,20160117,13,N,20160117054900,28244
13,DANF,20160117,14,N,20160117061900,28850
14,DANF,20160117,15,N,20160117064900,29775
15,DANF,20160117,16,N,20160117071900,30499
16,DANF,20160117,17,N,20160117074900,32090
17,DANF,20160117,18,N,20160117081900,34300
18,DANF,20160117,19,N,20160117081900,36277
19,DANF,20160117,20,N,20160117091900,37772
20,DANF,20160117,21,N,20160117094900,38900
21,DANF,20160117,22,N,20160117101900,39615
22,DANF,20160117,23,N,20160117104800,40146
23,DANF,20160117,24,N,20160117111900,40563
24,DANF,20160117,25,N,20160117115300,40996
25,DANF,20160117,26,N,20160117122300,41200
26,DANF,20160117,27,N,20160117125200,40998
27,DANF,20160117,28,N,20160117132300,40700
28,DANF,20160117,29,N,20160117135300,40900
29,DANF,20160117,30,N,20160117142200,40904
30,DANF,20160117,31,N,20160117145200,41199
31,DANF,20160117,32,N,20160117152200,41859
32,DANF,20160117,33,N,20160117155200,43347
33,DANF,20160117,34,N,20160117162200,46011
34,DANF,20160117,35,N,20160117165300,48100
35,DANF,20160117,36,N,20160117172200,48086
36,DANF,20160117,37,N,20160117175200,47311
37,DANF,20160117,38,N,20160117182200,46120
38,DANF,20160117,39,N,20160117185200,44798
39,DANF,20160117,40,N,20160117192100,43412
40,DANF,20160117,41,N,20160117195200,42231
41,DANF,20160117,42,N,20160117202100,40500
42,DANF,20160117,43,N,20160117205100,39443
43,DANF,20160117,44,N,20160117212100,37705
44,DANF,20160117,45,N,20160117215100,36135
45,DANF,20160117,46,N,20160117222100,34293
46,DANF,20160117,47,N,20160117225100,32169
47,DANF,20160117,48,N,20160117232100,31000
0,DANF,20160118,1,N,20160117235100,31200
1,DANF,20160118,2,N,20160118002100,31500
2,DANF,20160118,3,N,20160118005000,29082
3,DANF,20160118,4,N,20160118012100,28551
4,DANF,20160118,5,N,20160118015000,27899
5,DANF,20160118,6,N,20160118022000,27991
6,DANF,20160118,7,N,20160118025100,27699
7,DANF,20160118,8,N,20160118032000,27213
8,DANF,20160118,9,N,20160118035000,27000
9,DANF,20160118,10,N,20160118041900,27185
10,DANF,20160118,11,N,20160118045000,27993
11,DANF,20160118,12,N,20160118051900,29526
12,DANF,20160118,13,N,20160118054900,32987
13,DANF,20160118,14,N,20160118061900,36675
14,DANF,20160118,15,N,20160118064900,41149
15,DANF,20160118,16,N,20160118071900,43690
16,DANF,20160118,17,N,20160118074900,44674
17,DANF,20160118,18,N,20160118081900,44800
18,DANF,20160118,19,N,20160118081900,45756
19,DANF,20160118,20,N,20160118091900,46201
20,DANF,20160118,21,N,20160118094900,46400
21,DANF,20160118,22,N,20160118101900,46996
22,DANF,20160118,23,N,20160118104800,46938
23,DANF,20160118,24,N,20160118111900,46717
24,DANF,20160118,25,N,20160118115300,46900
25,DANF,20160118,26,N,20160118122300,46822
26,DANF,20160118,27,N,20160118125200,46777
27,DANF,20160118,28,N,20160118132300,46720
28,DANF,20160118,29,N,20160118135300,46827
29,DANF,20160118,30,N,20160118142400,46611
30,DANF,20160118,31,N,20160118145200,46600
31,DANF,20160118,32,N,20160118152200,47521
32,DANF,20160118,33,N,20160118155300,48791
33,DANF,20160118,34,N,20160118162200,50260
34,DANF,20160118,35,N,20160118165300,51300
35,DANF,20160118,36,N,20160118172200,51066
36,DANF,20160118,37,N,20160118175200,50533
37,DANF,20160118,38,N,20160118182100,49893
38,DANF,20160118,39,N,20160118185200,49305
39,DANF,20160118,40,N,20160118192200,48484
40,DANF,20160118,41,N,20160118195100,47029
41,DANF,20160118,42,N,20160118202100,45300
42,DANF,20160118,43,N,20160118205100,43273
43,DANF,20160118,44,N,20160118212100,40866
44,DANF,20160118,45,N,20160118215100,38835
45,DANF,20160118,46,N,20160118222100,36499
46,DANF,20160118,47,N,20160118225200,34113
47,DANF,20160118,48,N,20160118232100,32600
0,DANF,20160119,1,N,20160118235100,32400
1,DANF,20160119,2,N,20160119002100,32900
2,DANF,20160119,3,N,20160119005000,32051
3,DANF,20160119,4,N,20160119012000,31504
4,DANF,20160119,5,N,20160119015000,30971
5,DANF,20160119,6,N,20160119022000,30933
6,DANF,20160119,7,N,20160119025000,30629
7,DANF,20160119,8,N,20160119032000,29935
8,DANF,20160119,9,N,20160119035000,29600
9,DANF,20160119,10,N,20160119042000,29805
10,DANF,20160119,11,N,20160119044900,30500
11,DANF,20160119,12,N,20160119051900,31782
12,DANF,20160119,13,N,20160119054900,35090
13,DANF,20160119,14,N,20160119062000,38794
14,DANF,20160119,15,N,20160119064900,43219
15,DANF,20160119,16,N,20160119071900,45597
16,DANF,20160119,17,N,20160119074900,46400
17,DANF,20160119,18,N,20160119081900,46222
18,DANF,20160119,19,N,20160119081900,46930
19,DANF,20160119,20,N,20160119091900,47100
20,DANF,20160119,21,N,20160119094900,46933
21,DANF,20160119,22,N,20160119101900,46700
22,DANF,20160119,23,N,20160119104900,46541
23,DANF,20160119,24,N,20160119111900,46392
24,DANF,20160119,25,N,20160119115300,45300
25,DANF,20160119,26,N,20160119122400,45553
26,DANF,20160119,27,N,20160119125300,45376
27,DANF,20160119,28,N,20160119132300,45198
28,DANF,20160119,29,N,20160119135300,45227
29,DANF,20160119,30,N,20160119142300,45100
30,DANF,20160119,31,N,20160119145300,45547
31,DANF,20160119,32,N,20160119152300,46930
32,DANF,20160119,33,N,20160119155300,48536
33,DANF,20160119,34,N,20160119162400,50482
34,DANF,20160119,35,N,20160119165300,51600
35,DANF,20160119,36,N,20160119172200,51377
36,DANF,20160119,37,N,20160119175200,51061
37,DANF,20160119,38,N,20160119182300,50851
38,DANF,20160119,39,N,20160119185100,50322
39,DANF,20160119,40,N,20160119192200,48673
40,DANF,20160119,41,N,20160119195200,47520
41,DANF,20160119,42,N,20160119202200,45600
42,DANF,20160119,43,N,20160119205200,43494
43,DANF,20160119,44,N,20160119212200,41191
44,DANF,20160119,45,N,20160119215200,38957
45,DANF,20160119,46,N,20160119222200,36575
46,DANF,20160119,47,N,20160119225100,33990
47,DANF,20160119,48,N,20160119232200,32500
0,DANF,20160120,1,N,20160119235100,32200
1,DANF,20160120,2,N,20160120002100,32500
2,DANF,20160120,3,N,20160120005000,32058
3,DANF,20160120,4,N,20160120012100,31615
4,DANF,20160120,5,N,20160120015000,31183
5,DANF,20160120,6,N,20160120022000,31249
6,DANF,20160120,7,N,20160120025000,31044
7,DANF,20160120,8,N,20160120032000,30441
8,DANF,20160120,9,N,20160120035000,30200
9,DANF,20160120,10,N,20160120042000,30340
10,DANF,20160120,11,N,20160120045100,30977
11,DANF,20160120,12,N,20160120052000,32206
12,DANF,20160120,13,N,20160120055000,35594
13,DANF,20160120,14,N,20160120061900,39295
14,DANF,20160120,15,N,20160120064900,43715
15,DANF,20160120,16,N,20160120071900,46055
16,DANF,20160120,17,N,20160120074900,46800
17,DANF,20160120,18,N,20160120081900,46553
18,DANF,20160120,19,N,20160120081900,47198
19,DANF,20160120,20,N,20160120091900,47300
20,DANF,20160120,21,N,20160120094900,47083
21,DANF,20160120,22,N,20160120101900,46800
22,DANF,20160120,23,N,20160120104800,46513
23,DANF,20160120,24,N,20160120111900,44726
24,DANF,20160120,25,N,20160120115300,44667
25,DANF,20160120,26,N,20160120122400,44473
26,DANF,20160120,27,N,20160120125300,44387
27,DANF,20160120,28,N,20160120132300,44600
28,DANF,20160120,29,N,20160120135300,44834
29,DANF,20160120,30,N,20160120142300,44374
30,DANF,20160120,31,N,20160120145300,44844
31,DANF,20160120,32,N,20160120152400,46123
32,DANF,20160120,33,N,20160120155200,47852
33,DANF,20160120,34,N,20160120162300,50301
34,DANF,20160120,35,N,20160120165300,51500
35,DANF,20160120,36,N,20160120172200,51387
36,DANF,20160120,37,N,20160120175200,51020
37,DANF,20160120,38,N,20160120182200,50507
38,DANF,20160120,39,N,20160120185200,50174
39,DANF,20160120,40,N,20160120192200,48939
40,DANF,20160120,41,N,20160120195100,47625
41,DANF,20160120,42,N,20160120202200,45800
42,DANF,20160120,43,N,20160120205200,43647
43,DANF,20160120,44,N,20160120212100,41240
44,DANF,20160120,45,N,20160120215200,38782
45,DANF,20160120,46,N,20160120222100,36428
46,DANF,20160120,47,N,20160120225200,33985
47,DANF,20160120,48,N,20160120232100,32600
0,DANF,20160121,1,N,20160120235100,31300
1,DANF,20160121,2,N,20160121002000,31800
2,DANF,20160121,3,N,20160121005000,31580
3,DANF,20160121,4,N,20160121012100,30952
4,DANF,20160121,5,N,20160121015000,30479
5,DANF,20160121,6,N,20160121022000,30506
6,DANF,20160121,7,N,20160121025000,30135
7,DANF,20160121,8,N,20160121032000,29596
8,DANF,20160121,9,N,20160121035000,29200
9,DANF,20160121,10,N,20160121042000,29358
10,DANF,20160121,11,N,20160121045000,29824
11,DANF,20160121,12,N,20160121052000,31232
12,DANF,20160121,13,N,20160121054900,34658
13,DANF,20160121,14,N,20160121061900,38416
14,DANF,20160121,15,N,20160121064900,42642
15,DANF,20160121,16,N,20160121071900,45066
16,DANF,20160121,17,N,20160121074900,45900
17,DANF,20160121,18,N,20160121081900,45844
18,DANF,20160121,19,N,20160121081900,46482
19,DANF,20160121,20,N,20160121091900,46492
20,DANF,20160121,21,N,20160121094900,46500
21,DANF,20160121,22,N,20160121101900,46600
22,DANF,20160121,23,N,20160121104800,46368
23,DANF,20160121,24,N,20160121111900,46182
24,DANF,20160121,25,N,20160121115400,46187
25,DANF,20160121,26,N,20160121122300,45947
26,DANF,20160121,27,N,20160121125300,45914
27,DANF,20160121,28,N,20160121132300,45295
28,DANF,20160121,29,N,20160121135300,45374
29,DANF,20160121,30,N,20160121142300,45200
30,DANF,20160121,31,N,20160121145200,45314
31,DANF,20160121,32,N,20160121152300,46235
32,DANF,20160121,33,N,20160121155300,47586
33,DANF,20160121,34,N,20160121162300,49622
34,DANF,20160121,35,N,20160121165200,50400
35,DANF,20160121,36,N,20160121172200,50033
36,DANF,20160121,37,N,20160121175300,49420
37,DANF,20160121,38,N,20160121182200,48670
38,DANF,20160121,39,N,20160121185200,48097
39,DANF,20160121,40,N,20160121192200,46819
40,DANF,20160121,41,N,20160121195200,45562
41,DANF,20160121,42,N,20160121202200,43600
42,DANF,20160121,43,N,20160121205200,41386
43,DANF,20160121,44,N,20160121212200,38948
44,DANF,20160121,45,N,20160121215200,36482
45,DANF,20160121,46,N,20160121222200,34130
46,DANF,20160121,47,N,20160121225300,31715
47,DANF,20160121,48,N,20160121232300,30300
0,DANF,20160122,1,N,20160121235100,28900
1,DANF,20160122,2,N,20160122002100,29000
2,DANF,20160122,3,N,20160122005100,28640
3,DANF,20160122,4,N,20160122012000,27868
4,DANF,20160122,5,N,20160122015000,27383
5,DANF,20160122,6,N,20160122022000,27281
6,DANF,20160122,7,N,20160122025000,27012
7,DANF,20160122,8,N,20160122032000,26508
8,DANF,20160122,9,N,20160122035000,26121
9,DANF,20160122,10,N,20160122042000,26000
10,DANF,20160122,11,N,20160122045000,26691
11,DANF,20160122,12,N,20160122052100,27867
12,DANF,20160122,13,N,20160122054900,30936
13,DANF,20160122,14,N,20160122062100,34292
14,DANF,20160122,15,N,20160122064900,38577
15,DANF,20160122,16,N,20160122071900,40842
16,DANF,20160122,17,N,20160122074900,41700
17,DANF,20160122,18,N,20160122082200,41586
18,DANF,20160122,19,N,20160122082200,42198
19,DANF,20160122,20,N,20160122091900,42500
20,DANF,20160122,21,N,20160122094900,42208
21,DANF,20160122,22,N,20160122101900,42000
22,DANF,20160122,23,N,20160122104900,41572
23,DANF,20160122,24,N,20160122111800,41037
24,DANF,20160122,25,N,20160122115400,40924
25,DANF,20160122,26,N,20160122122300,42631
26,DANF,20160122,27,N,20160122125300,42283
27,DANF,20160122,28,N,20160122142500,42192
28,DANF,20160122,29,N,20160122142500,42239
29,DANF,20160122,30,N,20160122142500,42094
30,DANF,20160122,31,N,20160122145100,42000
31,DANF,20160122,32,N,20160122152200,42958
32,DANF,20160122,33,N,20160122155300,44582
33,DANF,20160122,34,N,20160122162200,46479
34,DANF,20160122,35,N,20160122165200,45800
35,DANF,20160122,36,N,20160122172200,45200
36,DANF,20160122,37,N,20160122175100,44849
37,DANF,20160122,38,N,20160122182200,44163
38,DANF,20160122,39,N,20160122185200,42819
39,DANF,20160122,40,N,20160122192100,43554
40,DANF,20160122,41,N,20160122195100,40794
41,DANF,20160122,42,N,20160122202100,39000
42,DANF,20160122,43,N,20160122205100,37172
43,DANF,20160122,44,N,20160122212200,34980
44,DANF,20160122,45,N,20160122215100,33076
45,DANF,20160122,46,N,20160122222200,31378
46,DANF,20160122,47,N,20160122225200,29450
47,DANF,20160122,48,N,20160122232300,28100
0,DANF,20160123,1,N,20160122235200,27900
1,DANF,20160123,2,N,20160123002000,28100
2,DANF,20160123,3,N,20160123005100,27782
3,DANF,20160123,4,N,20160123012100,27270
4,DANF,20160123,5,N,20160123015000,26630
5,DANF,20160123,6,N,20160123022100,26573
6,DANF,20160123,7,N,20160123025000,26187
7,DANF,20160123,8,N,20160123032000,25462
8,DANF,20160123,9,N,20160123035000,24878
9,DANF,20160123,10,N,20160123042000,24600
10,DANF,20160123,11,N,20160123045100,24695
11,DANF,20160123,12,N,20160123052000,25488
12,DANF,20160123,13,N,20160123054900,27044
13,DANF,20160123,14,N,20160123061900,28163
14,DANF,20160123,15,N,20160123064900,29830
15,DANF,20160123,16,N,20160123071900,31046
16,DANF,20160123,17,N,20160123074900,32682
17,DANF,20160123,18,N,20160123081900,34600
18,DANF,20160123,19,N,20160123081900,36059
19,DANF,20160123,20,N,20160123091900,36598
20,DANF,20160123,21,N,20160123094900,36800
21,DANF,20160123,22,N,20160123101900,36600
22,DANF,20160123,23,N,20160123104800,36410
23,DANF,20160123,24,N,20160123111800,36209
24,DANF,20160123,25,N,20160123115300,35804
25,DANF,20160123,26,N,20160123122200,35379
26,DANF,20160123,27,N,20160123125200,34955
27,DANF,20160123,28,N,20160123132200,34831
28,DANF,20160123,29,N,20160123135200,34800
29,DANF,20160123,30,N,20160123142200,34857
30,DANF,20160123,31,N,20160123145200,35206
31,DANF,20160123,32,N,20160123152200,35668
32,DANF,20160123,33,N,20160123155100,36777
33,DANF,20160123,34,N,20160123162200,39174
34,DANF,20160123,35,N,20160123165200,42077
35,DANF,20160123,36,N,20160123172200,42800
36,DANF,20160123,37,N,20160123175100,42022
37,DANF,20160123,38,N,20160123182100,41072
38,DANF,20160123,39,N,20160123185100,39496
39,DANF,20160123,40,N,20160123192100,37794
40,DANF,20160123,41,N,20160123195100,36447
41,DANF,20160123,42,N,20160123202100,36000
42,DANF,20160123,43,N,20160123205100,34496
43,DANF,20160123,44,N,20160123212100,32877
44,DANF,20160123,45,N,20160123215100,31464
45,DANF,20160123,46,N,20160123222100,30218
46,DANF,20160123,47,N,20160123225100,28637
47,DANF,20160123,48,N,20160123232100,27600
0,DANF,20160124,1,N,20160123235200,27300
1,DANF,20160124,2,N,20160124002100,27500
2,DANF,20160124,3,N,20160124005100,26990
3,DANF,20160124,4,N,20160124012000,26460
4,DANF,20160124,5,N,20160124015000,25733
5,DANF,20160124,6,N,20160124022000,25373
6,DANF,20160124,7,N,20160124025000,24812
7,DANF,20160124,8,N,20160124032000,23986
8,DANF,20160124,9,N,20160124035000,23440
9,DANF,20160124,10,N,20160124041900,23000
10,DANF,20160124,11,N,20160124045000,23075
11,DANF,20160124,12,N,20160124052000,23174
12,DANF,20160124,13,N,20160124054900,23828
13,DANF,20160124,14,N,20160124061900,24335
14,DANF,20160124,15,N,20160124064900,25271
15,DANF,20160124,16,N,20160124071900,25877
16,DANF,20160124,17,N,20160124074900,27169
17,DANF,20160124,18,N,20160124081900,28900
18,DANF,20160124,19,N,20160124081900,30770
19,DANF,20160124,20,N,20160124091900,32061
20,DANF,20160124,21,N,20160124094900,33200
21,DANF,20160124,22,N,20160124101800,33683
22,DANF,20160124,23,N,20160124104800,34088
23,DANF,20160124,24,N,20160124111800,34332
24,DANF,20160124,25,N,20160124115300,34585
25,DANF,20160124,26,N,20160124122300,35700
26,DANF,20160124,27,N,20160124125300,35432
27,DANF,20160124,28,N,20160124132300,35222
28,DANF,20160124,29,N,20160124135200,35169
29,DANF,20160124,30,N,20160124142200,35100
30,DANF,20160124,31,N,20160124145200,35596
31,DANF,20160124,32,N,20160124152200,36272
32,DANF,20160124,33,N,20160124155200,37488
33,DANF,20160124,34,N,20160124162200,40034
34,DANF,20160124,35,N,20160124165200,41985
35,DANF,20160124,36,N,20160124172200,42200
36,DANF,20160124,37,N,20160124175100,41260
37,DANF,20160124,38,N,20160124182100,39902
38,DANF,20160124,39,N,20160124185100,38818
39,DANF,20160124,40,N,20160124192200,37391
40,DANF,20160124,41,N,20160124195100,36156
41,DANF,20160124,42,N,20160124202100,34400
42,DANF,20160124,43,N,20160124205100,33719
43,DANF,20160124,44,N,20160124212100,31637
44,DANF,20160124,45,N,20160124215100,29996
45,DANF,20160124,46,N,20160124222200,28192
46,DANF,20160124,47,N,20160124225100,26137
47,DANF,20160124,48,N,20160124232100,25000
0,DANF,20160125,1,N,20160124235000,25300
1,DANF,20160125,2,N,20160125002000,25677
