PRODUCT_BID,TICKERCODE,NOTATIONTIME,PRICE_TIMEZONE,DELIVERY_START,DELIVERY_END,PRICE,VOLATILITY,POINT_NAME,VALUE_TYPE_SHORTNAME,DELIVERY_PERIOD_TYPE_SHORTNAME,PRICE_SOURCE_SHORTNAME,PRICE_PROVIDER_SHORTNAME,DELIVERY_PERIOD_TYPE_NAME,VALUE_TYPE_NAME,PRODUCT_NAME,PRICE_TYPE_NAME,DWH_ARC_BATCH_ID,DWH_VALID_FROM,DWH_LOAD_DATE
1567591,NORD.GAS.NORDIC.WITHINDAY#Close,01-01-13 00:00:00,CEST,01-01-13 00:00:00,02-01-13 00:00:00,27.28,,NP System,Cls,DY,NP,LIM,Day,Close,Natural Gas NP System Forward Unknown EUR-MWh-GCV Day,Forward,284239,04-02-15 06:32:21,31-07-20 14:26:55
1567591,NORD.GAS.NORDIC.WITHINDAY#Close,02-01-13 00:00:00,CEST,02-01-13 00:00:00,03-01-13 00:00:00,27.275,,NP System,Cls,DY,NP,LIM,Day,Close,Natural Gas NP System Forward Unknown EUR-MWh-GCV Day,Forward,284239,04-02-15 06:32:21,07-06-17 11:14:57
1567591,NORD.GAS.NORDIC.WITHINDAY#Close,03-01-13 00:00:00,CEST,03-01-13 00:00:00,04-01-13 00:00:00,26.6,,NP System,Cls,DY,NP,LIM,Day,Close,Natural Gas NP System Forward Unknown EUR-MWh-GCV Day,Forward,284239,04-02-15 06:32:21,07-06-17 11:14:57
1567591,NORD.GAS.NORDIC.WITHINDAY#Close,07-01-13 00:00:00,CEST,07-01-13 00:00:00,08-01-13 00:00:00,27.716,,NP System,Cls,DY,NP,LIM,Day,Close,Natural Gas NP System Forward Unknown EUR-MWh-GCV Day,Forward,284239,04-02-15 06:32:21,07-06-17 10:49:12
1567591,NORD.GAS.NORDIC.WITHINDAY#Close,09-01-13 00:00:00,CEST,09-01-13 00:00:00,10-01-13 00:00:00,28.229,,NP System,Cls,DY,NP,LIM,Day,Close,Natural Gas NP System Forward Unknown EUR-MWh-GCV Day,Forward,284239,04-02-15 06:32:21,07-06-17 10:49:12
1567591,NORD.GAS.NORDIC.WITHINDAY#Close,11-01-13 00:00:00,CEST,11-01-13 00:00:00,12-01-13 00:00:00,27.632,,NP System,Cls,DY,NP,LIM,Day,Close,Natural Gas NP System Forward Unknown EUR-MWh-GCV Day,Forward,284239,04-02-15 06:32:21,07-06-17 10:49:12
1567591,NORD.GAS.NORDIC.WITHINDAY#Close,15-01-13 00:00:00,CEST,15-01-13 00:00:00,16-01-13 00:00:00,30.413,,NP System,Cls,DY,NP,LIM,Day,Close,Natural Gas NP System Forward Unknown EUR-MWh-GCV Day,Forward,284239,04-02-15 06:32:21,07-06-17 10:49:12
1567591,NORD.GAS.NORDIC.WITHINDAY#Close,16-01-13 00:00:00,CEST,16-01-13 00:00:00,17-01-13 00:00:00,30.266,,NP System,Cls,DY,NP,LIM,Day,Close,Natural Gas NP System Forward Unknown EUR-MWh-GCV Day,Forward,284239,04-02-15 06:32:21,07-06-17 10:49:12
1567591,NORD.GAS.NORDIC.WITHINDAY#Close,17-01-13 00:00:00,CEST,17-01-13 00:00:00,18-01-13 00:00:00,28.183,,NP System,Cls,DY,NP,LIM,Day,Close,Natural Gas NP System Forward Unknown EUR-MWh-GCV Day,Forward,284239,04-02-15 06:32:21,07-06-17 10:49:12
1567591,NORD.GAS.NORDIC.WITHINDAY#Close,18-01-13 00:00:00,CEST,18-01-13 00:00:00,19-01-13 00:00:00,27.542,,NP System,Cls,DY,NP,LIM,Day,Close,Natural Gas NP System Forward Unknown EUR-MWh-GCV Day,Forward,284239,04-02-15 06:32:21,07-06-17 10:49:12
